Date,2018-03-31,2018-03,2017-03-31,2017-03,2016-03-31,2016-03,2015-03-31,2015-03,2014-03-31,2014-03,2013-03-31,2012-03-31,2011-03-31,2010-03-31
EPS Diluted,1.13,1.13,1.85,1.85,1.81,1.81,1.9,1.90,2.02,2.02,2.07,1.93,0.0,0.0
Weighted Average Shs Out,414000000.0,414000000.0,414000000.0,414000000.0,426000000.0,426000000.0,439000000.0,439000000.0,446000000.0,446000000.0,456000000.0,486000000.0,0.0,0.0
Weighted Average Shs Out (Dil),415000000.0,415000000.0,415000000.0,415000000.0,427000000.0,427000000.0,441000000.0,441000000.0,448000000.0,448000000.0,457000000.0,487000000.0,0.0,0.0
Dividend per Share,1.0313253012,,1.0313253012,,1.00468384075,,1.00680272109,,1.01116071429,,1.01312910284,0.394250513347,0.0,0.0
Gross Margin,0.732231404959,0.85832349468713,0.75396432111,0.85802775024777,0.749565217391,0.85515527950311,0.740262787424,0.85100891600188,0.748394241417,0.8547065337763,0.75037691148,0.775862068966,0.0,0.0
EBITDA Margin,0.353482880756,0.35348288075561,0.360505450942,0.36050545094153,0.371925465839,0.37192546583851,0.366963866729,0.36696386672924,0.336434108527,0.33643410852713,0.396080120612,0.371832156211,0.0,0.0
EBIT Margin,0.264226682409,0.2642266824085,0.281219028741,0.28121902874133,0.28198757764,0.28546583850932,0.272641952135,0.28108869075551,0.242081949059,0.24540420819491,0.293344820159,0.288533444121,0.0,0.0
Profit Margin,0.112396694215,0.11239669421488,0.192021803766,0.19202180376611,0.194534161491,0.19453416149068,0.198498357579,0.1984983575786,0.202436323367,0.20243632336656,0.205685978893,0.197548815953,0.0,0.0
Free Cash Flow margin,0.271546635183,,0.245787908821,,0.244968944099,,0.229235100892,,0.191362126246,,0.286883480508,0.232239302036,0.0,0.0
EBITDA,1497000000.0,1497000000.0,1455000000.0,1455000000.0,1497000000.0,1497000000.0,1564000000.0,1564000000.0,1519000000.0,1519000000.0,1839000000.0,1790000000.0,827000000.0,0.0
EBIT,1119000000.0,1119000000,1135000000.0,1135000000,1135000000.0,1149000000,1162000000.0,1198000000,1093000000.0,1108000000,1362000000.0,1389000000.0,827000000.0,0.0
Consolidated Income,476000000.0,476000000.0,775000000.0,775000000.0,783000000.0,783000000.0,846000000.0,846000000.0,914000000.0,914000000.0,955000000.0,951000000.0,827000000.0,0.0
Earnings Before Tax Margin,0.241086186541,0.24108618654073,0.26585728444,0.26585728444004,0.269316770186,0.26931677018634,0.261614265603,0.261614265603,0.154817275748,0.23012181616833,0.283868188671,0.281262982966,0.0,0.0
Net Profit Margin,0.112396694215,0.11239669421488,0.192021803766,0.19202180376611,0.194534161491,0.19453416149068,0.198498357579,0.1984983575786,0.202436323367,0.20243632336656,0.205685978893,0.197548815953,0.0,0.0
