Date,2018-09-30,2018-09,2017-09-30,2017-09,2016-09-30,2016-09,2015-09-30,2015-09,2014-09-30,2014-09,2013-09-30,2012-09-30,2011-09-30,2010-09-30
Weighted Average Shs Out,164000000.0,164000000.0,145500000.0,146000000.0,130500000.0,130000000.0,132300000.0,132000000.0,135100000.0,135000000.0,136500000.0,145300000.0,154200000.0,157100000.0
Weighted Average Shs Out (Dil),165800000.0,166000000.0,147200000.0,147000000.0,132100000.0,132000000.0,133700000.0,134000000.0,136700000.0,137000000.0,138100000.0,146800000.0,156100000.0,159200000.0
Dividend per Share,1.30277442702,,1.31793478261,,1.30204390613,,1.24906507105,,1.18507681053,,1.18754525706,1.06948228883,0.948110185778,0.948492462312
Gross Margin,0.222619734564,0.26347374495095,0.24377015538,0.28642626795661,0.299106293972,0.30747290359384,0.299008390542,0.30778032036613,0.296445069291,0.30327374974895,0.298047722343,0.296233601354,0.288805659592,0.275669882101
EBITDA Margin,0.21269474899,0.2266589728794,0.215186162416,0.22163588390501,0.225898459783,0.23806807377828,0.231502669718,0.24313501144165,0.222333801968,0.23418357099819,0.227331887202,0.218154887854,0.231793591344,0.2038585209
EBIT Margin,0.12833237161,0.15856895556838,0.13647024333,0.16388155965992,0.177790454459,0.19015021867275,0.183447749809,0.19355453852021,0.17714400482,0.18618196424985,0.188286334056,0.181337283115,0.202455264253,0.171918542337
Profit Margin,0.11909982689,0.11909982688979,0.103342128408,0.10334212840809,0.138429359194,0.13842935919376,0.130816170862,0.13081617086194,0.1213094999,0.12130949989958,0.137093275488,0.128861616589,0.131918435289,0.120257234727
Free Cash Flow margin,-0.065435660704,,0.150102609206,,0.100779615897,,0.102784134249,,0.0998192408114,,0.107809110629,0.0837917900973,0.105076987099,0.175777063237
EBITDA,1843000000.0,1964000000.0,1468000000.0,1512000000.0,1188000000.0,1252000000.0,1214000000.0,1275000000.0,1107000000.0,1166000000.0,1048000000.0,1031000000.0,1114000000.0,951000000.0
EBIT,1112000000.0,1374000000,931000000.0,1118000000,935000000.0,1000000000,962000000.0,1015000000,882000000.0,927000000,868000000.0,857000000.0,973000000.0,802000000.0
Consolidated Income,1032000000.0,1032000000.0,705000000.0,705000000.0,728000000.0,728000000.0,686000000.0,686000000.0,604000000.0,604000000.0,632000000.0,609000000.0,634000000.0,561000000.0
Earnings Before Tax Margin,0.12833237161,0.12833237160992,0.13647024333,0.1364702433304,0.177790454459,0.17779045445902,0.183447749809,0.18344774980931,0.17714400482,0.17714400482025,0.188286334056,0.181337283115,0.177902621723,0.171918542337
Net Profit Margin,0.11909982689,0.11909982688979,0.103342128408,0.10334212840809,0.138429359194,0.13842935919376,0.130816170862,0.13081617086194,0.1213094999,0.12130949989958,0.137093275488,0.128861616589,0.131918435289,0.120257234727
