date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-405000.0,4020000.0,-10680000.0,-11691000.0,6430000.0,-3678000.0,4191000.0,-3627000.0,320000.0,-335000.0,386000.0,44000.0,-65000.0,15000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,348272000.0,426350000.0,32646000.0,317142000.0,-89059000.0,-4774000.0,-76723000.0,163824000.0,171871000.0,7746000.0,-21259000.0,-143813000.0,140098000.0,7959000.0,-9934000.0,13188000.0,9672000.0,7695000.0
,cashAtEndOfPeriod,1329653000.0,981381000.0,555031000.0,508072000.0,190930000.0,279989000.0,284763000.0,361486000.0,197662000.0,25791000.0,18045000.0,39304000.0,183117000.0,43019000.0,35060000.0,44994000.0,31806000.0,22134000.0
,cashAtBeginningOfPeriod,981381000.0,555031000.0,522385000.0,190930000.0,279989000.0,284763000.0,361486000.0,197662000.0,25791000.0,18045000.0,39304000.0,183117000.0,43019000.0,35060000.0,44994000.0,31806000.0,22134000.0,14439000.0
,operatingCashFlow,857019000.0,663171000.0,400229000.0,132949000.0,-151131000.0,445100000.0,296413000.0,39551000.0,71811000.0,51168000.0,-10550000.0,-33167000.0,339179000.0,-92089000.0,60449000.0,-40942000.0,-40615000.0,12669000.0
,capitalExpenditure,-80471000.0,-102860000.0,-87152000.0,-79276000.0,-65799000.0,-63491000.0,-58133000.0,-39455000.0,-28036000.0,-28489000.0,-28944000.0,-17848000.0,-16155000.0,-16624000.0,-12474000.0,-11017000.0,-11039000.0,-11700000.0
,freeCashFlow,776548000.0,560311000.0,313077000.0,53673000.0,-216930000.0,381609000.0,238280000.0,96000.0,43775000.0,22679000.0,-39494000.0,-51015000.0,323024000.0,-108713000.0,47975000.0,-51959000.0,-51654000.0,969000.0
