date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2008-03-07_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,operatingExpenses,147523000.0,199430000.0,219823000.0,225826000.0,197099000.0,209477000.0,234105000.0,174308000.0,160863000.0,151764000.0,144245000.0,130555000.0,95715000.0,90078000.0,85578000.0,96495000.0,93098000.0,91321000.0,81328000.0,72981000.0,73956000.0,92787000.0,86200000.0,80300000.0,84000000.0,87600000.0,76700000.0,42600000.0,35700000.0,46000000.0,19300000.0,14200000.0,11100000.0,4600000.0,3800000.0,2600000.0,2100000.0
,costAndExpenses,758828000.0,1167130000.0,1286465000.0,1300033000.0,1165855000.0,1267260000.0,1285543000.0,1018707000.0,945717000.0,887225000.0,829640000.0,666830000.0,502782000.0,486540000.0,482040000.0,565256000.0,571539000.0,534420000.0,465942000.0,427717000.0,394418000.0,346468000.0,289200000.0,262300000.0,291000000.0,269100000.0,245900000.0,129700000.0,89400000.0,101700000.0,26300000.0,20800000.0,18700000.0,14900000.0,13400000.0,9500000.0,6900000.0
,interestExpense,12483000.0,14002000.0,17327000.0,16001000.0,15029000.0,16044000.0,12943000.0,13169000.0,10208000.0,15075000.0,8691000.0,8296000.0,5398000.0,5368000.0,5368000.0,6834000.0,8465000.0,9305000.0,8235000.0,7911000.0,9339000.0,9347000.0,0.0,9100000.0,0.0,6200000.0,6400000.0,3200000.0,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,28702000.0,36163000.0,37855000.0,44419000.0,46719000.0,43791000.0,44312000.0,40329000.0,38117000.0,36039000.0,30732000.0,28440000.0,17307000.0,16252000.0,16252000.0,1295000.0,1495000.0,1936000.0,1595000.0,1433000.0,7001000.0,18680000.0,18200000.0,19100000.0,19200000.0,19200000.0,16800000.0,7500000.0,6300000.0,4200000.0,1600000.0,1300000.0,800000.0,400000.0,300000.0,200000.0,100000.0
,EBITDA,77638000.0,82968000.0,84958000.0,103405000.0,102784000.0,110101000.0,90190000.0,113042000.0,120363000.0,87399000.0,116067000.0,88476000.0,51189000.0,29782000.0,29782000.0,32754000.0,25238000.0,10114000.0,22925000.0,54074000.0,57893000.0,81646000.0,68900000.0,57800000.0,48800000.0,40000000.0,43100000.0,26000000.0,17400000.0,-1700000.0,5700000.0,2500000.0,3200000.0,4500000.0,4000000.0,3800000.0,1300000.0
,EBITDARatio,0.0961147067707895,0.0683463282630454,0.0637072875173969,0.0760879722800049,0.0841167997904936,0.0825610954055655,0.0677396556010458,0.103573326492093,0.117088844637404,0.0931178316295274,0.126852646247165,0.121722573349146,0.0953837037699566,0.0600964545876466,0.0600964545876466,0.0548905256278123,0.0423967128184625,0.0186399507554396,0.0470476448472311,0.11257020805316,0.130006063191934,0.199411871021947,0.202706678434834,0.19202657807309,0.152214597629445,0.137978613314936,0.158339456282145,0.175438596491228,0.173134328358209,-0.0177453027139875,0.1875,0.113636363636364,0.151658767772512,0.236842105263158,0.233918128654971,0.290076335877863,0.160493827160494
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,48936000.0,46805000.0,47103000.0,58986000.0,56065000.0,66310000.0,45878000.0,72713000.0,82246000.0,51360000.0,85335000.0,60036000.0,33882000.0,13530000.0,13530000.0,31459000.0,23743000.0,8178000.0,21330000.0,52641000.0,50892000.0,62966000.0,50700000.0,38700000.0,29600000.0,20800000.0,26300000.0,18500000.0,11100000.0,-5900000.0,4100000.0,1200000.0,2400000.0,4100000.0,3700000.0,3600000.0,1200000.0
,operatingIncomeRatio,0.0605820511931703,0.0385564301218764,0.0353210334981043,0.0434033666931809,0.045882709178997,0.0497236740478565,0.0344579212735866,0.0666223818511664,0.0800087162670252,0.0547206699446507,0.0932648433017296,0.08259569164055,0.0631344752023612,0.0273018947878201,0.0273018947878201,0.0527203103659201,0.0398852980604151,0.0150719317063461,0.0437743190661479,0.109587016350305,0.11428443107049,0.15378791209328,0.149161518093557,0.128571428571429,0.0923268870867124,0.0717488789237668,0.0966201322556943,0.124831309041835,0.11044776119403,-0.0615866388308977,0.134868421052632,0.0545454545454545,0.113744075829384,0.215789473684211,0.216374269005848,0.274809160305344,0.148148148148148
,totalOtherIncomeExpensesNet,-7511000.0,-46725000.0,-27337000.0,-104360000.0,-5933000.0,-49269000.0,-69543000.0,-867000.0,-4581000.0,-4868000.0,753000.0,-9496000.0,1381000.0,-459000.0,6122000.0,7537000.0,155000.0,996000.0,-1447000.0,-2068000.0,-687000.0,4544000.0,4100000.0,2300000.0,-3700000.0,-4800000.0,-15600000.0,1100000.0,1300000.0,2900000.0,20400000.0,1200000.0,2600000.0,1300000.0,-3200000.0,0.0,400000.0
,incomeBeforeTax,30067000.0,-12884000.0,2955000.0,-61230000.0,35269000.0,1215000.0,-35975000.0,59002000.0,67963000.0,31764000.0,77729000.0,42764000.0,33872000.0,13071000.0,13071000.0,34770000.0,16661000.0,85000.0,12082000.0,46011000.0,39735000.0,57553000.0,44900000.0,31000000.0,16700000.0,9500000.0,3000000.0,15900000.0,10600000.0,-3300000.0,24400000.0,2400000.0,5000000.0,5500000.0,600000.0,3600000.0,1600000.0
,incomeBeforeTaxRatio,0.0372225055833139,-0.0106134183461223,0.00221586000863848,-0.0450545577361317,0.0288635917244991,0.000911088281829975,-0.0270200034399337,0.0540598486375547,0.0661142473026753,0.03384243302418,0.0849520478701604,0.0588334025803931,0.0631158415693991,0.0263756886010049,0.0263756886010049,0.0582690229003796,0.0279884155744672,0.000156653728911644,0.024795186261472,0.0957848104955054,0.089229974624419,0.140567222067537,0.132097675786996,0.102990033222591,0.0520898315658141,0.0327699206622973,0.0110213078618663,0.107287449392713,0.10547263681592,-0.034446764091858,0.802631578947368,0.109090909090909,0.23696682464455,0.289473684210526,0.0350877192982456,0.274809160305344,0.197530864197531
,incomeTaxExpense,5267000.0,6564000.0,-132000.0,5005000.0,6109000.0,9205000.0,-3840000.0,12154000.0,17473000.0,7565000.0,23040000.0,12561000.0,8625000.0,0.0,-149000.0,11057000.0,4188000.0,-835000.0,6809000.0,17451000.0,15653000.0,22647000.0,18900000.0,13100000.0,7100000.0,5000000.0,4000000.0,6100000.0,3300000.0,3900000.0,10100000.0,700000.0,1400000.0,1700000.0,1300000.0,1300000.0,600000.0
,netIncome,-31861000.0,-20892000.0,2928000.0,-69054000.0,29488000.0,-8067000.0,-37167000.0,44351000.0,52661000.0,26547000.0,60462000.0,26171000.0,21640000.0,2543000.0,2543000.0,24678000.0,13160000.0,597000.0,3525000.0,22691000.0,24868000.0,34906000.0,26000000.0,17900000.0,9400000.0,4500000.0,-1000000.0,8600000.0,5000000.0,-6200000.0,14300000.0,1700000.0,3600000.0,3800000.0,-700000.0,2300000.0,1000000.0
,netIncomeRatio,-0.0394434513050842,-0.0172101471660344,0.00219561357201133,-0.0508116516398961,0.0241325127667932,-0.00604917627121186,-0.0279152875010985,0.0406360521155925,0.0512284975237436,0.0282840659077228,0.0660804940025684,0.0360052609421819,0.0403231817300956,0.00513146477793248,0.00513146477793248,0.0413564264347301,0.0221071693751869,0.00110026207247354,0.00723415258828745,0.0472376852264353,0.0558442433361029,0.0852542778567486,0.0764930862018241,0.059468438538206,0.0293200249532127,0.0155225939979303,-0.00367376928728876,0.058029689608637,0.0497512437810945,-0.0647181628392484,0.470394736842105,0.0772727272727273,0.170616113744076,0.2,-0.0409356725146199,0.175572519083969,0.123456790123457
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.04,-0.67,0.090522968626557,-2.08,0.85,-0.22,-0.98,1.14,1.34,0.674429828989472,1.54,0.704766308341117,0.78,0.09369,0.09,0.91,0.49,0.02,0.13,0.86,0.94,1.41,1.02,0.67,0.35,0.170000001511111,-0.04,0.53,0.28,-0.45,1.77,0.22,0.46,0.52,-0.1,0.33,0.18
,EPSDiluted,-1.04,-0.67,0.0887326423965717,-2.08,0.84,-0.22,-0.98,1.13,1.33,0.668716200668263,1.53,0.697641680026514,0.77,0.09369,0.09,0.9,0.49,0.02,0.13,0.85,0.92,1.37,1.0,0.66,0.35,0.165789474556787,-0.04,0.53,0.28,-0.45,1.77,0.22,0.46,0.52,-0.1,0.31,0.17
,weightedAverageShsOut,30731882.0,31130222.0,32345382.0,33150949.0,34713937.0,36554437.0,37651492.0,38692658.0,39222737.0,39362138.0,39040386.0,37134295.0,27537702.0,27142857.0,28255556.0,27118681.0,26857143.0,29850000.0,27115385.0,26384884.0,26455319.0,24756028.0,25490196.0,26716418.0,26857143.0,26470588.0,14390244.0,16226415.0,17857143.0,13777778.0,8079096.0,7727273.0,7826087.0,7307692.0,7000000.0,6969697.0,5555556.0
,weightedAverageShsOutDil,31241135.0,31130222.0,32998003.0,33150949.0,35210430.0,36554437.0,37651492.0,39082342.0,39536391.0,39698455.0,39413880.0,37513527.0,28179931.0,27142857.0,28255556.0,27420000.0,26857143.0,29850000.0,27115385.0,26695294.0,27030435.0,25478832.0,26000000.0,27121212.0,26857143.0,27142857.0,14390244.0,16226415.0,17857143.0,13777778.0,8079096.0,7727273.0,7826087.0,7307692.0,7000000.0,7419355.0,5882353.0
