date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-31_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2003-12-27_FY,2002-12-28_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,netCashUsedForInvestingActivites,-585000000.0,774000000.0,-948000000.0,149000000.0,-893000000.0,-1127000000.0,-573000000.0,-641000000.0,-3245000000.0,-587000000.0,-465000000.0,-370000000.0,-681000000.0,-601000000.0,-445400000.0,-445000000.0,-415000000.0,-270400000.0,-219000000.0,-188800000.0,-4143800000.0,-379300000.0,-244200000.0,-398000000.0,-329300000.0,-786800000.0,-308900000.0,-235400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,281000000.0,-1009000000.0,-408000000.0,-632000000.0,-4486000000.0,-606000000.0,-960000000.0,-762000000.0,-750000000.0,-945000000.0,-1000000.0,-482000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,112000000.0,64000000.0,167000000.0,97000000.0,368000000.0,261000000.0,217000000.0,475000000.0,229000000.0,291000000.0,204000000.0,131000000.0,0.0,0.0,217500000.0,0.0,221700000.0,0.0,0.0,0.0,26400000.0,4500000.0,12900000.0,15000000.0,70700000.0,18800000.0,36800000.0,2300000.0
,commonStockRepurchased,0.0,-156000000.0,-153000000.0,-419000000.0,-426000000.0,-470000000.0,-473000000.0,-69000000.0,166000000.0,-798000000.0,-848000000.0,-56000000.0,-475000000.0,-487000000.0,-649800000.0,-649000000.0,-664200000.0,-5700000.0,31600000.0,-100000.0,0.0,0.0,0.0,-240000000.0,-426000000.0,-535700000.0,-374700000.0,-327300000.0
,dividendsPaid,-782000000.0,-769000000.0,-762000000.0,-736000000.0,-716000000.0,-700000000.0,-680000000.0,-653000000.0,-622000000.0,-604000000.0,-584000000.0,-546000000.0,-495000000.0,-475000000.0,-449900000.0,-449000000.0,-435200000.0,-417600000.0,-412400000.0,-412600000.0,-409800000.0,-403900000.0,-388700000.0,-375000000.0,-360100000.0,-343700000.0,-328500000.0,-313600000.0
,otherFinancingActivites,0.0,29000000.0,757000000.0,1183000000.0,0.0,1070000000.0,1050000000.0,343000000.0,2523000000.0,15000000.0,1433000000.0,-98000000.0,0.0,0.0,21900000.0,0.0,5900000.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,-6600000.0,-5600000.0,-6100000.0
,netCashUsedProvidedByFinancingActivities,-1388000000.0,-1905000000.0,-566000000.0,-604000000.0,-642000000.0,-706000000.0,-1063000000.0,-1141000000.0,1317000000.0,-957000000.0,-439000000.0,-1182000000.0,-780000000.0,-788000000.0,-789000000.0,-789000000.0,-905300000.0,-716300000.0,-939400000.0,-944400000.0,3040200000.0,-441800000.0,-527600000.0,-358000000.0,-607300000.0,94000000.0,-759200000.0,-559500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,31000000.0,18000000.0,53000000.0,-64000000.0,-50000000.0,13000000.0,-33000000.0,-9000000.0,-35000000.0,6000000.0,-12000000.0,-75000000.0,-1000000.0,15400000.0,0.0,-21300000.0,33900000.0,28000000.0,2100000.0,-1000000.0,-6000000.0,-9200000.0,0.0,-13800000.0,3300000.0,-17300000.0,-3700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,38000000.0,76000000.0,40000000.0,1000000.0,29000000.0,-192000000.0,170000000.0,-8000000.0,-179000000.0,16000000.0,110000000.0,79000000.0,-269000000.0,113000000.0,191500000.0,191000000.0,-198300000.0,276200000.0,40600000.0,-131200000.0,27400000.0,53800000.0,14200000.0,-37000000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,435000000.0,397000000.0,321000000.0,281000000.0,280000000.0,251000000.0,443000000.0,273000000.0,281000000.0,460000000.0,444000000.0,334000000.0,255000000.0,524000000.0,410600000.0,410000000.0,219100000.0,417200000.0,141600000.0,100800000.0,231800000.0,204400000.0,150600000.0,136000000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,397000000.0,321000000.0,281000000.0,280000000.0,251000000.0,443000000.0,273000000.0,281000000.0,460000000.0,444000000.0,334000000.0,255000000.0,524000000.0,411000000.0,219100000.0,219000000.0,417400000.0,141000000.0,101000000.0,232000000.0,204400000.0,150600000.0,136400000.0,173000000.0,243800000.0,221900000.0,266300000.0,98100000.0
,operatingCashFlow,1986000000.0,1176000000.0,1536000000.0,403000000.0,1628000000.0,1691000000.0,1793000000.0,1807000000.0,1758000000.0,1595000000.0,1008000000.0,1643000000.0,1267000000.0,1503000000.0,1410500000.0,1410000000.0,1143300000.0,1229000000.0,1171000000.0,999900000.0,1132000000.0,880900000.0,795200000.0,720000000.0,879800000.0,711500000.0,1041000000.0,966800000.0
,capitalExpenditure,0.0,-586000000.0,-578000000.0,-501000000.0,-507000000.0,-553000000.0,-582000000.0,-637000000.0,-533000000.0,-594000000.0,-474000000.0,-377000000.0,-461000000.0,-472000000.0,-453100000.0,0.0,-374200000.0,-278600000.0,-247200000.0,-253500000.0,-276500000.0,-230900000.0,-564400000.0,-402000000.0,-337800000.0,-812500000.0,-315700000.0,-354300000.0
,freeCashFlow,1986000000.0,590000000.0,958000000.0,-98000000.0,1121000000.0,1138000000.0,1211000000.0,1170000000.0,1225000000.0,1001000000.0,534000000.0,1266000000.0,806000000.0,1031000000.0,957400000.0,1410000000.0,769100000.0,950400000.0,923800000.0,746400000.0,855500000.0,650000000.0,230800000.0,318000000.0,542000000.0,-101000000.0,725300000.0,612500000.0
