date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY
,operatingExpenses,201590000.0,96883000.0,118766000.0,140745000.0,93605000.0,109482000.0,81282000.0,126307000.0,88891000.0,549733000.0,466472000.0,367926000.0,339495000.0,295742000.0,253942000.0,256909000.0,90838000.0,19498000.0,92321000.0,63234000.0,254968000.0,302900000.0,274100000.0,172500000.0,97100000.0,98800000.0,105600000.0,107000000.0,99000000.0,60600000.0,50100000.0,41600000.0,24000000.0,21200000.0
,costAndExpenses,1580069000.0,2081955000.0,2163531000.0,2106302000.0,2052898000.0,2695260000.0,3066223000.0,3215885000.0,4052412000.0,3817643000.0,2862284000.0,2438641000.0,2523417000.0,2184027000.0,2163764000.0,2430916000.0,1729122000.0,1437860000.0,1504862000.0,1400022000.0,1330637000.0,1529800000.0,1417700000.0,965800000.0,545500000.0,568500000.0,555500000.0,493100000.0,521800000.0,387700000.0,366500000.0,284300000.0,214600000.0,196700000.0
,interestExpense,14432000.0,16485000.0,20471000.0,26905000.0,147129000.0,397979000.0,390946000.0,381267000.0,317626000.0,279676000.0,142549000.0,105932000.0,76139000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,121552000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501429000.0,400672000.0,321231000.0,0.0,242062000.0,208354000.0,212301000.0,166322000.0,16622000.0,22184000.0,27460000.0,201512000.0,235700000.0,204300000.0,143600000.0,70200000.0,70900000.0,71800000.0,71200000.0,67000000.0,37200000.0,29400000.0,23600000.0,12500000.0,10400000.0
,EBITDA,9075000.0,332090000.0,411399000.0,343434000.0,148824000.0,261775000.0,297402000.0,252779000.0,637612000.0,969681000.0,724656000.0,458671000.0,765091000.0,471679000.0,545021000.0,290158000.0,344368000.0,14250000.0,51461000.0,89916000.0,262659000.0,262200000.0,285400000.0,212600000.0,101900000.0,138400000.0,126400000.0,76400000.0,124900000.0,93500000.0,70300000.0,55700000.0,51700000.0,33600000.0
,EBITDARatio,0.00618359871135847,0.144742393494982,0.167795571148717,0.147737504102816,0.0753769378701447,0.101728935280539,0.101256367208819,0.0838583485632259,0.15330756775966,0.226249359818661,0.227430963120491,0.178049913803176,0.256414458580752,0.19542194292116,0.217970821830316,0.115657335279039,0.180565110152855,0.00992693773824651,0.0335438966091078,0.0614819504977169,0.188721094652619,0.168476514810769,0.190419001868161,0.205450328565906,0.176541926541927,0.217610062893082,0.207179150958859,0.15332129239414,0.215456270484733,0.210585585585586,0.172557682866961,0.176042983565107,0.203703703703704,0.152796725784447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-112477000.0,212397000.0,288256000.0,218321000.0,-78501000.0,-122000000.0,-129104000.0,-201528000.0,106626000.0,468252000.0,323984000.0,137440000.0,460389000.0,229617000.0,336667000.0,77857000.0,178046000.0,-2372000.0,29277000.0,62456000.0,61147000.0,26500000.0,81100000.0,69000000.0,31700000.0,67500000.0,54600000.0,5200000.0,57900000.0,56300000.0,40900000.0,32100000.0,39200000.0,23200000.0
,operatingIncomeRatio,-0.0766405104415941,0.0925738509173832,0.117569756263493,0.0939167340252591,-0.0397594809959699,-0.0474106775063538,-0.0439559990589418,-0.0668560492337172,0.0256371785975507,0.109254193114857,0.101681340050492,0.0533523596501818,0.154295889209955,0.0951329193534755,0.134643587445524,0.0310338958526738,0.0933562224198393,-0.00165239974141198,0.0190836684290015,0.042705599673978,0.0439342599138947,0.0170275653794256,0.054109954630371,0.0666795516041747,0.0549203049203049,0.106132075471698,0.0894935256515325,0.0104354806341561,0.099879247886838,0.126801801801802,0.100392734413353,0.101453855878635,0.154452324665091,0.10550250113688
,totalOtherIncomeExpensesNet,-221521000.0,28444000.0,-14466000.0,9130000.0,1494550000.0,-2770973000.0,-20427000.0,-504534000.0,-811882000.0,-56634000.0,-6776000.0,-13726000.0,0.0,28493000.0,22353000.0,116679000.0,161613000.0,126615000.0,10092000.0,26250000.0,12837000.0,-353500000.0,7500000.0,-26400000.0,400000.0,100000.0,400000.0,1100000.0,1200000.0,800000.0,300000.0,2000000.0,2700000.0,3600000.0
,incomeBeforeTax,-344622000.0,234047000.0,260101000.0,203195000.0,1272060000.0,-3286522000.0,-532719000.0,-1080726000.0,-1017404000.0,135251000.0,177108000.0,25404000.0,396104000.0,155079000.0,268581000.0,3473000.0,113576000.0,-2870000.0,-21562000.0,2509000.0,-16736000.0,-415800000.0,26400000.0,24800000.0,14300000.0,46800000.0,32800000.0,-19100000.0,37400000.0,47300000.0,31100000.0,30500000.0,41700000.0,26800000.0
,incomeBeforeTaxRatio,-0.234821394502014,0.102010066458852,0.106086295424521,0.0874098724825488,0.644277721248564,-1.27718225130768,-0.181374673617242,-0.358526213053066,-0.244624838724724,0.0315572360032152,0.0555847781793622,0.00986149115652808,0.132751257957119,0.0642509831607312,0.10741388184677,0.00138434206681912,0.0595521736941895,-0.00199932009184333,-0.0140547890380207,0.00171558136259144,-0.0120248544314348,-0.267172139047741,0.0176140912730184,0.0239659837649787,0.0247747747747748,0.0735849056603774,0.0537616784133749,-0.038330323098535,0.0645161290322581,0.106531531531532,0.0763377515954836,0.0963969658659924,0.164302600472813,0.1218735788995
,incomeTaxExpense,-7000.0,248000.0,-52476000.0,-35255000.0,-3470000.0,-373380000.0,25634000.0,-335498000.0,-333717000.0,-7589000.0,17714000.0,-16775000.0,41774000.0,-19850000.0,7650000.0,-34650000.0,-130000.0,-23210000.0,-19000000.0,-4700000.0,-4000000.0,-65700000.0,-5100000.0,-5500000.0,-2200000.0,5400000.0,600000.0,-64500000.0,1700000.0,8700000.0,4700000.0,6300000.0,10700000.0,8300000.0
,netIncome,-344615000.0,233799000.0,312577000.0,238450000.0,1275530000.0,-2913142000.0,-558353000.0,-641832000.0,-683955000.0,141683000.0,158857000.0,42169000.0,354330000.0,174929000.0,260931000.0,38123000.0,113706000.0,16686000.0,-2562000.0,7209000.0,-12736000.0,-346300000.0,30000000.0,30300000.0,16500000.0,41400000.0,32200000.0,26600000.0,35700000.0,38600000.0,26400000.0,24200000.0,31000000.0,18500000.0
,netIncomeRatio,-0.234816624784,0.101901974936714,0.127489459728761,0.102575772501606,0.646035219867129,-1.13208226141159,-0.190102273690647,-0.212925011868203,-0.164450288744657,0.0330579727221502,0.0498567603227349,0.016369438693892,0.118751017995138,0.0724750626024385,0.104354409299837,0.0151958746367248,0.0596203375895569,0.0116239216210794,-0.0016699920932849,0.00492930491945862,-0.00915084524610141,-0.222514939279059,0.0200160128102482,0.0292810204870506,0.0285862785862786,0.0650943396226415,0.0527782330765448,0.0533814970901064,0.06158357771261,0.0869369369369369,0.0648011782032401,0.0764854614412137,0.12214342001576,0.0841291496134607
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-21.2489209520286,14.42,15.9,10.05,59.664615,-136.86,-26.3,-30.3,-32.4,7.5,9.8,2.79333346581613,24.7,12.3,18.3,3.5,19.1,1.9,-0.5,1.5,-3.3,-90.2,7.6,10.0,7.9,-2.65,8.4,-9.3,10.05,12.0,8.0,7.35,10.5,6.65
,EPSDiluted,-21.2489209520286,13.52,15.15,9.84,59.634615,-136.86,-26.3,-30.3,-32.4,7.4,9.7,2.787627584748,24.5,12.1,18.0,3.5,17.8,1.9,-0.485779294653015,1.5,-3.3,-90.2,7.6,10.0,7.9,-2.65,8.4,-9.3,9.4,11.1,7.45,6.8,9.05,5.75
,weightedAverageShsOut,15153000.0,16218000.0,19663000.0,23725000.0,25002000.0,21285000.0,21222100.0,21209800.0,21138100.0,19008600.0,16239800.0,15096300.0,14360400.0,14251800.0,14237869.0,6441143.0,5576911.0,5314211.0,5124000.0,4806000.0,3859394.0,3839246.0,3947368.0,7931600.0,2703600.0,3484277.0,3523810.0,3450980.0,3313433.0,3000000.0,3000000.0,2307800.0,2952381.0,1153900.0
,weightedAverageShsOutDil,15153000.0,17298000.0,20629000.0,24240000.0,25002000.0,21285000.0,21222100.0,21209800.0,21138100.0,19090500.0,16321000.0,15127200.0,14441600.0,14401900.0,14475167.0,6441143.0,5984213.0,5314211.0,5274000.0,4806000.0,3859394.0,3839246.0,3947368.0,7931600.0,2703600.0,3484277.0,3523810.0,3450980.0,3495935.0,3000000.0,3000000.0,2307800.0,2952381.0,1153900.0
