date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY,1989-09-30_FY,1988-09-30_FY,1987-09-30_FY,1986-09-30_FY,1985-09-30_FY
,operatingIncomeRatio,0.0947984460925281,0.0810867678388259,0.0982548714199434,0.103084755914945,0.125608774015416,0.0769442390687598,0.109089384537984,0.142818486849226,0.119439839525647,0.0678811955435965,0.0,0.0,0.0,0.0,0.0,-0.149268399213802,0.0423613983152304,0.0374251084446257,0.135007862710242,0.0171192682828119,-0.45621583075826,-0.166488794023479,0.197674418604651,0.228293413173653,0.10969387755102,0.0898641588296761,0.0310378273520854,-0.125207296849088,0.0113207547169811,0.102443609022556,0.0321199143468951,-0.0871459694989107,-0.0560597971169247,-0.0748194014447884,-0.376358695652174,-0.734758871701547,-0.27641149982681
,totalOtherIncomeExpensesNet,-75900000.0,-280000000.0,-200800000.0,-5000000.0,-26100000.0,-458600000.0,-115400000.0,-161500000.0,-258758000.0,63854000.0,523000.0,1280000.0,113000.0,570000.0,580000.0,-15544000.0,1285000.0,1011000.0,-222000.0,-11992000.0,-14107000.0,-21400000.0,-100000.0,85400000.0,1300000.0,-8600000.0,-9500000.0,35100000.0,25800000.0,8600000.0,14300000.0,-3700000.0,-18800000.0,74600000.0,-40800000.0,-51600000.0,8500000.0
,incomeBeforeTax,155400000.0,-193800000.0,-156300000.0,151200000.0,231900000.0,-440800000.0,213200000.0,118300000.0,25386000.0,50670000.0,-23066000.0,-4781000.0,-111000.0,4863000.0,-91000.0,-15549000.0,15935000.0,7472000.0,16397000.0,-6807000.0,-38509000.0,-26100000.0,-4600000.0,110000000.0,11800000.0,-3600000.0,-9000000.0,-1200000.0,13100000.0,3200000.0,500000.0,-37800000.0,-76400000.0,4600000.0,-160800000.0,-290500000.0,-134300000.0
,incomeBeforeTaxRatio,0.0392008475858937,-0.0509718313563557,-0.0496837153119934,0.030188679245283,0.0444644706062814,-0.0757922247631493,0.0357538151936945,0.0213406934372407,0.00566561237088001,0.0145696308739306,0.0,0.0,0.0,0.0,0.0,-0.14148831622625,0.0433572408088635,0.0411841546830992,0.140135717215917,-0.068871666194504,-0.457677680057048,-0.27854855923159,-0.178294573643411,0.823353293413174,0.100340136054422,-0.0376175548589342,-0.0872938894277401,-0.00497512437810945,0.0494339622641509,0.0300751879699248,0.00535331905781585,-0.411764705882353,-0.407901761879338,0.0237358101135191,-1.09239130434783,-1.32165605095541,-0.465188777277451
,incomeTaxExpense,70900000.0,-7100000.0,-460700000.0,48300000.0,41500000.0,71600000.0,111500000.0,187300000.0,-85282000.0,50555000.0,-758000.0,8566000.0,-98000.0,2313000.0,183000.0,-6748000.0,8841000.0,3733000.0,5120000.0,-12769000.0,-12521000.0,-5800000.0,-1900000.0,40000000.0,4400000.0,-1000000.0,-3200000.0,-500000.0,3700000.0,800000.0,-1600000.0,-3400000.0,-18500000.0,41300000.0,-4900000.0,-39600000.0,-70400000.0
,netIncome,97800000.0,471900000.0,768300000.0,106000000.0,-198800000.0,-556800000.0,-10300000.0,-45800000.0,89556000.0,34795000.0,-22305000.0,-13344000.0,-12000.0,2551000.0,-4663000.0,-9176000.0,3733000.0,892000.0,6473000.0,4434000.0,-25988000.0,-20300000.0,-4400000.0,70000000.0,15400000.0,7000000.0,4200000.0,-8300000.0,9400000.0,2400000.0,2100000.0,-105300000.0,-57900000.0,-36700000.0,-155900000.0,-250900000.0,-71200000.0
,netIncomeRatio,0.0246708036930528,0.124115620315089,0.244222638990432,0.0211640211640212,-0.0381178816581662,-0.0957375470692412,-0.00172731846386047,-0.00826207742540679,0.0199869842230572,0.0100049399301049,0.0,0.0,0.0,0.0,0.0,-0.0834971245541239,0.010157049258832,0.00491652381923507,0.0553210036920552,0.0448621959609859,-0.308866175421916,-0.216648879402348,-0.170542635658915,0.523952095808383,0.130952380952381,0.0731452455590387,0.040737148399612,-0.0344112769485904,0.0354716981132076,0.0225563909774436,0.0224839400428266,-1.14705882352941,-0.309129738387613,-0.18937048503612,-1.05910326086957,-1.14149226569609,-0.246622791825424
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.19,9.23,20.79,3.306301,-6.238303,-17.529632,-3.181535,-4.179663,4.00772940979566,0.436681,-7.236432,-4.304429,-0.00388356804108297,0.827255389726143,-1.497193,-2.994386,1.216469,0.290912126926396,2.113225,1.442608,-8.484092,-6.628197,-1.41935,23.705552,4.36681222707424,1.87149112124509,1.091703,-2.0830196255584,2.729258,0.779788,0.389894,-806.593107,-70.960699,-54.585153,-290.860886,-475.280724,-136.462882
,EPSDiluted,2.18,9.23,20.74,3.306301,-6.238303,-17.529632,-3.181535,-4.179663,3.99626237285776,0.249532,-7.236432,-4.304429,-0.00388356804108297,0.819375681340911,-1.516722,-2.994386,1.200873,0.289218629829984,2.105427,1.442608,-8.484092,-6.628197,-1.41935,22.925764,4.3435842862659,1.85114861126831,1.091703,-2.06844767487791,2.729258,0.779788,0.389894,-806.593107,-70.960699,-54.585153,-290.860886,-475.280724,-136.462882
,weightedAverageShsOut,44700000.0,50700000.0,36900000.0,32058397.0,31867640.0,31762162.0,26119442.0,22537701.0,22345820.0,22319049.0,3091545.0,3090584.0,3089942.0,3083691.0,3074393.0,3067500.0,3066218.0,3066218.0,3066218.0,3066218.0,3063653.0,3062755.0,3100000.0,2955034.0,3526600.0,3740333.0,3755600.0,3984600.0,3297600.0,2564800.0,3238188.0,819579.0,821582.0,679672.0,537370.0,528951.0,526150.0
,weightedAverageShsOutDil,44900000.0,50700000.0,37000000.0,32058397.0,31867640.0,31762162.0,26119442.0,22537701.0,22409940.0,25388955.0,3091545.0,3090584.0,3089942.0,3113346.0,3074393.0,3067500.0,3099560.0,3084172.0,3071348.0,3066218.0,3063653.0,3062755.0,3100000.0,3046854.0,3545459.0,3781436.0,3755600.0,4012671.0,3297600.0,2564800.0,3238188.0,819579.0,821582.0,679672.0,537370.0,528951.0,526150.0
