date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1992-08-31_FY,1991-08-31_FY,1990-08-31_FY,1989-08-31_FY
,otherInvestingActivites,7175000.0,2132000.0,1824000.0,1467000.0,991000.0,1594000.0,1579000.0,-154000.0,-119000.0,-843000.0,0.0,0.0,-3070000.0,-64000.0,-12000.0,-132000.0,-343000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-9900000.0,-400000.0,-7500000.0,0.0,0.0,0.0,0.0,0.0,-3700000.0
,netCashUsedForInvestingActivites,-232301000.0,-503834000.0,-302795000.0,-145875000.0,-91707000.0,-66116000.0,-144074000.0,-36055000.0,-28198000.0,-69124000.0,-22548000.0,-16445000.0,-25492000.0,-11641000.0,-51925000.0,-41441000.0,-48420000.0,-12392000.0,-12013000.0,-17162000.0,-21537000.0,-13000000.0,-18600000.0,-42000000.0,-14900000.0,-2300000.0,-8600000.0,-7900000.0,-1200000.0,-2200000.0,-900000.0,-1100000.0,-5200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-452834000.0,-628891000.0,-1146953000.0,-28130000.0,-81458000.0,-630279000.0,-409680000.0,-135452000.0,-52227000.0,-130500000.0,0.0,-14458000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402000.0,4577000.0,3339000.0,10511000.0,2111000.0,3715000.0,0.0,0.0,0.0,2000000.0,1000000.0,600000.0,800000.0,400000.0,500000.0,1000000.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-28695000.0,0.0,0.0,0.0,0.0,0.0,0.0,-626000.0,-1041000.0,0.0,-8333000.0,0.0,0.0,0.0,0.0,0.0,0.0,-378000.0,-13472000.0,-3900000.0,-2100000.0,-20800000.0,-2800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000.0
,dividendsPaid,-70401000.0,-63813000.0,-59270000.0,-51057000.0,-34437000.0,-48227000.0,-46706000.0,0.0,-45038000.0,0.0,-33032000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-6708000.0,-7712000.0,-21538000.0,-7741000.0,-5972000.0,-4194000.0,-3935000.0,-5456000.0,-4315000.0,-565000.0,1073000.0,-17000.0,-176000.0,0.0,1550000.0,-320000.0,-356000.0,0.0,3454000.0,3700000.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,3400000.0,0.0,100000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,14048000.0,254971000.0,135066000.0,-69329000.0,-37835000.0,-16601000.0,-29222000.0,9719000.0,-41136000.0,-3000.0,-33000000.0,-3138000.0,-26686000.0,-23841000.0,-13396000.0,12000000.0,33183000.0,-10684000.0,-1062000.0,-10300000.0,7124000.0,-14200000.0,2300000.0,30500000.0,500000.0,-3800000.0,2400000.0,2000000.0,-2400000.0,-500000.0,-4200000.0,-4800000.0,5800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3315000.0,-231000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,16462000.0,20431000.0,-11121000.0,-60121000.0,73865000.0,12301000.0,-66276000.0,56341000.0,3355000.0,-32296000.0,-13485000.0,43673000.0,-47521000.0,49428000.0,1700000.0,2661000.0,-6357000.0,8465000.0,-875000.0,697000.0,-4560000.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,51821000.0,35359000.0,14928000.0,26049000.0,86170000.0,12305000.0,4000.0,66280000.0,9939000.0,6584000.0,38880000.0,52365000.0,8692000.0,56213000.0,6785000.0,5085000.0,2424000.0,8781000.0,316000.0,1247000.0,550000.0,5100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,35359000.0,14928000.0,26049000.0,86170000.0,12305000.0,4000.0,66280000.0,9939000.0,6584000.0,38880000.0,52365000.0,8692000.0,56213000.0,6785000.0,5085000.0,2424000.0,8781000.0,316000.0,1191000.0,550000.0,5110000.0,2700000.0,1000000.0,1500000.0,4000000.0,500000.0,300000.0,300000.0,100000.0,0.0,100000.0,700000.0,800000.0
,operatingCashFlow,231400000.0,269525000.0,156608000.0,155083000.0,203407000.0,95018000.0,107020000.0,82677000.0,72689000.0,36831000.0,42063000.0,63256000.0,4657000.0,84910000.0,67021000.0,32102000.0,8880000.0,31541000.0,12200000.0,28159000.0,9853000.0,29600000.0,18000000.0,11000000.0,11900000.0,9600000.0,6400000.0,6100000.0,3800000.0,2800000.0,5000000.0,5200000.0,-500000.0
,capitalExpenditure,-57346000.0,-58202000.0,-119827000.0,-87221000.0,-44671000.0,-28989000.0,-42458000.0,-32595000.0,-32026000.0,-24317000.0,-10148000.0,-3107000.0,-4199000.0,-8770000.0,-22250000.0,-26092000.0,-27058000.0,-5073000.0,-10538000.0,-8194000.0,-21890000.0,-13400000.0,-18900000.0,-42200000.0,-5800000.0,-1900000.0,-1200000.0,-7900000.0,-1200000.0,-2300000.0,-900000.0,-1100000.0,-1900000.0
,freeCashFlow,174054000.0,211323000.0,36781000.0,67862000.0,158736000.0,66029000.0,64562000.0,50082000.0,40663000.0,12514000.0,31915000.0,60149000.0,458000.0,76140000.0,44771000.0,6010000.0,-18178000.0,26468000.0,1662000.0,19965000.0,-12037000.0,16200000.0,-900000.0,-31200000.0,6100000.0,7700000.0,5200000.0,-1800000.0,2600000.0,500000.0,4100000.0,4100000.0,-2400000.0
