date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY,1989-09-30_FY,1988-09-30_FY
,incomeBeforeTaxRatio,0.21447963800905,0.472541321312588,0.529568436258577,0.535431972472798,0.507969838694283,0.554282384929112,0.538696895219943,0.529266591555341,0.492798754379136,0.503399751670313,0.475340035481963,0.36934262344744,0.450602942803407,0.499446902654867,0.487414520587807,0.458823529411765,0.435901836279389,0.397191574724172,0.366632860040568,0.324738320142967,0.406774668630339,0.37339329909253,0.324546408756935,0.350353495679497,0.327488025545503,0.316062801932367,0.142068273092369,0.0160019438369954,-0.429944761497848,0.0564031947122005,0.177970865145908,0.0,0.0
,incomeTaxExpense,1974000000.0,2959000000.0,3632000000.0,3518000000.0,3184000000.0,3348000000.0,3115000000.0,2975000000.0,2826000000.0,1455000000.0,1626000000.0,2579000000.0,1289299940.0,1630448000.0,1419976000.0,1223976960.0,912528560.0,727942050.0,471498240.0,677485600.0,828882000.0,694150772.0,553416504.0,492490052.0,422064048.0,370783056.0,-92824692.0,32358144.0,-411617448.0,-220191258.0,235943301.0,0.0,0.0
,netIncome,2290000000.0,6784000000.0,8095000000.0,7990000000.0,7445000000.0,8012000000.0,7561000000.0,6816000000.0,5970000000.0,6991000000.0,6346000000.0,3446000000.0,3864104040.0,3453442000.0,3067684000.0,2822238720.0,2578168040.0,2183826150.0,2191730100.0,1902639200.0,1714864760.0,1456352536.0,1273077368.0,1289789280.0,1134992978.0,1014426448.0,704629940.0,39358704.0,-1555433640.0,476705306.0,684926316.0,789579763.0,725052627.0
,netIncomeRatio,0.115133232780292,0.328825553778295,0.365429758035392,0.371524225797452,0.355302090293023,0.389007574286269,0.379244620554747,0.365684854337679,0.331980203525552,0.413350676994028,0.375280898876404,0.20878521660103,0.33786923332227,0.339269911504425,0.333187836461516,0.320029784065525,0.321949545220525,0.297893681043129,0.301724137931034,0.239468981363288,0.274226804123711,0.252867445511882,0.226210826210826,0.253541728742856,0.238717402873869,0.231461352657005,0.163623242971888,0.0087819778541428,-0.339976195562609,0.104819608923162,0.132371539650569,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.663768115942029,1.965,2.375,2.38,2.246,2.545669,2.420521,2.189097,1.94476,2.314245,2.127516,1.244527,2.042052,1.849775,1.660161,1.442361,1.277445,1.142868,1.175978,1.022087,0.881821,0.764203,0.660481,0.69528,0.557941,0.494189,3.575151,0.009271,-0.879243,0.393117,0.637927,0.776704,0.830687
,EPSDiluted,0.663768115942029,1.895,2.301,2.293,2.178,2.476142,2.370859,2.140428,1.892118,2.22088,2.056996,1.223669,1.983566,1.833938,1.645267,1.427419,1.262614,1.139901,1.172001,1.013138,0.870844,0.755069,0.640365,0.673382,0.557941,0.494189,3.575151,0.009271,-0.879243,0.393117,0.637927,0.776704,0.830687
,weightedAverageShsOut,3450000000.0,3450000000.0,3406000000.0,3355000000.0,3313000000.0,3145268192.0,3119091184.0,3108016296.0,3063716744.0,3017403576.0,2980151680.0,2776776464.0,1892265637.0,1866952768.0,1847823469.0,1956680158.0,2018222625.0,1910830070.0,1863751579.0,1861522837.0,1944685162.0,1905715063.0,1927500696.0,1855063559.0,2034251029.0,2052710140.0,1833080223.0,1661233200.0,1769060114.0,1212630142.0,1073675248.0,1016578012.0,872834987.0
,weightedAverageShsOutDil,3450000000.0,3729000000.0,3641000000.0,3595000000.0,3520000000.0,3309377896.0,3259037496.0,3260044304.0,3228833256.0,3204669864.0,3141240960.0,2816120429.0,1948059400.0,1883074199.0,1864551235.0,1977162244.0,2041928713.0,1915802970.0,1870075889.0,1877965992.0,1969198000.0,1928768068.0,1988050457.0,1915390829.0,2034251029.0,2052710140.0,1833080223.0,1661233200.0,1769060114.0,1212630142.0,1073675248.0,1016578012.0,872834987.0
