date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,otherFinancingActivites,-4000.0,-836000.0,-1023000.0,-14000.0,-192000.0,-21000.0,-17000.0,-9000.0,-8000.0,0.0,0.0,-240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0
,netCashUsedProvidedByFinancingActivities,15660000.0,19503000.0,17482000.0,12624000.0,23077000.0,15204000.0,24786000.0,10981000.0,11840000.0,1111000.0,517000.0,10119000.0,1001000.0,1254000.0,2142000.0,38736000.0,245000.0,57304000.0,4923000.0,131000.0,110446000.0,19314000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-13612000.0,3280000.0,2269000.0,23971000.0,1821000.0,903000.0,-5156000.0,-3359000.0,2299000.0,-1541000.0,2150000.0,-21158000.0,-8144000.0,-3965000.0,-23988000.0,45510000.0,-1171000.0,7114000.0,1493000.0,-34106000.0,42839000.0,-4112000.0
,cashAtEndOfPeriod,21462000.0,35074000.0,31794000.0,29375000.0,5404000.0,3583000.0,2680000.0,7836000.0,11195000.0,8896000.0,10437000.0,8287000.0,29445000.0,37589000.0,41554000.0,65542000.0,20032000.0,21203000.0,14089000.0,12596000.0,46702000.0,3863000.0
,cashAtBeginningOfPeriod,35074000.0,31794000.0,29525000.0,5404000.0,3583000.0,2680000.0,7836000.0,11195000.0,8896000.0,10437000.0,8287000.0,29445000.0,37589000.0,41554000.0,65542000.0,20032000.0,21203000.0,14089000.0,12596000.0,46702000.0,3863000.0,7975000.0
,operatingCashFlow,-38704000.0,11101000.0,-19750000.0,-1343000.0,-27293000.0,-20555000.0,-14209000.0,-15448000.0,-13448000.0,-17386000.0,7763000.0,-20894000.0,-9434000.0,-18295000.0,-9479000.0,-7211000.0,-22208000.0,-19246000.0,-31307000.0,-22428000.0,-14887000.0,-7271000.0
,capitalExpenditure,-208000.0,-155000.0,-93000.0,-69000.0,-147000.0,-225000.0,-204000.0,-69000.0,-290000.0,-2467000.0,-256000.0,-294000.0,-922000.0,-2645000.0,-2220000.0,-2397000.0,-1138000.0,-961000.0,-1413000.0,-7358000.0,-3801000.0,-1016000.0
,freeCashFlow,-38912000.0,10946000.0,-19843000.0,-1412000.0,-27440000.0,-20780000.0,-14413000.0,-15517000.0,-13738000.0,-19853000.0,7507000.0,-21188000.0,-10356000.0,-20940000.0,-11699000.0,-9608000.0,-23346000.0,-20207000.0,-32720000.0,-29786000.0,-18688000.0,-8287000.0
