date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1992-08-31_FY,1991-08-31_FY,1990-08-31_FY,1989-08-31_FY,1988-08-31_FY,1987-08-31_FY,1986-08-31_FY,1985-08-31_FY
,operatingIncome,222934000.0,200210000.0,198788000.0,214281000.0,200850000.0,119970000.0,97441000.0,78298000.0,58132000.0,48548000.0,45428000.0,9459000.0,19898000.0,65959000.0,55295000.0,57729000.0,43996000.0,34277000.0,29213000.0,19105000.0,14432000.0,32000000.0,28900000.0,21800000.0,22400000.0,12800000.0,9200000.0,7900000.0,1000000.0,5500000.0,3700000.0,4700000.0,3300000.0,1900000.0,4300000.0,4000000.0,1300000.0
,operatingIncomeRatio,0.0797284567511371,0.0844240015315318,0.080292203713779,0.0997690627953645,0.119632044352903,0.0855055998791219,0.0818294196586781,0.0770971350248529,0.0645106161977888,0.0712719072883849,0.0793148903108659,0.0237759495675386,0.0389770149616263,0.0986487193868013,0.0758263488162889,0.0862725230778887,0.0828752802004257,0.0970700846180858,0.089767108849495,0.0708986933561931,0.0501520337775615,0.098613251155624,0.0874168179068361,0.104606525911708,0.133174791914388,0.127872127872128,0.110843373493976,0.0603975535168196,0.0269541778975741,0.0501824817518248,0.0399568034557235,0.0509761388286334,0.0268510984540277,0.0192307692307692,0.0488636363636364,0.0550964187327824,0.024390243902439
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,-3716000.0,-1954000.0,0.0,0.0,0.0,0.0,-45040000.0,-7479000.0,707000.0,638000.0,131000.0,428000.0,0.0,0.0,0.0,-6897000.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1800000.0,600000.0,0.0,0.0,1600000.0
,incomeBeforeTax,209481000.0,191414000.0,192352000.0,212844000.0,199172000.0,114369000.0,95057000.0,77947000.0,57802000.0,48256000.0,45210000.0,-36370000.0,19021000.0,63344000.0,50694000.0,54063000.0,40857000.0,31243000.0,25647000.0,14795000.0,3576000.0,28600000.0,25000000.0,19300000.0,22000000.0,12900000.0,9200000.0,7500000.0,600000.0,4200000.0,1500000.0,2100000.0,-1400000.0,0.0,3000000.0,3200000.0,2000000.0
,incomeBeforeTaxRatio,0.0749172259443824,0.0807149284708887,0.0776926472863192,0.0990999967408056,0.118632579227565,0.081513628011797,0.0798273739441812,0.0767515183501776,0.0641444064794706,0.0708432305781557,0.0789342738169025,-0.09141889055623,0.0372591115481503,0.0947377079828005,0.0695169712793734,0.0807939062717161,0.0769623448301844,0.0884780072270868,0.078809332853969,0.0549042747032126,0.0124268065956597,0.088135593220339,0.0756200846944949,0.0926103646833013,0.130796670630202,0.128871128871129,0.110843373493976,0.0573394495412844,0.0161725067385445,0.0383211678832117,0.0161987041036717,0.0227765726681128,-0.0113913751017087,0.0,0.0340909090909091,0.0440771349862259,0.0375234521575985
,incomeTaxExpense,51041000.0,44905000.0,43801000.0,79960000.0,69501000.0,40024000.0,32791000.0,27828000.0,20462000.0,18197000.0,17176000.0,-12317000.0,7343000.0,23577000.0,19671000.0,20461000.0,15749000.0,11868000.0,9883000.0,5861000.0,2029000.0,11400000.0,9800000.0,7300000.0,8600000.0,5100000.0,3600000.0,1900000.0,400000.0,400000.0,-200000.0,1300000.0,-100000.0,700000.0,1700000.0,1800000.0,1100000.0
,netIncome,158440000.0,146509000.0,148551000.0,132884000.0,129671000.0,74345000.0,62266000.0,50119000.0,37340000.0,30059000.0,28034000.0,-24053000.0,11678000.0,39767000.0,31023000.0,33602000.0,25108000.0,19423000.0,-14598000.0,8934000.0,1547000.0,17200000.0,15200000.0,12000000.0,13400000.0,7800000.0,5500000.0,5600000.0,1600000.0,3800000.0,1700000.0,-13400000.0,-1300000.0,0.0,1500000.0,-1300000.0,800000.0
,netIncomeRatio,0.0566633025364016,0.0617795117146156,0.0600010420844597,0.0618706844773882,0.0772357820427447,0.0529875287406295,0.052290007742811,0.0493503194246418,0.0414371844909075,0.0441287439478776,0.0489458843659156,-0.0604591304522684,0.0228753432868566,0.0594757898672649,0.0425420168067227,0.0502161707367738,0.0472959481605666,0.0550045877275456,-0.0448574352166819,0.0331540919363637,0.00537591437457648,0.0530046224961479,0.0459770114942529,0.0575815738963532,0.079667063020214,0.0779220779220779,0.0662650602409639,0.0428134556574924,0.0431266846361186,0.0346715328467153,0.0183585313174946,-0.145336225596529,-0.0105777054515867,0.0,0.0170454545454545,-0.0179063360881543,0.0150093808630394
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,6.33810704856389,5.86,5.9,5.31,5.26,3.06,2.6,2.15,1.66,1.35,1.27,-1.1,0.54,1.82,1.43,1.6,1.22,0.96,-0.744999995151733,0.46,0.075,0.755,0.68,0.61,0.625,0.395,0.315,0.3,0.085,0.2,0.095,-0.72,-0.07,0.0,0.075,-0.075,0.05
,EPSDiluted,6.33810704856389,5.84,5.83,5.24,5.2,3.02,2.56,2.11,1.64,1.34,1.26,-1.1,0.53,1.8,1.42,1.56,1.185,0.94,-0.73000001000137,0.46,0.075,0.755,0.67,0.595,0.578039220219915,0.395,0.305,0.285,0.085,0.2,0.095,-0.72,-0.07,0.0,0.075,-0.075,0.05
,weightedAverageShsOut,25134000.0,24998000.0,25178000.0,25020000.0,24631000.0,24295000.0,23911000.0,23321000.0,22558000.0,22267000.0,22123000.0,21807000.0,21808073.0,21850000.0,21694406.0,21001250.0,20580328.0,20232292.0,19594631.0,19421739.0,20626667.0,22781457.0,22352941.0,19672131.0,21440000.0,19746835.0,17460317.0,18666667.0,18823529.0,19000000.0,17894737.0,18611111.0,18571429.0,18768000.0,20000000.0,17333333.0,16000000.0
,weightedAverageShsOutDil,25255000.0,25093000.0,25463000.0,25375000.0,24933000.0,24650000.0,24334000.0,23753000.0,22828000.0,22444000.0,22266000.0,21807000.0,21917121.0,22092778.0,21847183.0,21539744.0,21188186.0,20662766.0,19997260.0,19421739.0,20626667.0,22781457.0,22686567.0,20168067.0,23181818.0,19746835.0,18032787.0,19649123.0,18823529.0,19000000.0,17894737.0,18611111.0,18571429.0,18768000.0,20000000.0,17333333.0,16000000.0
