date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY
,operatingExpenses,280612000.0,295043000.0,233899000.0,220737000.0,172159000.0,96925000.0,74561000.0,54457000.0,23831000.0,11708000.0,11235000.0,11503000.0,23814000.0,24045000.0,18864000.0,13864000.0,14720000.0,11460000.0,10194000.0,10650200.0,7059488.0,11300000.0,11800000.0,12300000.0,16300000.0,14900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,316801000.0,356662000.0,261411000.0,225325000.0,172194000.0,96925000.0,74561000.0,54457000.0,23831000.0,11708000.0,11235000.0,11503000.0,23814000.0,24045000.0,18864000.0,13864000.0,14720000.0,11460000.0,10639000.0,11090470.0,7672689.0,17700000.0,17500000.0,18300000.0,25700000.0,24700000.0,24900000.0,30300000.0,13700000.0,6800000.0,7100000.0,8100000.0,8400000.0,5800000.0
,interestExpense,1901000.0,1472000.0,2672000.0,3937000.0,2664000.0,958000.0,887000.0,826000.0,599000.0,373000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2847000.0,2044000.0,1513000.0,1531000.0,1099000.0,734000.0,578000.0,333000.0,197000.0,179000.0,227000.0,356000.0,412000.0,289000.0,-244000.0,446000.0,314000.0,460000.0,482000.0,406062.0,-116762.0,500000.0,1400000.0,1200000.0,1400000.0,1200000.0,1100000.0,1200000.0,1100000.0,800000.0,800000.0,700000.0,900000.0,900000.0
,EBITDA,-225316000.0,-208650000.0,-182424000.0,-193027000.0,-169816000.0,-96191000.0,-73983000.0,-54124000.0,-23634000.0,-10883000.0,-9707000.0,-9886000.0,-23033000.0,-23344000.0,-19108000.0,-8027000.0,-9002000.0,-6152000.0,-4342000.0,-6297146.0,-4423592.0,3200000.0,3900000.0,900000.0,-5600000.0,-7400000.0,-7900000.0,-9200000.0,-5300000.0,-3200000.0,-3900000.0,-4600000.0,-5000000.0,-3200000.0
,EBITDARatio,-2.54197973780997,-1.42942288720816,-2.35464801094561,-6.27383235284558,-132.772478498827,0.0,0.0,0.0,0.0,-16.8467492260062,-7.46118370484243,-7.83980967486122,-62.420054200542,-56.6601941747573,0.0,-1.48896308662586,-1.66580310880829,-1.26897689768977,-0.746689595872743,-1.43532481078176,-1.31425350853972,0.156862745098039,0.195,0.0491803278688525,-0.299465240641711,-0.459627329192547,-0.49685534591195,-0.462311557788945,-0.726027397260274,-1.14285714285714,-1.625,-1.64285714285714,-2.0,-1.88235294117647
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-228163000.0,-210694000.0,-183937000.0,-194558000.0,-170915000.0,-96925000.0,-74561000.0,-54457000.0,-23831000.0,-11062000.0,-9934000.0,-10242000.0,-23445000.0,-23633000.0,-18864000.0,-8473000.0,-9316000.0,-6612000.0,-4824000.0,-6703208.0,-4306830.0,2700000.0,2500000.0,0.0,-7000000.0,-8600000.0,-9000000.0,-10400000.0,-6400000.0,-4000000.0,-4700000.0,-5300000.0,-5900000.0,-4100000.0
,operatingIncomeRatio,-2.5740991448363,-1.443425956374,-2.37417714329969,-6.32359346052589,-133.631743549648,0.0,0.0,0.0,0.0,-17.1238390092879,-7.63566487317448,-8.12212529738303,-63.5365853658537,-57.3616504854369,0.0,-1.57169356334632,-1.7239082161362,-1.36386138613861,-0.829578675838349,-1.52787957500601,-1.27956340417112,0.132352941176471,0.125,0.0,-0.374331550802139,-0.53416149068323,-0.566037735849057,-0.522613065326633,-0.876712328767123,-1.42857142857143,-1.95833333333333,-1.89285714285714,-2.36,-2.41176470588235
,totalOtherIncomeExpensesNet,-847000.0,158000.0,1804000.0,-38000.0,436000.0,292000.0,-919000.0,0.0,0.0,0.0,2740000.0,-5000.0,-67000.0,2507000.0,23375000.0,3000.0,22000.0,153000.0,68000.0,85845.0,26224.0,0.0,200000.0,300000.0,-1100000.0,-200000.0,-300000.0,900000.0,800000.0,400000.0,1000000.0,900000.0,1100000.0,500000.0
,incomeBeforeTax,-227278000.0,-204749000.0,-178840000.0,-197484000.0,-173143000.0,-97591000.0,-76367000.0,-55283000.0,-24430000.0,-11435000.0,-7196000.0,-10150000.0,-23125000.0,-19800000.0,5517000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5800000.0,-4000000.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,-2.56411471377964,-1.40269785158391,-2.30838732994295,-6.41869535541327,-135.373729476153,0.0,0.0,0.0,0.0,-17.7012383900929,-5.53112990007686,-8.04916732751784,-62.6693766937669,-48.0582524271845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.794520547945205,-1.42857142857143,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122000.0,0.0,41000.0,119000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000.0,300000.0,0.0,0.0,0.0,0.0
,netIncome,-227278000.0,-204749000.0,-178840000.0,-197484000.0,-173143000.0,-97591000.0,-76367000.0,-55283000.0,-23348000.0,-11814000.0,-7346000.0,-10028000.0,-23125000.0,-20163000.0,5266000.0,-8210000.0,-9221000.0,-4363000.0,-3778000.0,-2513599.0,8552355.0,2400000.0,1900000.0,-700000.0,-9400000.0,-9400000.0,-9800000.0,-9900000.0,-5600000.0,-4300000.0,-3900000.0,-4500000.0,-5000000.0,-3800000.0
,netIncomeRatio,-2.56411471377964,-1.40269785158391,-2.30838732994295,-6.41869535541327,-135.373729476153,0.0,0.0,0.0,0.0,-18.2879256965944,-5.64642582628747,-7.95241871530531,-62.6693766937669,-48.9393203883495,0.0,-1.52290855128919,-1.70632864544782,-0.899958745874587,-0.649699054170249,-0.572931135637671,2.54091303289888,0.117647058823529,0.095,-0.0382513661202186,-0.502673796791444,-0.583850931677019,-0.616352201257862,-0.49748743718593,-0.767123287671233,-1.53571428571429,-1.625,-1.60714285714286,-2.0,-2.23529411764706
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.5,-2.5,-2.44,-3.65,-4.56,-2.95,-2.87,-3.42,-2.0,-2.0,-3.8,-6.2,-15.0,-20.8,16.6764310030876,-26.4,-32.0,-16.8,-15.2,-9.6,33.9054911770886,9.56228634266453,8.0,-3.2,-41.6,-45.6,-208.0,-233.6,-144.0,-140.8,-131.2,-153.6,-179.2,-169.6
,EPSDiluted,-2.5,-2.5,-2.44,-3.65,-4.56,-2.95,-2.87,-3.420343,-2.0,-2.0,-3.8,-6.2,-15.0,-20.8,16.5636549500668,-26.4,-32.0,-16.8,-15.2,-9.6,33.8488619227983,9.48039533248537,7.2,-3.2,-41.6,-45.6,-208.0,-233.6,-144.0,-140.8,-131.2,-153.6,-179.2,-169.6
,weightedAverageShsOut,90774000.0,81779000.0,73193000.0,54040000.0,37925000.0,33081000.0,26569000.0,16163000.0,12222900.0,6013150.0,1983550.0,1631250.0,1540550.0,967900.0,315775.0,313975.0,286362.0,256912.0,255112.0,253451.0,252241.0,250986.0,248176.0,234736.0,224839.0,205743.0,200537.0,170587.0,162325.0,124987.0,121337.0,118850.0,113650.0,108325.0
,weightedAverageShsOutDil,90774000.0,81779000.0,73193000.0,54040000.0,37925000.0,33081000.0,26569000.0,16163000.0,12222900.0,6013150.0,1983550.0,1631250.0,1540550.0,967900.0,317925.0,313975.0,286362.0,256912.0,255112.0,253451.0,252663.0,253154.0,254760.0,234736.0,224839.0,205743.0,200537.0,170587.0,162325.0,124987.0,121337.0,118850.0,113650.0,108325.0
