date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY
,incomeBeforeTaxRatio,-2.04964539007092,-1.27046263345196,-1.86163522012579,-1.6320987654321,-1.17301038062284,0.338407494145199,0.507521773555028,0.362369337979094,0.669740150880134,1.41440303221731,-0.106543089154373,0.411940537998884,4.35136113228648,10.8499331101312,0.41783039654074,0.441619173512621,0.564701819479415,0.614504278268834,0.688658924932988,0.6933918681284,0.676017112801124,0.40219261090333,0.619639383165804,0.733306115458835,0.748125241734291,0.746459493490141,0.749476720905682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,2000000.0,0.0,944000000.0,-1000000.0,109000000.0,72000000.0,166000000.0,364000000.0,-920000000.0,-147757000.0,582821000.0,-1054696000.0,-1143744000.0,320080000.0,303869000.0,317185000.0,335055000.0,205763000.0,207826000.0,186220000.0,67353000.0,132310000.0,105393000.0,85967000.0,73611000.0,69213000.0,77900000.0,55600000.0,45000000.0,38700000.0,32800000.0,26200000.0,33100000.0
,netIncome,-578000000.0,-359000000.0,-296000000.0,-1605000000.0,-338000000.0,180000000.0,569000000.0,250000000.0,1234000000.0,-1319000000.0,52529000.0,634060000.0,-2672693000.0,-1921948000.0,819288000.0,710986000.0,815304000.0,813585000.0,579087000.0,570091000.0,528637000.0,320530000.0,432728000.0,374176000.0,322163000.0,271419000.0,260209000.0,259000000.0,188700000.0,144700000.0,126600000.0,102300000.0,92000000.0,73800000.0
,netIncomeRatio,-2.04964539007092,-1.27758007117438,-1.86163522012579,-3.96296296296296,-1.16955017301038,0.210772833723653,0.450514647664291,0.217770034843206,0.517183570829841,0.833228048010107,0.0587705499452897,0.214643023864759,3.12010698071335,6.80205553628687,0.302068831260766,0.309056221085178,0.407468231827446,0.435255139325941,0.503157949613565,0.499752793347511,0.499914889914833,0.332354853326504,0.474543855454982,0.572150303830992,0.590542896265514,0.587204849617716,0.592008390666521,0.603729603729604,0.57548032936871,0.537918215613383,0.566189624329159,0.595806639487478,0.610484406104844,0.545051698670606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-9.78,-4.43,-3.33,-13.5,-2.54,1.09798732944582,2.94,1.3,6.36,-6.69,0.259503152514487,2.99,-9.77948,-15.17,6.17,5.3,5.75,5.67,3.95,3.85,3.58,2.146667,2.913333,2.84,2.47733569610024,2.143333,2.06093358377008,2.06,1.56,1.26,1.12,0.93,0.82,0.66
,EPSDiluted,-9.78,-4.43,-3.33,-13.5,-2.54,1.09177067662633,2.76,1.29,6.33,-6.69,0.258736610150153,2.99,-9.77948,-15.17,5.99,5.18,5.63,5.61,3.92,3.82,3.553333,2.126667,2.88,2.813333,2.47611778352814,2.143333,2.06092973149874,2.03,1.54,1.25,1.11,0.91,0.82,0.66
,weightedAverageShsOut,59071843.0,81014285.0,89013711.0,118930282.0,133001088.0,163936318.0,188171503.0,189071011.0,193842435.0,197019968.0,202421433.0,208156622.0,217089104.0,126670332.0,132794334.0,134098392.0,141861225.0,143449007.0,146634204.0,148190890.0,147714663.0,149386305.0,148467961.0,131868922.0,130044144.0,126720033.0,126257829.0,125728155.0,120961538.0,114841270.0,113035714.0,110000000.0,112195122.0,111818182.0
,weightedAverageShsOutDil,59071843.0,81014285.0,89013711.0,118930282.0,133001088.0,164869788.0,190898627.0,190312913.0,194904830.0,197019968.0,203021134.0,208156622.0,217089104.0,126670332.0,136694798.0,137220731.0,144799513.0,144980396.0,147574079.0,149282657.0,148668943.0,150603508.0,150244521.0,133121082.0,130108108.0,126720033.0,126258065.0,127586207.0,122532468.0,115760000.0,114054054.0,112417582.0,112195122.0,111818182.0
