date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2013-03-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY
,operatingExpenses,0.0,177000000.0,152000000.0,137000000.0,130000000.0,119000000.0,120000000.0,126000000.0,126000000.0,135000000.0,131000000.0,137000000.0,150000000.0,152000000.0,147000000.0,136000000.0,113000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,42492000.0,64249000.0,44117000.0,30055000.0,22992000.0,21768000.0,21612000.0,24563000.0,0.0,30365000.0,36391000.0,46063000.0,63738000.0,75149000.0,76490000.0,69660000.0,55037000.0,42412000.0,37446000.0,43057000.0,48160000.0,47231000.0,37400000.0,32700000.0,29500000.0,19700000.0,17000000.0,13600000.0,14200000.0,16800000.0,23600000.0,26300000.0,25300000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,914000.0,943000.0,979000.0,1035000.0,1284000.0,904000.0,644000.0,680000.0,0.0,728000.0,951000.0,1091000.0,1209000.0,1281000.0,4965000.0,5840000.0,6539000.0,6661000.0,8291000.0,5865000.0,3525000.0,3159000.0,3400000.0,3500000.0,2900000.0,1300000.0,800000.0,500000.0,800000.0,1000000.0,1500000.0,1500000.0,1300000.0,0.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,89160000.0,88179000.0,86692000.0,77640000.0,68854000.0,64343000.0,59823000.0,52680000.0,0.0,50872000.0,42646000.0,34353000.0,22442000.0,29491000.0,34647000.0,37122000.0,34009000.0,30363000.0,27442000.0,24150000.0,18649000.0,18882000.0,15400000.0,13900000.0,12700000.0,12700000.0,11700000.0,9300000.0,6800000.0,4800000.0,3600000.0,200000.0,8900000.0,0.0
,incomeBeforeTaxRatio,0.392972682316229,0.439808672578731,0.445937326392461,0.421178257567538,0.391302618193804,0.395676905574517,0.394920815151735,0.362585174478629,0.0,0.345783402777306,0.308753791910109,0.271741365944723,0.20173128264133,0.278130393368102,0.328553952945862,0.358123426300202,0.371269186262309,0.373257443512896,0.363306590409617,0.357565886881848,0.306464865575495,0.327926363320597,0.301960784313725,0.326291079812207,0.32987012987013,0.369186046511628,0.36,0.31,0.250922509225092,0.192771084337349,0.151898734177215,0.00900900900900901,0.397321428571429,0.0
,incomeTaxExpense,19331000.0,19061000.0,18260000.0,31715000.0,22373000.0,20878000.0,18999000.0,16527000.0,0.0,15798000.0,12922000.0,10302000.0,6346000.0,7319000.0,10847000.0,12091000.0,10985000.0,9534000.0,8519000.0,7393000.0,5541000.0,5673000.0,4800000.0,3900000.0,3600000.0,4300000.0,4000000.0,3000000.0,2300000.0,1600000.0,1100000.0,-300000.0,3000000.0,0.0
,netIncome,69829000.0,69118000.0,68432000.0,45925000.0,46481000.0,43465000.0,40824000.0,36153000.0,0.0,35074000.0,29724000.0,24051000.0,16096000.0,22172000.0,23800000.0,25031000.0,23024000.0,20829000.0,18923000.0,16757000.0,13108000.0,13209000.0,10600000.0,10000000.0,9100000.0,8400000.0,7700000.0,6300000.0,4800000.0,3200000.0,2500000.0,500000.0,5900000.0,5900000.0
,netIncomeRatio,0.307771303650291,0.34473849591509,0.352009217917327,0.249132038624281,0.264155125283443,0.267287765581281,0.269499145107307,0.248833367747264,0.0,0.238402403463815,0.215199496101301,0.190249806198484,0.144687047740613,0.209104712683787,0.225692962741695,0.241479108984439,0.251348223837907,0.256054384972832,0.250522943310297,0.248104826769322,0.215407874843884,0.229402570336923,0.207843137254902,0.234741784037559,0.236363636363636,0.244186046511628,0.236923076923077,0.21,0.177121771217712,0.1285140562249,0.105485232067511,0.0225225225225225,0.263392857142857,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,4.03,3.98,3.95,2.66,2.72,2.57,2.44,2.18,0.0,2.14414965154664,1.82871908453304,1.49256232197047,1.01,1.61,1.78,1.86,1.73,1.57,1.44,1.32,1.09,1.1,0.97,1.01,0.92,0.835556,0.782222,0.649872114451763,0.106667,0.06716,0.053333,0.009877,0.124444,0.124444
,EPSDiluted,4.0,3.96,3.93,2.64,2.7,2.54,2.41,2.16,0.0,2.13852813852814,1.82536124638447,1.48917990155104,1.0,1.59,1.75,1.82,1.69,1.54,1.41,1.3,1.07,1.09,0.96,0.97,0.886667,0.831111,0.776296,0.649778276055722,0.106667,0.06716,0.053333,0.009877,0.124444,0.124444
,weightedAverageShsOut,17282000.0,17331000.0,17272000.0,17207000.0,17081000.0,16879000.0,16689000.0,16506000.0,16428000.0,16358000.0,16254000.0,16113900.0,15994900.0,13981900.0,13355500.0,13424100.0,13315200.0,13227800.0,13114100.0,12737300.0,12025688.0,12008182.0,10927835.0,9900990.0,9891304.0,10086387.0,9821928.0,9694215.0,9451000.0,9357000.0,9285000.0,9190000.0,9190000.0,9186000.0
,weightedAverageShsOutDil,17402000.0,17414000.0,17391000.0,17338000.0,17208000.0,17067000.0,16872000.0,16664000.0,16558000.0,16401000.0,16283900.0,16150500.0,16040900.0,14146300.0,13604100.0,13723200.0,13626700.0,13542700.0,13393600.0,12932400.0,12250467.0,12118349.0,11041667.0,10309278.0,10263158.0,10143976.0,9917943.0,9695615.0,9451000.0,9357000.0,9285000.0,9190000.0,9190000.0,9186000.0
