date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-10-12_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,otherInvestingActivites,0.0,-163000.0,-68000.0,-243000.0,-800000.0,-1600000.0,-600000.0,-425000.0,-225000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499000.0,0.0,0.0,0.0,0.0,0.0,-2700000.0,1900000.0,-6700000.0,1800000.0,1700000.0,3300000.0,-5200000.0,-5700000.0,1000000.0
,netCashUsedForInvestingActivites,-26773000.0,-27113000.0,-217640000.0,-132319000.0,-160888000.0,-77254000.0,-69589000.0,-312436000.0,-48705000.0,-16830000.0,-16830000.0,-264217000.0,12544000.0,-33190000.0,4733000.0,-181831000.0,-8029000.0,42109000.0,-62367000.0,-49654000.0,-30576000.0,-29072000.0,-29229000.0,-29200000.0,-211100000.0,-36200000.0,-28600000.0,-58000000.0,-136500000.0,-85800000.0,-51500000.0,-40900000.0,108300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-294722000.0,-66515000.0,-9771000.0,-5314000.0,-27523000.0,-30720000.0,0.0,-232131000.0,-141056000.0,-798000.0,-22548000.0,-58733000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7551000.0,7498000.0,1414000.0,917000.0,541000.0,10491000.0,2960000.0,0.0,0.0,1100000.0,3300000.0,1600000.0,2600000.0,2400000.0,2400000.0,2100000.0,1900000.0,1700000.0,1500000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,-12180000.0,0.0,-5675000.0,-48033000.0,-48033000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-382000.0,0.0,-4300000.0,-11300000.0,-19100000.0,-19100000.0,0.0,-4300000.0,-19700000.0,-17300000.0,-33800000.0,-25500000.0
,dividendsPaid,0.0,-22936000.0,-22760000.0,-22480000.0,-21589000.0,-20443000.0,-18696000.0,-16965000.0,-15608000.0,-16611000.0,-16611000.0,-16746000.0,-16596000.0,-16469000.0,-16350000.0,-16023000.0,-15839000.0,-15782000.0,-26879000.0,-30307000.0,-29876000.0,-29624000.0,-29510000.0,-29400000.0,-29600000.0,-30000000.0,-30800000.0,0.0,-30800000.0,-29900000.0,-27100000.0,-25800000.0,-23900000.0
,otherFinancingActivites,0.0,-3760000.0,-2151000.0,4403000.0,4456000.0,-2923000.0,-1877000.0,-2090000.0,-4748000.0,-1672000.0,0.0,3975000.0,0.0,1165000.0,0.0,792000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,-100000.0,100000.0,0.0,-100000.0,0.0,100000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-100306000.0,-72774000.0,-91426000.0,81588000.0,-3019000.0,-48016000.0,-50881000.0,163175000.0,-5489000.0,-180140000.0,-180140000.0,59681000.0,-75329000.0,-12879000.0,-99371000.0,173388000.0,-15158000.0,-59753000.0,-2462000.0,-84605000.0,-48710000.0,-40142000.0,-26682000.0,-86800000.0,161000000.0,-47400000.0,-71400000.0,-4400000.0,107200000.0,-37300000.0,-42500000.0,-59000000.0,-179500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,5163000.0,-269000.0,-5564000.0,7244000.0,-2063000.0,-3006000.0,-2152000.0,829000.0,750000.0,-848000.0,0.0,-3101000.0,2103000.0,-4955000.0,2154000.0,1413000.0,-2190000.0,2445000.0,1484000.0,490000.0,336000.0,323000.0,-619000.0,-400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,-16484000.0,26466000.0,60775000.0,-49860000.0,5467000.0,-23045000.0,25203000.0,59402000.0,-57511000.0,-57511000.0,-39632000.0,103186000.0,2401000.0,7848000.0,-35457000.0,17491000.0,24385000.0,-16653000.0,-59427000.0,-15051000.0,34517000.0,25128000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,0.0,126201000.0,142685000.0,116219000.0,55444000.0,105304000.0,99837000.0,122882000.0,97679000.0,38277000.0,38277000.0,95788000.0,135420000.0,32234000.0,29833000.0,21985000.0,57442000.0,39951000.0,15566000.0,36074000.0,95501000.0,110552000.0,76035000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,0.0,142685000.0,116219000.0,55444000.0,105304000.0,99837000.0,122882000.0,97679000.0,38277000.0,95788000.0,95788000.0,135420000.0,32234000.0,29833000.0,21985000.0,57442000.0,39951000.0,15566000.0,32219000.0,95501000.0,110552000.0,76035000.0,50907000.0,66900000.0,31800000.0,18900000.0,3100000.0,19200000.0,3100000.0,44800000.0,28500000.0,2800000.0,4700000.0
,operatingCashFlow,0.0,102835000.0,-5952000.0,104262000.0,116110000.0,133743000.0,99577000.0,173635000.0,112846000.0,140307000.0,0.0,168005000.0,163868000.0,53425000.0,100332000.0,-28427000.0,42868000.0,39584000.0,46752000.0,74342000.0,63899000.0,103408000.0,81658000.0,100400000.0,85200000.0,96600000.0,115800000.0,46300000.0,45400000.0,81500000.0,110200000.0,125700000.0,69300000.0
,capitalExpenditure,-28136000.0,-27765000.0,-42129000.0,-132304000.0,-160158000.0,-99889000.0,-66046000.0,-103047000.0,-58752000.0,-64491000.0,0.0,-36491000.0,-26257000.0,-52469000.0,-28960000.0,-44460000.0,-31024000.0,-18587000.0,-66758000.0,-51152000.0,-47845000.0,-29215000.0,-24160000.0,-188000000.0,-57700000.0,-37500000.0,-25800000.0,-83500000.0,-112800000.0,-90300000.0,-46600000.0,-35400000.0,-56900000.0
,freeCashFlow,0.0,75070000.0,-48081000.0,-28042000.0,-44048000.0,33854000.0,33531000.0,70588000.0,54094000.0,75816000.0,0.0,131514000.0,137611000.0,956000.0,71372000.0,-72887000.0,11844000.0,20997000.0,-20006000.0,23190000.0,16054000.0,74193000.0,57498000.0,-87600000.0,27500000.0,59100000.0,90000000.0,-37200000.0,-67400000.0,-8800000.0,63600000.0,90300000.0,12400000.0
