date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2015-05-31_FY,2014-05-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY,2006-05-31_FY,2005-05-31_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY,2001-05-31_FY,2000-05-31_FY,1999-05-31_FY,1998-05-31_FY,1997-05-31_FY,1996-05-31_FY,1995-05-31_FY,1994-05-31_FY,1993-05-31_FY,1992-05-31_FY,1991-05-31_FY,1990-05-31_FY,1989-05-31_FY,1988-05-31_FY
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,750000.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,3500000.0,1200000.0,0.0
,otherInvestingActivites,2670000.0,934000.0,2137000.0,2802000.0,10059000.0,44825000.0,683000.0,359000.0,758000.0,0.0,-158000.0,-925000.0,1500000.0,-2231000.0,746000.0,133000.0,-791000.0,-150000.0,30000.0,-471000.0,-264000.0,-771000.0,-3400000.0,-200000.0,100000.0,500000.0,100000.0,-3600000.0,1900000.0,-5400000.0,-5900000.0,-4000000.0,-2700000.0,0.0
,netCashUsedForInvestingActivites,-18301000.0,-28101000.0,-25027000.0,-33996000.0,-70840000.0,-287780000.0,-31781000.0,-40609000.0,-42899000.0,-42264000.0,-53942000.0,-7954000.0,-14747000.0,-81057000.0,-15489000.0,7937000.0,-39387000.0,-8711000.0,-2530000.0,-2392000.0,-256000.0,-2605000.0,-21100000.0,-2200000.0,2000000.0,-200000.0,9700000.0,-10900000.0,-1400000.0,-9300000.0,-12800000.0,-8600000.0,-4700000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-297139000.0,-82396000.0,-19690000.0,-193006000.0,-20000000.0,0.0,0.0,0.0,-13600000.0,-235000.0,0.0,-35012000.0,-19428000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,5243000.0,0.0,3804000.0,5270000.0,8275000.0,2997000.0,1797000.0,716000.0,1621000.0,3368000.0,3097000.0,2272000.0,893000.0,374000.0,751000.0,812000.0,180000.0,140000.0,3500000.0,2200000.0,0.0,0.0,0.0,0.0,100000.0,0.0,400000.0,10100000.0,200000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-7593000.0,2142000.0,-21138000.0,-13334000.0,0.0,-868000.0,-1344000.0,0.0,0.0,0.0,0.0,0.0,0.0,-395000.0,-2086000.0,-1994000.0,-1272000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,-300000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400000.0,-700000.0,-600000.0,-500000.0,0.0,0.0
,otherFinancingActivites,-12822000.0,-4154000.0,-3351000.0,-4163000.0,-5555000.0,44825000.0,-741000.0,-1579000.0,1462000.0,734000.0,208000.0,0.0,1570000.0,4214000.0,0.0,-189000.0,-1774000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,100000.0,100000.0,0.0,300000.0,0.0,100000.0,-100000.0,0.0
,netCashUsedProvidedByFinancingActivities,-23461000.0,-36805000.0,-23041000.0,25592000.0,-6006000.0,283720000.0,-10075000.0,-9643000.0,-3863000.0,15335000.0,26098000.0,-33721000.0,-16237000.0,55850000.0,10520000.0,-16502000.0,44277000.0,7252000.0,-4005000.0,-3034000.0,-3689000.0,-2033000.0,17500000.0,200000.0,-6300000.0,-4700000.0,-11000000.0,8600000.0,-2800000.0,2500000.0,6800000.0,8000000.0,-1300000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1409000.0,-43000.0,-2055000.0,2468000.0,-1327000.0,-1587000.0,-3060000.0,-2154000.0,-157000.0,-1324000.0,832000.0,-2144000.0,-1946000.0,2737000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,12411000.0,-6113000.0,-8264000.0,-19664000.0,1391000.0,11614000.0,-1445000.0,455000.0,11724000.0,8399000.0,1468000.0,-22000.0,6032000.0,2265000.0,1757000.0,-1415000.0,1974000.0,1165000.0,31000.0,-145000.0,641000.0,-708000.0,-400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,24586000.0,12175000.0,18288000.0,26552000.0,46216000.0,44825000.0,33211000.0,34656000.0,34201000.0,22477000.0,14078000.0,12610000.0,12632000.0,6600000.0,4335000.0,2578000.0,3993000.0,2019000.0,854000.0,823000.0,968000.0,327000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,12175000.0,18288000.0,26552000.0,46216000.0,44825000.0,33211000.0,34656000.0,34201000.0,22477000.0,14078000.0,12610000.0,12632000.0,6600000.0,4335000.0,2578000.0,3993000.0,2019000.0,854000.0,823000.0,968000.0,327000.0,1035000.0,1400000.0,1700000.0,2000000.0,3200000.0,3700000.0,1700000.0,1900000.0,800000.0,3100000.0,4100000.0,3600000.0,0.0
,operatingCashFlow,52764000.0,58836000.0,41859000.0,-13728000.0,79564000.0,17261000.0,43471000.0,52861000.0,58643000.0,36652000.0,28480000.0,43797000.0,38962000.0,24735000.0,6726000.0,7373000.0,-2916000.0,2624000.0,6566000.0,5281000.0,4586000.0,3930000.0,3200000.0,1700000.0,3900000.0,3800000.0,700000.0,4300000.0,3900000.0,7900000.0,3500000.0,-400000.0,6400000.0,0.0
,capitalExpenditure,-19958000.0,-29035000.0,-27164000.0,-36798000.0,-45812000.0,-25802000.0,-28769000.0,-33016000.0,-26068000.0,-23933000.0,-13158000.0,-7711000.0,-16383000.0,-25612000.0,-16497000.0,-7081000.0,-4748000.0,-3330000.0,-2597000.0,-2043000.0,-1563000.0,-2312000.0,-17900000.0,-2000000.0,-1400000.0,-800000.0,-500000.0,-7600000.0,-1100000.0,-3900000.0,-7300000.0,-5200000.0,-2400000.0,0.0
,freeCashFlow,32806000.0,29801000.0,14695000.0,-50526000.0,33752000.0,-8541000.0,14702000.0,19845000.0,32575000.0,12719000.0,15322000.0,36086000.0,22579000.0,-877000.0,-9771000.0,292000.0,-7664000.0,-706000.0,3969000.0,3238000.0,3023000.0,1618000.0,-14700000.0,-300000.0,2500000.0,3000000.0,200000.0,-3300000.0,2800000.0,4000000.0,-3800000.0,-5600000.0,4000000.0,0.0
