Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Net Income,225700000.0,226000000.0,94000000.0,94000000.0,236200000.0,236000000.0,239300000.0,239000000.0,191100000.0,191000000.0,212600000.0,173800000.0,184100000.0,205100000.0,147221000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
Net Income Com,225700000.0,226000000.0,94000000.0,94000000.0,236200000.0,236000000.0,239300000.0,239000000.0,191100000.0,191000000.0,212600000.0,173800000.0,184100000.0,205100000.0,147221000.0
EPS,2.48,2.48,1.03,1.03,2.51,2.51,2.47,2.47,1.91,1.91,2.06,1.67,1.73,1.85,1.38
EPS Diluted,2.47,2.47,1.02,1.02,2.48,2.48,2.44,2.44,1.89,1.89,2.04,1.66,1.73,1.85,1.38
Weighted Average Shs Out,91016975.0,91000000.0,90805017.0,92000000.0,93711399.0,94000000.0,95973064.0,97000000.0,99880874.0,100000000.0,102940582.0,103290005.0,102979363.0,108192704.0,108196808.0
Weighted Average Shs Out (Dil),,92000000.0,,92000000.0,,95000000.0,,98000000.0,,101000000.0,,,,,
Dividend per Share,1.24,,1.2,,1.16,,1.12,,1.08,,1.04,1.0,0.96,0.92,0.9
Gross Margin,0.1969,0.19682151589242,0.1943,0.19401878398418,0.2164,0.21628371628372,0.2145,0.2144436256448,0.1978,0.19774401473297,0.1956,0.1858,0.171,0.1847,0.1992
EBITDA Margin,0.129,0.12933985330073,0.071,0.071181413741967,0.143,0.14310689310689,0.14,0.14099729796119,0.128,0.13927255985267,0.127,0.118,0.11,0.125,0.124
EBIT Margin,0.0885,0.088508557457213,0.0293,0.029411764705882,0.1027,0.10264735264735,0.1014,0.10144927536232,0.0867,0.086786372007366,0.0844,0.0735,0.0687,0.0819,0.0788
Profit Margin,0.055,0.055256723716381,0.023,0.023232822540781,0.059,0.058941058941059,0.059,0.058707934168509,0.044,0.043968692449355,0.047,0.038,0.035,0.042,0.042
Free Cash Flow margin,0.0786,,0.0507,,0.0601,,0.0841,,0.0168,,0.0552,0.0632,0.0544,0.0532,0.1131
EBITDA,529400000.0,529000000.0,288300000.0,288000000.0,573200000.0,573000000.0,571100000.0,574000000.0,557100000.0,605000000.0,568300000.0,541300000.0,586100000.0,605900000.0,436347000.0
EBIT,361800000.0,362000000,118500000.0,119000000,411100000.0,411000000,413000000.0,413000000,376500000.0,377000000,378000000.0,337000000.0,365800000.0,396200000.0,277073000.0
Consolidated Income,225700000.0,226000000.0,94000000.0,94000000.0,236200000.0,236000000.0,239300000.0,239000000.0,191100000.0,191000000.0,212600000.0,173800000.0,187300000.0,211500000.0,152510000.0
Earnings Before Tax Margin,0.0699,0.069926650366748,0.013,0.013099357390015,0.0876,0.087662337662338,0.0887,0.089412920658315,0.0727,0.083793738489871,0.0692,0.0581,0.0543,0.0667,0.0669
Net Profit Margin,0.0552,0.055256723716381,0.0232,0.023232822540781,0.059,0.058941058941059,0.0588,0.058707934168509,0.044,0.043968692449355,0.0475,0.0379,0.0346,0.0424,0.0419
