date,,2021-01-31_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-04-04_FY,2012-03-27_FY,2012-01-28_FY,2011-03-29_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-02-03_FY,2000-01-29_FY,1999-01-30_FY,1998-01-31_FY,1997-02-01_FY,1996-02-03_FY,1995-01-28_FY,1994-01-31_FY,1993-01-31_FY,1992-01-31_FY,1991-01-31_FY,1990-01-31_FY,1989-01-31_FY,1988-01-31_FY,1987-01-31_FY
,operatingIncome,-79249000.0,37171000.0,28156000.0,10976000.0,42249000.0,95935000.0,88085000.0,81100000.0,95300000.0,0.0,90809000.0,96500000.0,90809000.0,86900000.0,65100000.0,45445000.0,41000000.0,72900000.0,66000000.0,52700000.0,45969000.0,68200000.0,66300000.0,60100000.0,52000000.0,37000000.0,10200000.0,11200000.0,18400000.0,28900000.0,26500000.0,21500000.0,9700000.0,-9100000.0,-15200000.0,-14500000.0,4100000.0,17700000.0
,operatingIncomeRatio,-0.12659469215508,0.0450374696335427,0.0339366297681953,0.0129132298251373,0.0441672268283835,0.0948826564572328,0.0892529642907082,0.0881521739130435,0.100953389830508,0.0,0.0981158862832891,0.103596349973162,0.0981158862832891,0.0938951917882226,0.0736425339366516,0.052983614661229,0.0484404536862004,0.0832286790729535,0.078909612625538,0.066742654508612,0.0615161649049135,0.0911399171455299,0.0939492702281423,0.0898221491555821,0.0859504132231405,0.0680522346882472,0.020527269068223,0.0227873855544252,0.0375510204081633,0.0606887862242755,0.0649669036528561,0.0648958647751283,0.036589966050547,-0.0395136778115502,-0.0617384240454915,-0.0649641577060932,0.0197210197210197,0.0953150242326333
,totalOtherIncomeExpensesNet,-6443000.0,-6036000.0,-4895000.0,-4997000.0,-6865000.0,-3192000.0,-3388000.0,-3200000.0,-3700000.0,0.0,0.0,-3800000.0,0.0,-3900000.0,-3800000.0,-7165000.0,-8200000.0,-6700000.0,-4400000.0,-2000000.0,-3308000.0,-3600000.0,0.0,100000.0,0.0,200000.0,-15200000.0,300000.0,300000.0,400000.0,-11800000.0,-8200000.0,-5400000.0,5900000.0,-4800000.0,-7300000.0,2900000.0,1900000.0
,incomeBeforeTax,-72806000.0,43207000.0,33051000.0,15973000.0,49114000.0,99127000.0,91473000.0,84300000.0,99000000.0,0.0,90809000.0,100300000.0,90809000.0,90800000.0,68900000.0,52610000.0,49200000.0,79600000.0,70400000.0,54700000.0,49277000.0,71800000.0,66300000.0,60000000.0,52000000.0,36800000.0,25400000.0,10900000.0,18100000.0,28500000.0,38300000.0,29700000.0,15100000.0,-15000000.0,-10400000.0,-7200000.0,1200000.0,15800000.0
,incomeBeforeTaxRatio,-0.12659469215508,0.0523508635887246,0.0398366085547884,0.018792184766483,0.0513439176891578,0.0980396423269518,0.0926858875241409,0.0916304347826087,0.104872881355932,0.0,0.0981158862832891,0.107675791733763,0.0981158862832891,0.098109130199892,0.0779411764705882,0.0613371760881782,0.0581285444234405,0.0908779541043498,0.0841702534672406,0.0692755825734549,0.0659429628231944,0.0959508218628892,0.0939492702281423,0.0896726946644747,0.0859504132231405,0.0676843847710134,0.0511169249345945,0.022177009155646,0.0369387755102041,0.0598488030239395,0.0938955626379014,0.0896468457591307,0.0569596378725009,-0.0651324359531046,-0.0422420796100731,-0.032258064516129,0.00577200577200577,0.0850834679590738
,incomeTaxExpense,-25323000.0,7310000.0,3090000.0,-4867000.0,1902000.0,32285000.0,30971000.0,30000000.0,37300000.0,0.0,33070000.0,35400000.0,33070000.0,33100000.0,23100000.0,18976000.0,16900000.0,28200000.0,25500000.0,19900000.0,17888000.0,26000000.0,23200000.0,21000000.0,18200000.0,12900000.0,8000000.0,3900000.0,6100000.0,10400000.0,13500000.0,10600000.0,5600000.0,-5000000.0,-5100000.0,-3200000.0,500000.0,7300000.0
,netIncome,-47483000.0,35897000.0,30461000.0,8540000.0,47212000.0,66842000.0,60502000.0,54300000.0,61700000.0,0.0,57739000.0,64800000.0,57739000.0,57700000.0,45800000.0,33634000.0,32300000.0,51500000.0,44800000.0,34800000.0,31389000.0,45800000.0,43100000.0,39000000.0,33900000.0,23900000.0,17400000.0,7000000.0,12000000.0,18100000.0,24800000.0,18400000.0,9500000.0,-10000000.0,-5300000.0,-4800000.0,700000.0,8500000.0
,netIncomeRatio,-0.0825631921489939,0.0434938540107956,0.0367148628842519,0.0100472834098645,0.0493555613865806,0.0661087874385194,0.0613042271160405,0.0590217391304348,0.0653601694915254,0.0,0.0623849305477522,0.0695652173913043,0.0623849305477522,0.062344678552134,0.0518099547511312,0.0392133545057933,0.0381616257088847,0.0587966662861057,0.0535628885700622,0.0440729483282675,0.0420050664621882,0.0612053989041828,0.0610741108119598,0.0582872515319085,0.0560330578512397,0.0439580651094353,0.0350171060575569,0.0142421159715158,0.0244897959183673,0.0380092398152037,0.0607992154939936,0.0555387865982493,0.035835533760845,-0.0434216239687364,-0.0215272136474411,-0.021505376344086,0.00336700336700337,0.0457727517501346
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.01,1.51219,1.26946,0.34289,1.75892,2.44151,2.15,1.88542,2.14236,0.0,1.96,2.24221,1.96,1.98966,1.57388,1.16,1.0254,1.6195,1.40881,1.10476,0.906667,1.17738,1.11082,1.02094,0.83911,0.56501,0.413333,0.16317,0.28037,0.41419,0.58696,0.4669,0.28681,-0.30015,-0.16008,-0.14674,0.02001,0.2668
,EPSDiluted,-2.01,1.51219,1.26946,0.34289,1.75892,2.44151,2.15,1.88542,2.14236,0.0,1.96,2.24221,1.96,1.98966,1.57388,1.15,1.0254,1.6195,1.40881,1.10476,0.886667,1.17738,1.11082,1.02094,0.83911,0.56501,0.413333,0.16317,0.28037,0.41419,0.56695,0.45356,0.28681,-0.30015,-0.16008,-0.14674,0.02001,0.2668
,weightedAverageShsOut,22536090.0,23738440.0,23995170.0,24906200.0,26841520.0,27377270.0,28140465.0,28800000.0,28800000.0,29458673.0,29458673.0,28900000.0,29458673.0,29000000.0,29100000.0,29065594.0,31500000.0,31800000.0,31800000.0,31500000.0,34710871.0,38900000.0,38800000.0,38200000.0,40400000.0,42300000.0,42096774.0,42900000.0,42800000.0,43700000.0,42251601.0,39408867.0,33122973.0,33316675.0,33108446.0,32710917.0,34982509.0,31859070.0
,weightedAverageShsOutDil,22536090.0,23738440.0,23995170.0,24906200.0,26841520.0,27377270.0,28140465.0,28800000.0,28800000.0,29458673.0,29458673.0,28900000.0,29458673.0,29000000.0,29100000.0,29151759.0,31500000.0,31800000.0,31800000.0,31500000.0,35339311.0,38900000.0,38800000.0,38200000.0,40400000.0,42300000.0,42096774.0,42900000.0,42800000.0,43700000.0,43742834.0,40567951.0,33122973.0,33316675.0,33108446.0,32710917.0,34982509.0,31859070.0
