date,,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY
,netCashUsedProvidedByFinancingActivities,-23900320.0,-17564730.0,-19446290.0,-21897120.0,-29640530.0,-44100000.0,-34900000.0,-22300000.0,-28500000.0,-64900000.0,-44900000.0,-129400000.0,-118400000.0,-73600000.0,-42100000.0,-48700000.0,-47700000.0,-53800000.0,-60500000.0,-64300000.0,-67100000.0,472900000.0,-27100000.0,-26200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-12548160.0,-7035080.0,6310210.0,-14837450.0,-48495350.0,-18600000.0,-11200000.0,5300000.0,-30300000.0,-2000000.0,-8600000.0,-186800000.0,-85600000.0,-44900000.0,-6300000.0,14900000.0,73100000.0,-27500000.0,-58700000.0,-43600000.0,-56800000.0,476700000.0,5100000.0,5800000.0
,cashAtEndOfPeriod,-12400270.0,-7031910.0,8720780.0,-14729140.0,-48395350.0,-17900000.0,-10500000.0,5600000.0,-30100000.0,-300000.0,300000.0,-182800000.0,-77300000.0,-34600000.0,8600000.0,17100000.0,78100000.0,-24800000.0,-58200000.0,-43400000.0,-55800000.0,477700000.0,5400000.0,5800000.0
,cashAtBeginningOfPeriod,147890.0,3170.0,2410570.0,108310.0,100000.0,700000.0,700000.0,300000.0,200000.0,1700000.0,8900000.0,4000000.0,8300000.0,10300000.0,14900000.0,2200000.0,5000000.0,2700000.0,500000.0,200000.0,1000000.0,1000000.0,300000.0,0.0
,operatingCashFlow,11352160.0,10529650.0,25756500.0,7059670.0,-18854820.0,25500000.0,23700000.0,27500000.0,-1900000.0,62800000.0,36400000.0,-57400000.0,32800000.0,28800000.0,35800000.0,63600000.0,120800000.0,26200000.0,1700000.0,20700000.0,10300000.0,3700000.0,32200000.0,32000000.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,11352160.0,10529650.0,25756500.0,7059670.0,-18854820.0,25500000.0,23700000.0,27500000.0,-1900000.0,62800000.0,36400000.0,-57400000.0,32800000.0,28800000.0,35800000.0,63600000.0,120800000.0,26200000.0,1700000.0,20700000.0,10300000.0,3700000.0,32200000.0,32000000.0
