date,,2020-12-25_FY,2019-12-27_FY,2018-12-28_FY,2017-12-29_FY,2016-12-30_FY,2015-12-25_FY,2014-12-26_FY,2013-12-27_FY,2012-12-28_FY,2011-12-30_FY,2010-12-31_FY,2009-12-25_FY,2008-12-26_FY,2007-12-28_FY,2006-12-29_FY,2005-12-30_FY,2004-12-31_FY,2003-12-26_FY,2002-12-27_FY,2001-12-28_FY,2000-12-29_FY,1999-12-31_FY,1998-12-25_FY,1997-12-26_FY,1996-12-27_FY,1995-12-29_FY,1994-12-30_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY,1984-12-31_FY,1983-12-31_FY
,operatingExpenses,355796000.0,435300000.0,446112000.0,416457000.0,589725000.0,190940000.0,357800000.0,327700000.0,325900000.0,280700000.0,250304000.0,218300000.0,244800000.0,215000000.0,208000000.0,188200000.0,166879000.0,154000000.0,137300000.0,134500000.0,139600000.0,152600000.0,142500000.0,137500000.0,142900000.0,144400000.0,147600000.0,145600000.0,145800000.0,141100000.0,135100000.0,121100000.0,116800000.0,105300000.0,94000000.0,85200000.0,69200000.0,58700000.0
,costAndExpenses,1150974000.0,1221589000.0,1216865000.0,1095999000.0,1208149000.0,792725000.0,912200000.0,824300000.0,787800000.0,675800000.0,590924000.0,504700000.0,629900000.0,608900000.0,590500000.0,540600000.0,443501000.0,406300000.0,374200000.0,372600000.0,383100000.0,349200000.0,355300000.0,348400000.0,338700000.0,341100000.0,333600000.0,305800000.0,300800000.0,292500000.0,288400000.0,267600000.0,242000000.0,215100000.0,197500000.0,185900000.0,153600000.0,131900000.0
,interestExpense,-11280000.0,13110000.0,14385000.0,16202000.0,17590000.0,17643000.0,18733000.0,18147000.0,19273000.0,9131000.0,4184000.0,-4854000.0,-7633000.0,-3433000.0,-946000.0,-1374000.0,0.0,-483000.0,-600000.0,-1200000.0,-4100000.0,0.0,-5300000.0,-900000.0,-800000.0,-2300000.0,-1900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1500000.0,-1100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,55329000.0,48911000.0,47754000.0,45583000.0,48290000.0,44607000.0,35500000.0,37300000.0,38800000.0,32500000.0,33973000.0,35100000.0,35500000.0,28700000.0,26000000.0,23500000.0,17808000.0,18700000.0,18100000.0,18500000.0,15500000.0,14700000.0,13700000.0,13500000.0,12700000.0,11100000.0,10400000.0,9300000.0,8600000.0,9100000.0,8900000.0,7400000.0,7400000.0,7200000.0,6400000.0,5900000.0,5100000.0,0.0
,EBITDA,429980000.0,473367000.0,484181000.0,424328000.0,169434000.0,538367000.0,344400000.0,317100000.0,263500000.0,252000000.0,187114000.0,109600000.0,222900000.0,261200000.0,252000000.0,214600000.0,179339000.0,147500000.0,130900000.0,118700000.0,126700000.0,108000000.0,90600000.0,79000000.0,65800000.0,56300000.0,36800000.0,26100000.0,28100000.0,28500000.0,41800000.0,37500000.0,33300000.0,31800000.0,34000000.0,28300000.0,18000000.0,7200000.0
,EBITDARatio,0.260575778051833,0.287578407637701,0.292858732758642,0.287729938213005,0.127461740940485,0.418479033956867,0.282040782900663,0.287228260869565,0.260246913580247,0.281469898358092,0.251475341536022,0.189226519337017,0.272727272727273,0.310471888743611,0.308634415186773,0.293289599562662,0.296412421161195,0.275649411324986,0.268788501026694,0.251057529610829,0.256270226537217,0.24406779661017,0.209625173530773,0.190867359265523,0.167942827973456,0.14574165156614,0.102222222222222,0.0809051456912585,0.0877302528879176,0.0913754408464251,0.130096483037659,0.125965737319449,0.124300111982083,0.132665832290363,0.151043980453132,0.13586173787806,0.108108108108108,0.051282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,374651000.0,424456000.0,436427000.0,378745000.0,121144000.0,493760000.0,308900000.0,279800000.0,224700000.0,219500000.0,153141000.0,74500000.0,187400000.0,232500000.0,226000000.0,191100000.0,161531000.0,128800000.0,112800000.0,100200000.0,111200000.0,93300000.0,76900000.0,65500000.0,53100000.0,45200000.0,26400000.0,16800000.0,19500000.0,19400000.0,32900000.0,30100000.0,25900000.0,24600000.0,27600000.0,22400000.0,12900000.0,8500000.0
,operatingIncomeRatio,0.227045387745703,0.257864153167137,0.26397454291196,0.256820844838155,0.0911341592861769,0.383805485489532,0.252968634837442,0.253442028985507,0.221925925925926,0.245169217022227,0.205816696121979,0.128625690607735,0.22929156980301,0.276358017354095,0.276791181873852,0.261172611726117,0.266979267212313,0.240702672397683,0.231622176591376,0.211928934010152,0.224919093851133,0.210847457627119,0.177926885701064,0.15825078521382,0.135528330781011,0.11700750711882,0.0733333333333333,0.0520768753874768,0.0608804246019357,0.0621994228919526,0.10239651416122,0.101108498488411,0.0966778648749533,0.102628285356696,0.122612172367837,0.107537205952952,0.0774774774774775,0.0605413105413105
,totalOtherIncomeExpensesNet,0.0,-5469000.0,-11276000.0,-15449000.0,-6899000.0,-1404000.0,24900000.0,27200000.0,11900000.0,-700000.0,-417000.0,-900000.0,-1200000.0,-200000.0,-700000.0,-300000.0,-252000.0,-400000.0,-500000.0,-1500000.0,-1200000.0,2700000.0,-200000.0,-1100000.0,500000.0,700000.0,-1000000.0,-800000.0,1300000.0,-300000.0,-400000.0,-1100000.0,100000.0,900000.0,1200000.0,100000.0,0.0,900000.0
,incomeBeforeTax,374651000.0,405877000.0,410766000.0,347094000.0,96655000.0,474713000.0,315100000.0,288800000.0,217300000.0,209700000.0,148540000.0,68700000.0,178600000.0,228800000.0,224400000.0,189400000.0,160781000.0,127900000.0,111700000.0,97500000.0,105900000.0,88800000.0,71400000.0,63500000.0,52800000.0,43600000.0,23400000.0,13800000.0,18000000.0,15300000.0,29000000.0,24500000.0,21800000.0,23700000.0,27000000.0,20800000.0,11400000.0,8300000.0
,incomeBeforeTaxRatio,0.227045387745703,0.246577098438986,0.248453388754074,0.235358814818029,0.0727115842782592,0.369000027205914,0.258046024076652,0.261594202898551,0.214617283950617,0.234223165419412,0.199633096570864,0.118611878453039,0.218524409641503,0.271960061809105,0.274831598285364,0.258849255159218,0.265739663356649,0.239020743786208,0.229363449691992,0.206218274111675,0.214199029126214,0.200677966101695,0.165201295696437,0.153418700169123,0.134762633996937,0.112865648459746,0.065,0.0427774333539988,0.0561973150171714,0.049054184033344,0.0902583255524432,0.0822976150487068,0.0813736468831654,0.0988735919899875,0.11994669035984,0.099855976956313,0.0684684684684685,0.0591168091168091
,incomeTaxExpense,0.0,62024000.0,69712000.0,94682000.0,55981000.0,129000000.0,89500000.0,78000000.0,68200000.0,67400000.0,45700000.0,19700000.0,57700000.0,76000000.0,74600000.0,63500000.0,52100000.0,41200000.0,36100000.0,32200000.0,35800000.0,29500000.0,24100000.0,18800000.0,16600000.0,15900000.0,8100000.0,4300000.0,6900000.0,6400000.0,11300000.0,10000000.0,8500000.0,10900000.0,12700000.0,10000000.0,4300000.0,4300000.0
,netIncome,374651000.0,343853000.0,341054000.0,252412000.0,40674000.0,345713000.0,225600000.0,210800000.0,149100000.0,142300000.0,102840000.0,49000000.0,120900000.0,152800000.0,149800000.0,125900000.0,108681000.0,86700000.0,75600000.0,65300000.0,70100000.0,59300000.0,47300000.0,44700000.0,36200000.0,27700000.0,15300000.0,9500000.0,5300000.0,8900000.0,17700000.0,14500000.0,13300000.0,12800000.0,14300000.0,10800000.0,7100000.0,4000000.0
,netIncomeRatio,0.227045387745703,0.20889647609877,0.206287818485785,0.171156485464596,0.0305982202569336,0.268726802100297,0.184751453607403,0.190942028985507,0.147259259259259,0.158941137049034,0.138213731327236,0.0845994475138122,0.147926098127982,0.181623677641745,0.183466013472137,0.172065053983873,0.179628515516535,0.162025789572043,0.15523613963039,0.138113367174281,0.141788025889968,0.134011299435028,0.109440074039796,0.107997100748973,0.0923940786115365,0.0717059280352058,0.0425,0.0294482331060136,0.0165469871995005,0.028534786790638,0.0550887021475257,0.0487067517635203,0.049645390070922,0.0534000834376304,0.063527321190582,0.0518482957273164,0.0426426426426426,0.0284900284900285
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.24009255716062,2.00353,1.96899,1.448,0.23803,1.95293,1.21814,0.37303,0.26846,0.77295,0.57,0.27117,0.66247,0.77172,0.72402,0.60067,0.523333,0.41051,0.34855,0.30729,0.33605,0.289383,0.19841,0.16874,0.13594,0.10516,0.05795,0.037074,0.020762,0.034108,0.072665,0.059319,0.05487,0.044489,0.045972,0.037074,0.02432,0.01478
,EPSDiluted,2.24009255716062,2.00353,1.96899,1.448,0.23803,1.95293,1.21814,0.37303,0.26846,0.77295,0.563333,0.27117,0.66247,0.77172,0.72402,0.60067,0.516667,0.41051,0.34855,0.30729,0.33605,0.280494,0.19841,0.16874,0.13594,0.10516,0.05795,0.037074,0.020762,0.034108,0.072665,0.059319,0.05487,0.044489,0.045972,0.037074,0.02432,0.01478
,weightedAverageShsOut,167248000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,207670701.0,207670701.0,216900000.0,212500000.0,208600000.0,204918942.0,238400000.0,264900000.0,266300000.0,263400000.0,264000000.0,256244268.0,250461588.0,258003987.0,242206279.0,242756636.0,242392579.0,287711569.0,311058905.0,297137946.0,291900000.0,270600000.0
,weightedAverageShsOutDil,167248000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,182409000.0,180627000.0,180627000.0,180627000.0,180627000.0,180627000.0,210350323.0,207670701.0,216900000.0,212500000.0,208600000.0,211412852.0,238400000.0,264900000.0,266300000.0,263400000.0,264000000.0,256244268.0,250461588.0,258003987.0,242206279.0,242756636.0,242392579.0,287711569.0,311058905.0,297137946.0,291900000.0,270600000.0
