date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY,1984-12-31_FY,1983-12-31_FY
,operatingExpenses,83199000.0,584901000.0,602366000.0,537408000.0,516970000.0,514185000.0,508573000.0,454081000.0,414618000.0,410841000.0,392493000.0,375968000.0,476997000.0,682159000.0,522645000.0,217512000.0,191898000.0,202902000.0,195253000.0,189099000.0,174059000.0,152410000.0,116454000.0,97740000.0,73909000.0,53920000.0,35888000.0,-70700000.0,-41800000.0,-25800000.0,-12700000.0,-7500000.0,-9800000.0,-9200000.0,-6600000.0,-5800000.0,5900000.0,3800000.0
,costAndExpenses,950661000.0,1381684000.0,1342088000.0,1245386000.0,1186053000.0,1149687000.0,1127293000.0,1019242000.0,954747000.0,953870000.0,922484000.0,898907000.0,1057574000.0,1342024000.0,1023205000.0,596143000.0,522429000.0,521400000.0,490770000.0,465286000.0,426145000.0,369226000.0,330335000.0,99533000.0,76484000.0,126619000.0,88704000.0,-70700000.0,-41800000.0,-25800000.0,-12700000.0,-7500000.0,-9800000.0,-9200000.0,-6600000.0,-5800000.0,8100000.0,5800000.0
,interestExpense,-56283000.0,45641000.0,32500000.0,12700000.0,4200000.0,610000.0,6781000.0,6444000.0,19813000.0,24222000.0,30225000.0,29916000.0,43944000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,553257000.0,512918000.0,483646000.0,454526000.0,433314000.0,426008000.0,437114000.0,387402000.0,357781000.0,358431000.0,354006000.0,340233000.0,414188000.0,622410000.0,437984000.0,196397000.0,183148000.0,185775000.0,179634000.0,168061000.0,148967000.0,137719000.0,107482000.0,91356000.0,64967000.0,40760000.0,28274000.0,24200000.0,14300000.0,8900000.0,3600000.0,1900000.0,2000000.0,1900000.0,1400000.0,0.0,0.0,0.0
,EBITDA,2517664000.0,1978057000.0,1895838000.0,1877668000.0,1807810000.0,1658017000.0,1505225000.0,1349906000.0,1229763000.0,1156663000.0,1078244000.0,1069028000.0,1102221000.0,1096757000.0,796434000.0,661215000.0,588695000.0,539446000.0,530316000.0,537420000.0,480132000.0,445227000.0,359298000.0,462667000.0,329605000.0,126791000.0,86766000.0,209600000.0,126100000.0,84700000.0,50800000.0,39100000.0,41600000.0,39500000.0,31200000.0,25100000.0,4400000.0,2800000.0
,EBITDARatio,0.863672476937073,0.694829639917901,0.688324353370028,0.703634363214476,0.706024372117073,0.696149718519912,0.685625515850386,0.681170038945455,0.673204947203444,0.660157342437826,0.654782045785506,0.656771325463752,0.631425630167615,0.603817722260485,0.576434782923378,0.623222719779521,0.634386018603929,0.616459692984912,0.630239158026839,0.643890516327301,0.633996646023425,0.657905469505005,0.617190385312402,0.982633313793953,0.966237885565868,0.596242652245474,0.589458952688932,1.82737576285963,1.80142857142857,1.694,1.47246376811594,1.31649831649832,1.39597315436242,1.39084507042254,1.3448275862069,1.30051813471503,0.352,0.325581
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1964407000.0,1465139000.0,1412192000.0,1423142000.0,1374496000.0,1232009000.0,1068111000.0,962504000.0,871982000.0,798232000.0,724238000.0,728795000.0,688033000.0,474347000.0,358450000.0,464818000.0,405547000.0,353671000.0,350682000.0,369359000.0,331165000.0,307508000.0,251816000.0,371311000.0,264638000.0,86031000.0,58492000.0,185400000.0,111800000.0,75800000.0,47200000.0,37200000.0,39600000.0,37600000.0,29800000.0,25100000.0,4400000.0,2800000.0
,operatingIncomeRatio,0.673880334866974,0.514657567400572,0.512726374950985,0.533306002410318,0.536797382123912,0.517282222416295,0.486521387407511,0.48568484558566,0.477346119758322,0.455585348341592,0.439805868871613,0.447744734601297,0.394151146277484,0.261150943281962,0.259435242517126,0.438110354669022,0.43702315577127,0.404162633660583,0.416758175154376,0.442534251088786,0.437291201753575,0.454400104029057,0.432561311412331,0.788607266950412,0.775786961849426,0.404566188572772,0.39737492866654,1.61639058413252,1.59714285714286,1.516,1.36811594202899,1.25252525252525,1.32885906040268,1.32394366197183,1.28448275862069,1.30051813471503,0.352,0.325581395348837
,totalOtherIncomeExpensesNet,22323000.0,77717000.0,311131000.0,19242000.0,75015000.0,69746000.0,83699000.0,78894000.0,55918000.0,60032000.0,-6279000.0,100446000.0,292878000.0,2547000.0,2177000.0,3099000.0,-9996000.0,1007000.0,0.0,4091000.0,3786000.0,2200000.0,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,1100000.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,1361227000.0,1525651000.0,1717265000.0,1448455000.0,1460449000.0,1317689000.0,1149955000.0,1057531000.0,930161000.0,834042000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4400000.0,2800000.0
,incomeBeforeTaxRatio,0.466962348734232,0.535913542921355,0.623489623422455,0.542791756354065,0.570365573945275,0.553256586902779,0.523801086269315,0.533635995733056,0.509194850467694,0.476023656157005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.325581395348837
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,1361227000.0,1520534000.0,1711031000.0,1442217000.0,1453576000.0,1311244000.0,1144204000.0,1052453000.0,939258000.0,823842000.0,672038000.0,834621000.0,935176000.0,457535000.0,314026000.0,456393000.0,366213000.0,336653000.0,318738000.0,324208000.0,297088000.0,287885000.0,227019000.0,178649000.0,153549000.0,70386000.0,42118000.0,28000000.0,15100000.0,12000000.0,12000000.0,11100000.0,11600000.0,10500000.0,10000000.0,6700000.0,4400000.0,2800000.0
,netIncomeRatio,0.466962348734232,0.534116100649742,0.621226236983894,0.540454138011668,0.567681383953207,0.550550532057828,0.521181522854108,0.531073608827771,0.514174790020851,0.470202077276323,0.408106529213796,0.512760320992418,0.535731123901313,0.251895124949694,0.227282498163434,0.430169440724023,0.394636283696992,0.384715068834415,0.378795225396101,0.388438198275914,0.392293776656851,0.425403482018046,0.389965833606745,0.379422908649149,0.450129279260792,0.330994592052669,0.286135492812305,0.24411508282476,0.215714285714286,0.24,0.347826086956522,0.373737373737374,0.389261744966443,0.369718309859155,0.431034482758621,0.347150259067358,0.352,0.325581395348837
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,7.80099602278588,7.3,8.56,6.75,6.84,6.1,5.27,4.92,3.93,3.31,2.36,3.48,4.21,1.18,2.19967778089101,1.98,1.39,1.29,1.21,1.53,2.25809099615402,1.53,1.99263576437957,0.92,1.1,0.95,1.05,0.98,0.9,0.81,1.04,1.01,1.06,1.0,1.05,1.37,1.07317,1.0
,EPSDiluted,7.80099602278588,7.29,8.54,6.73,6.81,6.07,5.25,4.89,3.9,3.29,2.35,3.47,4.19,1.17,2.18506071043384,1.97,1.38,1.28,1.19,1.51,2.25653022626978,1.52,1.98517799522548,0.91,1.1,0.95,1.05,0.98,0.9,0.81,1.04,1.01,1.06,1.0,1.05,1.37,1.07317,1.0
,weightedAverageShsOut,174494000.0,174287000.0,173969000.0,173613000.0,173091000.0,172699000.0,172251000.0,171640000.0,170562000.0,169657000.0,168877000.0,168358000.0,168248000.0,169342000.0,142760000.0,128159000.0,127836000.0,125181000.0,123005000.0,122310000.0,131566000.0,126308000.0,113929000.0,98446000.0,77358000.0,41171000.0,24077055.0,18056000.0,16777778.0,14814815.0,11538462.0,10990099.0,10943396.0,10500000.0,9523810.0,2500000.0,4100000.0,2800000.0
,weightedAverageShsOutDil,174494000.0,174287000.0,174297000.0,174151000.0,173878000.0,173510000.0,173138000.0,172688000.0,171664000.0,170750000.0,169772000.0,168768000.0,168988000.0,170147000.0,143715000.0,128819000.0,128681000.0,126517000.0,124571000.0,123577000.0,131657000.0,126669000.0,114357000.0,98961000.0,77358000.0,41171000.0,24077055.0,18056000.0,16777778.0,14814815.0,11538462.0,10990099.0,10943396.0,10500000.0,9523810.0,2500000.0,4100000.0,2800000.0
