date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2000-12-31_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-8000.0,2000.0,3000.0,-6000.0,2000.0,7000.0,3000.0,-1000.0,-1000.0,13000.0,20000.0,73000.0,-287000.0,115000.0,42000.0,38200.0,-40700.0,-42300.0,-48000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,137331000.0,54883000.0,67691000.0,-94202000.0,61482000.0,40284000.0,50147000.0,-46192000.0,51010000.0,40000.0,-11273000.0,-3049000.0,4184000.0,1507000.0,5684000.0,1494400.0,1993600.0,1854500.0,-1057200.0,0.0
,cashAtEndOfPeriod,331798000.0,194467000.0,139584000.0,69418000.0,163620000.0,102138000.0,61854000.0,11707000.0,57899000.0,6889000.0,6849000.0,18122000.0,21171000.0,16987000.0,15480000.0,9796100.0,8301700.0,6308100.0,4453600.0,0.0
,cashAtBeginningOfPeriod,194467000.0,139584000.0,71893000.0,163620000.0,102138000.0,61854000.0,11707000.0,57899000.0,6889000.0,6849000.0,18122000.0,21171000.0,16987000.0,15480000.0,9796000.0,8301700.0,6308100.0,4453600.0,5510800.0,0.0
,operatingCashFlow,-136166000.0,-151130000.0,-167470000.0,-217857000.0,-210408000.0,-121795000.0,-66434000.0,-31769000.0,-21633000.0,-19897000.0,-10703000.0,-13727000.0,-64869000.0,-54926000.0,-41418000.0,-20262600.0,-20693400.0,-9816400.0,-9243200.0,0.0
,capitalExpenditure,-7587000.0,-1129000.0,-2148000.0,-812000.0,-9506000.0,-2141000.0,-180000.0,-618000.0,0.0,-3000.0,0.0,-41000.0,-226000.0,-416000.0,-2026000.0,-1021800.0,-585300.0,-1777300.0,-380600.0,0.0
,freeCashFlow,-143753000.0,-152259000.0,-169618000.0,-218669000.0,-219914000.0,-123936000.0,-66614000.0,-32387000.0,-21633000.0,-19900000.0,-10703000.0,-13768000.0,-65095000.0,-55342000.0,-43444000.0,-21284400.0,-21278700.0,-11593700.0,-9623800.0,0.0
