date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY
,incomeBeforeTaxRatio,-0.0467269939106668,0.0193330307791614,0.0193330307791614,0.0349408120445006,0.0383207462607626,0.043621145080891,0.0244353417396617,-0.0282451681833481,0.038899453058203,0.0445044142140629,-0.0603392580113615,0.0707168245751546,0.0872882205213885,0.0724617354672207,0.0380579363443745,0.053878089705575,0.0444356646250466,0.0528736654177223,0.046884473764437,0.0526468448844117,0.0688780523983461,0.0647200481637568,0.0611695620259359,0.0428904882318615,0.0467269595176572,0.0506258381761287,0.0439861551773868,0.0091164095371669,0.0106116148948485,0.0478638539266088,0.0519713261648745,0.0436421344971236,0.0542086001829826
,incomeTaxExpense,-282000.0,10414000.0,10414000.0,28662000.0,30162000.0,35179000.0,19721000.0,-19263000.0,21109000.0,23348000.0,-43928000.0,38650000.0,67692000.0,65470000.0,38678000.0,41413000.0,28477000.0,35304000.0,29951000.0,30969000.0,37055000.0,33100000.0,28500000.0,16300000.0,16100000.0,16800000.0,11000000.0,1700000.0,1600000.0,9400000.0,10200000.0,7800000.0,8700000.0
,netIncome,-145117000.0,53741000.0,42410000.0,69098000.0,57122000.0,60485000.0,25346000.0,-36423000.0,45283000.0,51161000.0,-58983000.0,73500000.0,122404000.0,112065000.0,80509000.0,83150000.0,57007000.0,60504000.0,49279000.0,50528000.0,55815000.0,52900000.0,46500000.0,27800000.0,27300000.0,28500000.0,19500000.0,4500000.0,3900000.0,17600000.0,18800000.0,14200000.0,15000000.0
,netIncomeRatio,-0.0407350653018042,0.0161947846169887,0.0127802016264396,0.0231119174315394,0.0227159841836749,0.0255100211764597,0.0111397768176964,-0.0160673095119725,0.0217389321457084,0.0254591743048502,-0.0334567050395215,0.0374335554390956,0.0457714404519558,0.0409307962193115,0.0271110222103688,0.031480090499108,0.0266860217993345,0.0328025455261099,0.0279241951514726,0.0326409533887082,0.0413958059073295,0.0398103552077062,0.0379251284560803,0.0270375413343707,0.0293927648578811,0.0318506928922664,0.0281222959330834,0.00788920056100982,0.00752459965271079,0.0312001418188264,0.0336917562724014,0.028169014084507,0.0343092406221409
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-3.33112202736204,1.23361032044808,0.97,1.74,1.44,1.54,0.65,-0.94,1.17,1.32,-1.56,1.91,3.25,2.74,1.97,2.05,1.41,1.51,1.23,1.27,1.413333,1.353333,1.166667,0.702222,0.671111,0.73,0.5,0.12,0.1,0.45,0.5,0.42,0.45
,EPSDiluted,-3.33112202736204,1.22069278818853,0.96,1.71,1.42,1.52,0.64,-0.94,1.15,1.31,-1.56,1.9,3.21,2.71,1.94,2.02,1.39,1.48,1.21,1.24,1.38,1.306667,1.133333,0.688889,0.671111,0.72,0.49,0.12,0.1,0.45,0.5,0.42,0.45
,weightedAverageShsOut,45614000.0,43564000.0,43564000.0,39795000.0,39557000.0,39337000.0,39096000.0,38803000.0,38447000.0,38117000.0,37820000.0,37566000.0,37606000.0,40866000.0,40874000.0,40614000.0,40390000.0,40175000.0,40016000.0,39794000.0,39583500.0,39087000.0,39838500.0,39595500.0,40783500.0,39041096.0,39000000.0,37500000.0,39000000.0,39111111.0,37600000.0,33809524.0,33333333.0
,weightedAverageShsOutDil,45614000.0,44025000.0,44025000.0,40372000.0,40225000.0,39868000.0,39795000.0,38803000.0,39076000.0,38473000.0,37820000.0,37683000.0,38106000.0,41389000.0,41471000.0,41249000.0,41031000.0,40808000.0,40723000.0,40711000.0,40408500.0,40444500.0,41008500.0,40412250.0,40783500.0,39583333.0,39795918.0,37500000.0,39000000.0,39111111.0,37600000.0,33809524.0,33333333.0
