date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-03-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,842000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.202953296703297,0.458271014059228,0.461237980769231,0.389520202020202,0.235087719298246,0.274022652539277,0.344827586206897,0.292233787029624,0.278868813825609,0.0,0.216768916155419,0.129363449691992,-0.0439434466946886,0.100073855243722,0.342105263157895,0.397110641296688,0.441338854382333,0.416197975253093,0.338784216139353,0.29089709762533,0.38223094845595,0.463376665817484,0.456316254416961,0.451172253439256,0.414450984371829,0.336685249830667,0.347881685755588,0.343077739140685,0.306077694235589,0.21043068640646,0.279500707759619,0.263562317504226,0.165319112334423
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,591000000.0,1532000000.0,1535000000.0,1234000000.0,670000000.0,750000000.0,870000000.0,730000000.0,710000000.0,0.0,530000000.0,315000000.0,-115000000.0,271000000.0,988000000.0,1127000000.0,1279000000.0,1110000000.0,953000000.0,882000000.0,1110637000.0,1151371000.0,1033100000.0,931400000.0,816800000.0,646200000.0,625700000.0,582100000.0,488500000.0,312700000.0,217200000.0,171500000.0,96100000.0
,incomeBeforeTaxRatio,0.202953296703297,0.458271014059228,0.461237980769231,0.389520202020202,0.235087719298246,0.274022652539277,0.344827586206897,0.292233787029624,0.278868813825609,0.0,0.216768916155419,0.129363449691992,-0.0439434466946886,0.100073855243722,0.342105263157895,0.397110641296688,0.441338854382333,0.416197975253093,0.338784216139353,0.29089709762533,0.38223094845595,0.463376665817484,0.456316254416961,0.451172253439256,0.414450984371829,0.336685249830667,0.347881685755588,0.343077739140685,0.306077694235589,0.21043068640646,0.279500707759619,0.263562317504226,0.165319112334423
,incomeTaxExpense,117000000.0,334000000.0,300000000.0,491000000.0,193000000.0,229000000.0,277000000.0,189000000.0,189000000.0,0.0,137000000.0,55000000.0,-131000000.0,59000000.0,306000000.0,345000000.0,418000000.0,353000000.0,292000000.0,281000000.0,401059000.0,402045000.0,360500000.0,324300000.0,286300000.0,229000000.0,212300000.0,194900000.0,147900000.0,86700000.0,63800000.0,43000000.0,18500000.0
,netIncome,474000000.0,1198000000.0,1235000000.0,743000000.0,477000000.0,521000000.0,593000000.0,541000000.0,521000000.0,0.0,393000000.0,277000000.0,17000000.0,213000000.0,686000000.0,893000000.0,861000000.0,757000000.0,661000000.0,601000000.0,709578000.0,749326000.0,672600000.0,607100000.0,530500000.0,417200000.0,413400000.0,387200000.0,340600000.0,226000000.0,153400000.0,128500000.0,77600000.0
,netIncomeRatio,0.162774725274725,0.35836075381394,0.37109375,0.234532828282828,0.167368421052632,0.190354402630617,0.235037653587,0.216573258606886,0.204634721131186,0.0,0.160736196319018,0.113757700205339,0.00649598777225831,0.0786558345642541,0.237534626038781,0.314658210007047,0.297101449275362,0.283839520059993,0.23498044792037,0.198218997361478,0.244204606854873,0.301571069177834,0.29708480565371,0.294080604534005,0.269180028414857,0.217370916479967,0.229845435338597,0.228207697294749,0.213408521303258,0.152086137281292,0.197400591944409,0.197479637313662,0.133493892998452
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,3.16397984368618,7.95,7.31,4.23,2.74,2.93,3.28,2.92,2.68,0.0,2.11,0.9,-0.77,1.31,4.49,5.57,5.17,4.41,3.78,3.43,3.93,4.68,4.2,3.79,2.16,2.4216251356795,2.35769158382808,2.186667,1.92,1.28915492939589,1.68,1.68,1.03
,EPSDiluted,3.16397984368618,7.87,7.2,4.14,2.68,2.84,3.16,2.85,2.67,0.0,2.09,0.88,-0.77,1.29,4.43,5.49,5.11,4.36,3.75,3.4,3.88,4.63,4.14,3.72,2.126667,2.37697446486183,2.34381232129778,2.186667,1.9,1.27323943661972,1.67,1.65,1.01
,weightedAverageShsOut,140000000.0,149811321.0,167852257.0,174468085.0,172627737.0,175767918.0,178658537.0,182534247.0,192164179.0,195000000.0,184360190.0,170000000.0,151948052.0,149618321.0,152783964.0,160323160.0,166537718.0,171655329.0,174867725.0,175410000.0,177600509.0,156458547.0,156071429.0,155672823.0,158697479.0,172281000.0,175341000.0,177240000.0,177395833.0,175308642.0,91309524.0,76488095.0,75339806.0
,weightedAverageShsOutDil,140000000.0,151293000.0,170500000.0,178000000.0,176730000.0,181338028.0,185443038.0,186927000.0,192473000.0,195000000.0,186168000.0,173863636.0,151948052.0,151937984.0,154853273.0,162659381.0,168493151.0,173623853.0,176266667.0,178330000.0,179889175.0,158148164.0,158333333.0,158602151.0,160723404.0,175517241.0,176379310.0,177240000.0,179263158.0,177500000.0,91856287.0,77878788.0,76831683.0
