date,,2020-12-29_FY,2019-12-31_FY,2019-01-01_FY,2018-01-02_FY,2017-01-03_FY,2015-12-29_FY,2014-12-30_FY,2013-12-31_FY,2013-01-01_FY,2012-01-03_FY,2010-12-28_FY,2009-12-29_FY,2008-12-30_FY,2008-01-01_FY,2007-01-02_FY,2006-01-03_FY,2004-12-28_FY,2003-12-30_FY,2002-12-31_FY,2002-01-01_FY,2001-01-02_FY,1999-12-28_FY,1998-12-29_FY,1997-12-30_FY,1996-12-29_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,netCashUsedForInvestingActivites,-50914000.0,-363060000.0,-130389000.0,-140433000.0,-159461000.0,-155701000.0,-115861000.0,-107943000.0,-88200000.0,-77600000.0,-41800000.0,-36200000.0,-73400000.0,-133100000.0,-127200000.0,-180300000.0,-178500000.0,-124300000.0,-108251000.0,-99700000.0,-58300000.0,-34900000.0,-53200000.0,-29400000.0,-18300000.0,-6100000.0,-37500000.0,-3200000.0,-13100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,2968000.0,-55000000.0,10149000.0,31582000.0,17932000.0,30410000.0,41074000.0,0.0,40954000.0,27246000.0,31038000.0,18576000.0,8612000.0,28649000.0,34018000.0,15725000.0,4393000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21582000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,29300000.0,0.0,20100000.0
,commonStockRepurchased,0.0,-50982000.0,-100700000.0,-113939000.0,-118089000.0,-81374000.0,-117543000.0,-183659000.0,-62100000.0,-156000000.0,-21500000.0,1700000.0,-169300000.0,-240800000.0,-40500000.0,9000000.0,7100000.0,11800000.0,-7059000.0,3700000.0,12200000.0,3600000.0,100000.0,58900000.0,1200000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-15791000.0,-60722000.0,-56251000.0,-49889000.0,-42371000.0,-35969000.0,-30332000.0,-27191000.0,-12800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4400000.0
,otherFinancingActivites,0.0,0.0,25236000.0,26773000.0,55764000.0,51454000.0,43294000.0,19294000.0,42295000.0,20270000.0,-63397000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000.0,200000.0
,netCashUsedProvidedByFinancingActivities,143692000.0,176020000.0,-140291000.0,-146091000.0,-146935000.0,-93886000.0,-127521000.0,-118660000.0,-71900000.0,-151900000.0,-115500000.0,-167500000.0,-52200000.0,-34900000.0,-11700000.0,31800000.0,27200000.0,11800000.0,14523000.0,3600000.0,12200000.0,3600000.0,100000.0,52900000.0,7200000.0,3000000.0,29300000.0,-500000.0,11700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,117000.0,-65000.0,-103000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,95669000.0,31838000.0,20570000.0,-47831000.0,9985000.0,-14164000.0,-3733000.0,-21818000.0,35400000.0,-33400000.0,7900000.0,-6700000.0,43500000.0,-7900000.0,13700000.0,17000000.0,-1100000.0,4100000.0,-276000.0,-20300000.0,10300000.0,6600000.0,-26100000.0,35000000.0,-1500000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,154085000.0,58416000.0,26578000.0,6008000.0,53839000.0,43854000.0,58067000.0,61751000.0,83600000.0,48200000.0,81600000.0,73700000.0,80400000.0,36900000.0,44800000.0,31000000.0,14100000.0,15100000.0,11033000.0,14000000.0,34300000.0,24100000.0,17400000.0,43500000.0,8600000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,58416000.0,26578000.0,6008000.0,53839000.0,43854000.0,58018000.0,61800000.0,83569000.0,48200000.0,81600000.0,73700000.0,80400000.0,36900000.0,44800000.0,31100000.0,14000000.0,15200000.0,11000000.0,11309000.0,34300000.0,24000000.0,17500000.0,43500000.0,8500000.0,10100000.0,400000.0,1100000.0,2800000.0,500000.0
,operatingCashFlow,0.0,218761000.0,291315000.0,238796000.0,316381000.0,235423000.0,239649000.0,204785000.0,195400000.0,196100000.0,165200000.0,197100000.0,169200000.0,160100000.0,152700000.0,165500000.0,150100000.0,116700000.0,93452000.0,75900000.0,56300000.0,37800000.0,27000000.0,11500000.0,9600000.0,12800000.0,7600000.0,1900000.0,3600000.0
,capitalExpenditure,-50329000.0,-75865000.0,-102909000.0,-120779000.0,-115821000.0,-153941000.0,-113982000.0,-107943000.0,-86442000.0,-76746000.0,-41847000.0,-37243000.0,-84907000.0,-211025000.0,-185738000.0,-170162000.0,-161898000.0,-105560000.0,-86618000.0,-74324000.0,-39216000.0,-38600000.0,-28000000.0,-21700000.0,-23200000.0,-29500000.0,-13100000.0,-7500000.0,-2600000.0
,freeCashFlow,-50329000.0,142896000.0,185386000.0,116363000.0,198920000.0,79722000.0,123788000.0,96842000.0,107200000.0,118500000.0,123400000.0,159900000.0,84300000.0,-50900000.0,-33000000.0,-4700000.0,-11800000.0,11100000.0,6834000.0,1600000.0,17100000.0,-800000.0,-1000000.0,-10200000.0,-13600000.0,-16700000.0,-5500000.0,-5600000.0,1000000.0
