date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-02-18_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,operatingExpenses,508000000.0,872000000.0,898000000.0,922000000.0,590000000.0,567000000.0,507000000.0,457000000.0,416000000.0,1719900000.0,1651100000.0,702000000.0,1673600000.0,1539700000.0,1596800000.0,1514600000.0,3525500000.0,3082500000.0,2815700000.0,2643700000.0,2562000000.0,2460400000.0,2170400000.0,1962500000.0,1850500000.0,1746800000.0,1513700000.0,1409122000.0,412100000.0,465500000.0,395600000.0,385000000.0,329900000.0,343400000.0,300500000.0,202200000.0,171200000.0
,costAndExpenses,4488000000.0,7674000000.0,7489000000.0,6555000000.0,4465000000.0,4268000000.0,4436000000.0,4318000000.0,4125000000.0,3830000000.0,2617300000.0,943000000.0,2378600000.0,3048300000.0,2485200000.0,2628500000.0,5658500000.0,4909000000.0,4421600000.0,4136800000.0,4025700000.0,3911500000.0,3351100000.0,3021100000.0,2880800000.0,2822100000.0,2413900000.0,2247022000.0,1145100000.0,1210300000.0,1069400000.0,1018500000.0,846600000.0,743800000.0,675500000.0,430500000.0,402100000.0
,interestExpense,87000000.0,63000000.0,73000000.0,86000000.0,30000000.0,8000000.0,28000000.0,35000000.0,46000000.0,87300000.0,108300000.0,20000000.0,92900000.0,79100000.0,115800000.0,53300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,420000000.0,423000000.0,398000000.0,372000000.0,363000000.0,320000000.0,294000000.0,270000000.0,264000000.0,246900000.0,230500000.0,219000000.0,219200000.0,204600000.0,177400000.0,157500000.0,143400000.0,142600000.0,133000000.0,132500000.0,131700000.0,105500000.0,84800000.0,75100000.0,68300000.0,67500000.0,68300000.0,56591000.0,58400000.0,56800000.0,51800000.0,60600000.0,46200000.0,43700000.0,42300000.0,33400000.0,21500000.0
,EBITDA,-502000000.0,1530000000.0,1173000000.0,1750000000.0,1829000000.0,1650000000.0,1226000000.0,1108000000.0,796000000.0,734700000.0,1445500000.0,261000000.0,1240400000.0,818900000.0,1198200000.0,863400000.0,-2539800000.0,-2042600000.0,-1843800000.0,-1780200000.0,-1753100000.0,-1628800000.0,-1184300000.0,-1048300000.0,-1073100000.0,-1162400000.0,-928100000.0,-874811000.0,41600000.0,-38100000.0,86400000.0,89100000.0,116100000.0,114300000.0,76600000.0,71200000.0,52600000.0
,EBITDARatio,-0.140773976444195,0.174239836009566,0.141940948693127,0.220597504096811,0.308379699881976,0.294748124330118,0.228390461997019,0.214895267649341,0.170925488511918,0.170156098012877,0.377188633457715,0.350806451612903,0.364844990881817,0.223584338994157,0.341756988020536,0.258937140115163,-0.853628205559103,-0.749908216462295,-0.754172120418848,-0.800413650465357,-0.818861226586949,-0.748116847326842,-0.568828049951969,-0.552405543552722,-0.616936874784408,-0.73005903780932,-0.654744268077601,-0.664942004530183,0.0368696268722857,-0.0341581495427649,0.0782608695652174,0.0851002865329513,0.126677577741408,0.140348722986248,0.107917723302339,0.152039291052744,0.121421975992613
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-922000000.0,1107000000.0,775000000.0,1378000000.0,1466000000.0,1330000000.0,932000000.0,838000000.0,532000000.0,487800000.0,1215000000.0,42000000.0,1021200000.0,614300000.0,1020800000.0,705900000.0,-2683200000.0,-2185200000.0,-1976800000.0,-1912700000.0,-1884800000.0,-1734300000.0,-1269100000.0,-1123400000.0,-1141400000.0,-1229900000.0,-996400000.0,-931402000.0,-16800000.0,-94900000.0,34600000.0,28500000.0,69900000.0,70600000.0,34300000.0,37800000.0,31100000.0
,operatingIncomeRatio,-0.258553000560853,0.12606764605398,0.0937802516940949,0.17370477751166,0.247175855673579,0.237584851732762,0.173621460506706,0.162529092319628,0.114236633025553,0.112974199823984,0.317041985230801,0.0564516129032258,0.300370610035884,0.167722383006607,0.291158014831717,0.211702255278311,-0.901825026047793,-0.802261546369043,-0.808573298429319,-0.859988309878153,-0.88037741136905,-0.796573580745912,-0.609558117195005,-0.591979764978658,-0.656203288490284,-0.772453209395805,-0.702927689594356,-0.707956704823581,-0.0148896570061154,-0.0850815850815851,0.0313405797101449,0.0272206303724928,0.0762684124386252,0.0866895874263261,0.0483234714003945,0.0807174887892377,0.0717913204062788
,totalOtherIncomeExpensesNet,-862000000.0,-70000000.0,-155000000.0,-119000000.0,-118000000.0,-31000000.0,50000000.0,-5000000.0,9000000.0,-41200000.0,7000000.0,0.0,-4200000.0,-17200000.0,51500000.0,-26300000.0,324100000.0,-7000000.0,1400000.0,9000000.0,71000000.0,-22900000.0,16900000.0,-14200000.0,2300000.0,2600000.0,-800000.0,5144000.0,8600000.0,12400000.0,21800000.0,19800000.0,18800000.0,10700000.0,11500000.0,11700000.0,15500000.0
,incomeBeforeTax,-1840000000.0,1016000000.0,585000000.0,1207000000.0,1345000000.0,1312000000.0,975000000.0,816000000.0,514000000.0,393700000.0,405900000.0,35000000.0,202900000.0,-213200000.0,201600000.0,-87800000.0,137200000.0,-20600000.0,29000000.0,-101800000.0,-57500000.0,-15700000.0,220700000.0,204400000.0,123600000.0,64300000.0,34000000.0,40961000.0,-45800000.0,-125700000.0,16200000.0,28000000.0,69300000.0,62500000.0,22200000.0,27900000.0,33800000.0
,incomeBeforeTaxRatio,-0.515984296130118,0.115704361690013,0.0707889641819942,0.152149249968486,0.226774574270781,0.23436941764916,0.181631892697466,0.158262218774244,0.110371483787846,0.0911806938718792,0.105915507658586,0.0470430107526882,0.0596799811753633,-0.0582100147436247,0.05750142612664,-0.0263315738963532,0.046112997008705,-0.00756296350686541,0.0118619109947644,-0.0457713232318691,-0.026857863515344,-0.00721109682160573,0.106003842459174,0.107709332349686,0.0710589858571921,0.0403843738223841,0.0239858906525573,0.0311343701068698,-0.0405920411238146,-0.112694997310382,0.0146739130434783,0.0267430754536772,0.0756137479541735,0.0767436149312377,0.0312764158918005,0.0595771941063421,0.0780240073868883
,incomeTaxExpense,-516000000.0,247000000.0,148000000.0,173000000.0,531000000.0,464000000.0,370000000.0,308000000.0,198000000.0,149200000.0,154800000.0,0.0,81300000.0,-77300000.0,76600000.0,35200000.0,52700000.0,-5300000.0,15500000.0,-34600000.0,-18000000.0,-2300000.0,86500000.0,80000000.0,51200000.0,26300000.0,16700000.0,18430000.0,-14900000.0,-45400000.0,5900000.0,10800000.0,26400000.0,25000000.0,8900000.0,10200000.0,7900000.0
,netIncome,-1324000000.0,769000000.0,437000000.0,1034000000.0,814000000.0,848000000.0,605000000.0,508000000.0,316000000.0,244500000.0,251100000.0,35000000.0,121600000.0,-135900000.0,125000000.0,-52600000.0,-5900000.0,-15300000.0,13500000.0,-118600000.0,-39500000.0,-70300000.0,134200000.0,124400000.0,72400000.0,38000000.0,17300000.0,22531000.0,-30900000.0,-84900000.0,10300000.0,17200000.0,42900000.0,37500000.0,13300000.0,17700000.0,25900000.0
,netIncomeRatio,-0.371284352215367,0.0875754469878146,0.0528799612778316,0.130341610992058,0.137244983982465,0.151482672382994,0.112704918032787,0.0985259891388673,0.0678548421730728,0.0566260595673723,0.0655220102810323,0.0470430107526882,0.0357668098123419,-0.037104788947742,0.0356531660011409,-0.0157749520153551,-0.00198299331159883,-0.00561715250752625,0.00552192408376963,-0.0533249404253406,-0.018450184501845,-0.0322891787617123,0.0644572526416907,0.0655530378879697,0.0416235483500057,0.0238663484486874,0.0122045855379189,0.0171257657986349,-0.0273863334219622,-0.0761161915008069,0.00932971014492754,0.0164278892072588,0.0468085106382979,0.0460461689587426,0.0187376725838264,0.0377962844330557,0.0597876269621422
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-10.7398664817203,6.24,3.55,7.801032,6.59,6.61,4.47,3.63,2.235,1.7025,1.7525,1.0,0.8475,-0.935,0.78,-0.3475,-0.053424607917708,-0.1425,0.1275,-1.1175,-0.3725,-0.665,1.2725,1.33,1.225,0.6625,0.32,0.42,-0.6275,-1.7175,0.0675,0.205,0.6775,0.5925,0.2125,0.3525,0.525
,EPSDiluted,-10.7398664817203,6.19,3.52,7.75,6.54,6.56,4.42,3.58,2.2,1.665,1.7075,0.972222222222222,0.84,-0.935,0.7725,-0.3475,-0.04348851608338,-0.1425,0.126263,-1.1175,-0.3725,-0.665,1.265,1.2025,0.8825,0.5125,0.315,0.405,-0.6275,-1.7175,0.0675,0.205,0.6275,0.575,0.2125,0.325,0.4625
,weightedAverageShsOut,123279000.0,123279000.0,123230000.0,123060638.0,123557000.0,128373000.0,135445000.0,139910000.0,141416000.0,143512000.0,143288000.0,35000000.0,143260000.0,145372000.0,160500000.0,151756000.0,110436000.0,107436000.0,106592000.0,106184000.0,105996000.0,105760000.0,105488000.0,93552000.0,59140000.0,57200000.0,54000000.0,53512000.0,53227092.0,53333333.0,53333333.0,54634146.0,63321033.0,63291139.0,62588235.0,50212766.0,49333333.0
,weightedAverageShsOutDil,123279000.0,124289000.0,123975000.0,123870968.0,124389000.0,129372000.0,136801000.0,141878000.0,143568000.0,146840000.0,147144000.0,36000000.0,144616000.0,145372000.0,161696000.0,151756000.0,135668000.0,107436000.0,106920000.0,106184000.0,105996000.0,105760000.0,106028000.0,105468000.0,90756000.0,90000000.0,83200000.0,78392000.0,53227092.0,53333333.0,53333333.0,54634146.0,68366534.0,65217391.0,62588235.0,54461538.0,56000000.0
