date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,otherFinancingActivites,44493510.0,30734914.0,61677426.0,41508874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-59339993.0,-50095236.0,32448128.0,-54611924.0,-47925070.0,-54795590.0,-115465180.0,-185800000.0,-109300000.0,-38000000.0,-14000000.0,-23600000.0,-64400000.0,-66500000.0,-61900000.0,-55700000.0,-48800000.0,9200000.0,-34300000.0,-36500000.0,-29600000.0,-30500000.0,95400000.0,-15900000.0,46000000.0,7400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,61694.0,0.0,0.0,8648.0,-149020.0,88450.0,107740.0,-600000.0,400000.0,-139200000.0,256100000.0,246500000.0,-581400000.0,4200000.0,148300000.0,38800000.0,142500000.0,290000000.0,-128400000.0,65900000.0,70300000.0,36000000.0,122700000.0,1300000.0,0.0,-100000.0
,cashAtEndOfPeriod,69305.0,7611.0,0.0,73896.0,65250.0,214270.0,107740.0,0.0,600000.0,-139100000.0,256200000.0,246500000.0,-581300000.0,8400000.0,149400000.0,39000000.0,142700000.0,290000000.0,-127800000.0,65900000.0,70500000.0,36100000.0,124000000.0,1300000.0,0.0,0.0
,cashAtBeginningOfPeriod,7611.0,0.0,73896.0,65248.0,214270.0,125820.0,0.0,600000.0,200000.0,100000.0,100000.0,0.0,100000.0,4200000.0,1100000.0,200000.0,200000.0,0.0,600000.0,0.0,200000.0,100000.0,1300000.0,0.0,0.0,100000.0
,operatingCashFlow,59401687.0,50102847.0,-32522024.0,54620572.0,47776050.0,54884040.0,115572920.0,185200000.0,109700000.0,-101200000.0,270100000.0,270100000.0,-517100000.0,70800000.0,210200000.0,94500000.0,191300000.0,280800000.0,-94000000.0,102400000.0,100000000.0,66400000.0,27400000.0,17200000.0,-46000000.0,-7500000.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,59401687.0,50102847.0,-32522024.0,54620572.0,47776050.0,54884040.0,115572920.0,185200000.0,109700000.0,-101200000.0,270100000.0,270100000.0,-517100000.0,70800000.0,210200000.0,94500000.0,191300000.0,280800000.0,-94000000.0,102400000.0,100000000.0,66400000.0,27400000.0,17200000.0,-46000000.0,-7500000.0
