date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,2302000.0,-56000.0,-2387000.0,3451000.0,-1782000.0,-2682000.0,-348000.0,-942000.0,302000.0,-984000.0,729000.0,-2606000.0,-7209000.0,-1843000.0,-2165000.0,-4889000.0,1067000.0,135000.0,82000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,10992000.0,-31402000.0,18669000.0,-77916000.0,37966000.0,22103000.0,-2604000.0,4326000.0,-19586000.0,45364000.0,33067000.0,2214000.0,-2557000.0,-9954000.0,-20820000.0,39245000.0,-2090000.0,1849000.0,-1508000.0,0.0
,cashAtEndOfPeriod,50503000.0,39511000.0,70913000.0,52244000.0,130160000.0,92194000.0,70091000.0,72695000.0,68369000.0,87955000.0,42591000.0,9524000.0,7310000.0,9867000.0,19821000.0,40641000.0,1396000.0,3486000.0,1637000.0,0.0
,cashAtBeginningOfPeriod,39511000.0,70913000.0,52244000.0,130160000.0,92194000.0,70091000.0,72695000.0,68369000.0,87955000.0,42591000.0,9524000.0,7310000.0,9867000.0,19821000.0,40641000.0,1396000.0,3486000.0,1637000.0,3145000.0,0.0
,operatingCashFlow,34372000.0,36746000.0,40992000.0,2257000.0,49365000.0,55299000.0,9519000.0,19154000.0,24049000.0,7794000.0,17563000.0,18181000.0,9743000.0,47575000.0,36922000.0,44156000.0,34177000.0,10442000.0,18172000.0,24068000.0
,capitalExpenditure,-7142000.0,-24002000.0,-14150000.0,-13458000.0,-11429000.0,-14685000.0,-13704000.0,-12626000.0,-17323000.0,-21325000.0,-10101000.0,-5605000.0,-12110000.0,-16981000.0,-19327000.0,-15957000.0,-8907000.0,-5967000.0,-4937000.0,-3174000.0
,freeCashFlow,27230000.0,12744000.0,26842000.0,-11201000.0,37936000.0,40614000.0,-4185000.0,6528000.0,6726000.0,-13531000.0,7462000.0,12576000.0,-2367000.0,30594000.0,17595000.0,28199000.0,25270000.0,4475000.0,13235000.0,20894000.0
