date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY
,operatingIncomeRatio,0.10982913919584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237203451391719,0.178106273983479,0.225912042658783,0.23181813107215,0.0,0.0,0.170032367013791,0.187180129558713,0.161597765627409,0.222184237001729,0.21084275568546,0.203352912703915,0.223950646643678,0.249584013980169,0.259766121167919,0.198388687194657,0.172245488698651,0.177000480929303,0.0164437232863701,1.0
,totalOtherIncomeExpensesNet,-408000000.0,0.0,0.0,0.0,38000000.0,249000000.0,228000000.0,62000000.0,-27000000.0,58000000.0,0.0,0.0,217000000.0,4264000000.0,1571000000.0,1418000000.0,-1164579104.4,0.0,0.0,-942960490.0,-589865960.0,357445393.41,-14836284.0,-223545231.0,307729010.0,224458098.0,-518306376.0,109227482.0,560885850.0,581472794.0,457494375.0,318360870.0,0.0
,incomeBeforeTax,2583000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4393762239.2,0.0,0.0,1763414790.0,2747029200.0,1986910185.54,1859225130.0,1582089327.0,1329983891.0,1105522425.0,887138934.0,994179277.0,711798150.0,716436488.0,635508750.0,0.0,0.0
,incomeBeforeTaxRatio,0.0599637849382487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140880639587162,0.0,0.0,0.0551998311286237,0.0923374252890018,0.0862961151412514,0.106491565653112,0.111549111606799,0.108273047186719,0.0991473676111605,0.0826577517760134,0.109047849281728,0.109295863027206,0.130935517644885,0.137286818837631,0.0,0.0
,incomeTaxExpense,626000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137869186.96,0.0,0.0,-343916460.0,241695980.0,176917477.17,552012084.0,441363195.0,348545286.0,252144903.0,189512904.0,187748743.0,132887475.0,186101623.0,160546875.0,0.0,0.0
,netIncome,1582000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875164601.36,0.0,0.0,2107331250.0,2505333220.0,1809992708.37,1307213046.0,1140726132.0,981438605.0,853377522.0,697626030.0,806430534.0,578910675.0,530334865.0,474961875.0,382186656.0,0.0
,netIncomeRatio,0.0367257869811496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0921886542572033,0.0,0.0,0.0659653813678582,0.0842131634515586,0.0786121790018769,0.0748737534064603,0.080429710535087,0.0798982221582658,0.0765340738201988,0.0650001899479543,0.0884543837940162,0.0888911299359061,0.0969236928003942,0.102604417150679,0.0984644609783125,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.318117836316107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027,58.0,76.0,0.233,0.0,0.14,76.0,-0.12821,0.578475888436992,0.0,0.0,0.41719,0.472381,0.472414,0.353424,0.303032,0.284128,0.248669,0.200912,0.240377,0.169219,0.158727,0.141468,0.126897,0.311589
,EPSDiluted,0.318117836316107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027,58.0,76.0,0.233,0.0,0.14,76.0,-0.12821,0.558104147957866,0.0,0.0,0.41719,0.472381,0.472414,0.353424,0.303032,0.284128,0.248669,0.200912,0.240377,0.169219,0.158727,0.141468,0.126897,0.311589
,weightedAverageShsOut,4973000000.0,4973000000.0,4973000000.0,4973000000.0,4973000000.0,4580.0,4541.0,4503.0,4581000000.0,4514000000.0,4536000000.0,4626000000.0,4730000000.0,-2000.0,-1000.0,4954000000.0,4970241040.0,90933000.0,90933000.0,5059371921.0,4891943928.0,3819999025.0,3698708793.0,3764369885.0,3447111714.0,3431783041.0,3472292687.0,3354861970.0,3421077598.0,3341170976.0,3357382368.0,3011778378.0,3450565281.0
,weightedAverageShsOutDil,4973000000.0,4973000000.0,4973000000.0,4973000000.0,4973000000.0,4580.0,4541.0,4503.0,4581000000.0,4514000000.0,4536000000.0,4626000000.0,4730000000.0,-2000.0,-1000.0,4954000000.0,5151663201.0,90933000.0,90933000.0,5059371921.0,4891943928.0,3819999025.0,3698708793.0,3764369885.0,3447111714.0,3431783041.0,3472292687.0,3354861970.0,3421077598.0,3341170976.0,3357382368.0,3011778378.0,3450565281.0
