date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2013-03-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,otherInvestingActivites,22747000.0,-2459000.0,-10502000.0,3665000.0,-21028000.0,14994000.0,-3231000.0,5276000.0,99034000.0,6375000.0,0.0,-5000000.0,0.0,0.0,-114042000.0,-65905000.0,-153019000.0,-289018000.0,-171664000.0,-74241000.0,-8606000.0,-48661000.0,-75200000.0,6500000.0,-37000000.0,-41000000.0,5300000.0,-34900000.0,-26200000.0,3400000.0,-5400000.0,-26000000.0,-27700000.0
,netCashUsedForInvestingActivites,-264240000.0,-160115000.0,-481831000.0,-179706000.0,-625377000.0,-165885000.0,-357372000.0,-184062000.0,99034000.0,25337000.0,-158576000.0,10149000.0,97291000.0,-418771000.0,-175517000.0,18037000.0,-84259000.0,-345992000.0,-231001000.0,-200415000.0,-130075000.0,-110347000.0,-121300000.0,-118300000.0,-101100000.0,-158300000.0,-21100000.0,-31800000.0,-37000000.0,-17100000.0,-7800000.0,-28900000.0,-31400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2736733000.0,-1791258000.0,-1880634000.0,-1410075000.0,-958793000.0,-522824000.0,-484329000.0,-288434000.0,-0.0,-825003000.0,-472747000.0,-313144000.0,-501693000.0,-899621000.0,-661617000.0,-586868000.0,-796919000.0,-1011465000.0,-1268143000.0,-690695000.0,-1162872000.0,-982000.0,0.0,-534200000.0,-420100000.0,-108700000.0,-20100000.0,-12000000.0,-3500000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754000.0,1046000.0,1159000.0,47774000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-4322000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99034000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-35499000.0,-34189000.0,-29312000.0,-26300000.0,-24637000.0,-22770000.0,-19722000.0,-16628000.0,-0.0,-15133000.0,-14205000.0,-13582000.0,-13440000.0,-10998000.0,-10580000.0,-10070000.0,-9452000.0,-8863000.0,-7861000.0,-6898000.0,-6135000.0,-6387000.0,-4400000.0,-3900000.0,-3300000.0,-3000000.0,-2500000.0,-1900000.0,-1600000.0,-1100000.0,-1500000.0,-2400000.0,-2200000.0
,otherFinancingActivites,0.0,0.0,-1217000.0,0.0,1016000.0,694000.0,578000.0,570000.0,99034000.0,210000.0,115000.0,0.0,0.0,199000.0,727000.0,384000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14100000.0,0.0,-100000.0,0.0,9100000.0,100000.0,0.0,-100000.0
,netCashUsedProvidedByFinancingActivities,291575000.0,131660000.0,409507000.0,95447000.0,576810000.0,131600000.0,349712000.0,95879000.0,0.0,-25174000.0,115661000.0,-5112000.0,-104824000.0,406778000.0,114778000.0,-40756000.0,69247000.0,310208000.0,209275000.0,180130000.0,127641000.0,92175000.0,107500000.0,109800000.0,97300000.0,138000000.0,22600000.0,18800000.0,24000000.0,13100000.0,4800000.0,25500000.0,30000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,63813000.0,44980000.0,10552000.0,-24874000.0,10166000.0,17281000.0,-4967000.0,-7333000.0,99034000.0,5630000.0,-5716000.0,35476000.0,-930000.0,17078000.0,-30797000.0,5746000.0,14082000.0,-9029000.0,10062000.0,149000.0,7039000.0,-660000.0,9800000.0,-100000.0,-100000.0,0.0,-100000.0,0.0,0.0,-100000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,202268000.0,138455000.0,93475000.0,82923000.0,107797000.0,97631000.0,80350000.0,85317000.0,99034000.0,92650000.0,87020000.0,92736000.0,57260000.0,58190000.0,41112000.0,71909000.0,66163000.0,52081000.0,61110000.0,51048000.0,50899000.0,43860000.0,44300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,138455000.0,93475000.0,82923000.0,107797000.0,97631000.0,80350000.0,85317000.0,92650000.0,0.0,87020000.0,92736000.0,57260000.0,58190000.0,41112000.0,71909000.0,66163000.0,52081000.0,61110000.0,51048000.0,50899000.0,43860000.0,44520000.0,34500000.0,25500000.0,19000000.0,28700000.0,18400000.0,21700000.0,21800000.0,16700000.0,11900000.0,11400000.0,7300000.0
,operatingCashFlow,36478000.0,73435000.0,82876000.0,59385000.0,58733000.0,51566000.0,2693000.0,80850000.0,0.0,5467000.0,37199000.0,30439000.0,6603000.0,29071000.0,29942000.0,28465000.0,29094000.0,26755000.0,31788000.0,20434000.0,9473000.0,17512000.0,23600000.0,11900000.0,11000000.0,10600000.0,8800000.0,9800000.0,12800000.0,9200000.0,7800000.0,3900000.0,5600000.0
,capitalExpenditure,-3406000.0,-3132000.0,-3974000.0,-2779000.0,-3112000.0,-5479000.0,-5226000.0,-1491000.0,0.0,-5110000.0,-3644000.0,-1683000.0,-5535000.0,-4183000.0,-4091000.0,-3571000.0,-2443000.0,-2431000.0,-3687000.0,-3400000.0,-3416000.0,-1813000.0,-2500000.0,-3700000.0,-5100000.0,-5900000.0,-1200000.0,-1800000.0,-800000.0,-1100000.0,-600000.0,-800000.0,-4000000.0
,freeCashFlow,33072000.0,70303000.0,78902000.0,56606000.0,55621000.0,46087000.0,-2533000.0,79359000.0,0.0,357000.0,33555000.0,28756000.0,1068000.0,24888000.0,25851000.0,24894000.0,26651000.0,24324000.0,28101000.0,17034000.0,6057000.0,15699000.0,21100000.0,8200000.0,5900000.0,4700000.0,7600000.0,8000000.0,12000000.0,8100000.0,7200000.0,3100000.0,1600000.0
