date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2017-03-24_FY,2016-12-31_FY,2016-04-01_FY,2015-12-31_FY,2015-04-02_FY,2014-12-31_FY,2014-04-01_FY,2013-12-31_FY,2013-04-01_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1996-12-31_FY
,netCashUsedForInvestingActivites,-35099000000000.0,-35875000000000.0,-35090000000000.0,-33007000000000.0,-2046000000.0,-27557000000000.0,-1989000000.0,-27421000000000.0,-1999000000.0,-24748000000000.0,-1865000000.0,-22702000000000.0,-1173000000.0,-11311000000000.0,-14414000000000.0,-16518304000000.0,-21828879000000.0,-16545727000000.0,-15136151037121.1,-16433162631115.7,-12180313727195.4,-9691588782430.0,-7302521013150.0,-5281351806097.12,-6041666668600.0,-3230769232320.0,-1947205673330.48,0.0,-3350519154816.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-29339000000000.0,7541000000000.0,0.0,0.0,0.0,-10555000000000.0,0.0,-10427000000000.0,0.0,-7724000000000.0,0.0,-6239000000000.0,0.0,-5843000000000.0,0.0,-9097739000000.0,-7180974000000.0,-5982297000000.0,0.0,0.0,-574000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,3259000000000.0,0.0,68000000000.0,0.0,2541000000000.0,0.0,2368000000000.0,0.0,71910000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1744000000000.0,0.0,0.0,0.0,-2087462000000.0,-1224185217193.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-15262000000000.0,0.0,-1000000.0,-2000000.0,-2000000.0,-11213000000000.0,-1000000.0,-8783000000000.0,-803000000.0,-9943000000000.0,-687000000.0,-8354000000000.0,-6000000.0,-7127000000000.0,-7000000.0,-5417952000000.0,-9195921000000.0,-11765912000000.0,-6046351088272.95,-42000000.0,-303219000000.0,0.0,0.0,-2453889664549.66,-1020833333660.0,-1105769231300.0,-440304964442.14,0.0,-202291442880.0
,otherFinancingActivites,-7778000000000.0,-9559000000000.0,0.0,0.0,0.0,-6875000000000.0,0.0,-7826000000000.0,0.0,-5411000000000.0,0.0,-4640000000000.0,0.0,-3487000000000.0,0.0,-3624089000000.0,0.0,0.0,-3692476756128.42,0.0,0.0,0.0,0.0,-315263308630.75,83333333360.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-27910000000000.0,-22175000000000.0,-18458000000000.0,-21052000000000.0,-1329000000.0,-17905000000000.0,-465000000.0,-6407000000000.0,-814000000.0,-10083000000000.0,-1095000000.0,-13327000000000.0,-1381000000.0,-13314000000000.0,-15539000000000.0,-9819578000000.0,-6652664000000.0,-11348436000000.0,-10955085945970.9,-7370287514628.61,-8317235295282.06,-6971962614940.0,-6176470592250.0,-3158978627423.73,-1666666667200.0,-1788461539320.0,-1005127659353.34,0.0,-709631220864.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,40000000000.0,-109000000000.0,171000000000.0,32000000000.0,0.0,-119000000000.0,0.0,604000000000.0,0.0,71000000000.0,0.0,1039000000000.0,0.0,168000000000.0,5000000000.0,-106492000000.0,-318516000000.0,327020000000.0,193547478273.63,89739442988.36,-31970588239.77,214953270970.0,25210084050.0,0.0,0.0,0.0,0.0,0.0,2148227712.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2348000000000.0,803000000000.0,-535000000.0,-341000000.0,123000000.0,1650000000000.0,758000000.0,10445000000000.0,240000000.0,2976000000000.0,129000000.0,1578000000000.0,361000000.0,3484000000000.0,56000000.0,1314389000000.0,915515000000.0,-3250846000000.0,1824617264123.03,0.0,0.0,0.0,0.0,2063383811258.62,-687500000220.0,-57692307720.0,982553191273.2,0.0,0.0
,cashAtEndOfPeriod,20589000000000.0,0.0,1212000000.0,1853000000.0,2210000000.0,29767000000000.0,2040000000.0,28117000000000.0,1427000000.0,17672000000000.0,1207000000.0,14696000000000.0,1361000000.0,13118000000000.0,1062000000.0,9119849000000.0,7805460000000.0,6889945000000.0,10138978121703.7,0.0,0.0,0.0,0.0,5722720438180.17,3645833334500.0,3538461540160.0,3330865247494.16,0.0,0.0
,cashAtBeginningOfPeriod,18241000000000.0,0.0,1747000000.0,2194000000.0,2087000000.0,28117000000000.0,1282000000.0,17672000000000.0,1187000000.0,14696000000000.0,1078000000.0,13118000000000.0,1000000000.0,9634000000000.0,1006000000.0,7805460000000.0,6889945000000.0,10140791000000.0,8314360857580.7,0.0,0.0,0.0,0.0,3659336626921.55,4333333334720.0,3596153847880.0,2348312056220.96,0.0,1103114930112.0
,operatingCashFlow,0.0,0.0,3176000000.0,3642000000.0,3506000000.0,47231000000000.0,3168000000.0,43669000000000.0,3047000000.0,37736000000000.0,3004000000.0,36574000000000.0,2898000000.0,27941000000000.0,3358000000.0,27758763000000.0,29715574000000.0,24316297000000.0,27722306768941.5,2966131000000.0,2146763000000.0,1727824000000.0,1522811000000.0,10503714244779.5,7010416668910.0,4961538463920.0,3934886523957.02,0.0,4789115645952.0
,capitalExpenditure,-31941000000000.0,-35218000000000.0,44000000.0,101000000.0,57000000.0,-29223000000000.0,53000000.0,-28005000000000.0,40000000.0,-27934000000000.0,38000000.0,-21056000000000.0,37000000.0,-9145000000000.0,6000000.0,-16316160000000.0,-21143162000000.0,-16230727000000.0,-15054109147340.0,1919000000.0,8608000000.0,7233000000.0,30302000000.0,-5078598789951.74,-3593750001150.0,-798076923460.0,-607390070788.36,0.0,-4881847475520.0
,freeCashFlow,33376000000000.0,0.0,3220000000.0,3743000000.0,3563000000.0,18008000000000.0,3221000000.0,15664000000000.0,3087000000.0,9802000000000.0,3042000000.0,15518000000000.0,2935000000.0,18796000000000.0,3364000000.0,11442603000000.0,8572412000000.0,8085570000000.0,12668197621601.5,2968050000000.0,2155371000000.0,1735057000000.0,1553113000000.0,5425115454827.73,3416666667760.0,4163461540460.0,3327496453168.66,0.0,-92731829568.0
