date,,2020-05-31_FY,2019-05-26_FY,2018-05-27_FY,2017-05-28_FY,2016-05-29_FY,2015-05-31_FY,2014-05-25_FY,2013-05-26_FY,2012-05-27_FY,2011-05-29_FY,2010-05-30_FY,2009-05-31_FY,2008-05-25_FY,2007-05-27_FY,2006-05-28_FY,2005-05-29_FY,2004-05-30_FY,2003-05-25_FY,2002-05-26_FY,2001-05-27_FY,2000-05-28_FY,1999-05-30_FY,1998-05-31_FY,1997-05-25_FY,1996-05-26_FY,1995-05-28_FY,1994-05-29_FY,1993-05-30_FY,1992-05-31_FY,1991-05-26_FY,1990-05-27_FY,1989-05-28_FY,1988-05-29_FY,1987-05-31_FY,1986-05-25_FY,1985-05-26_FY,1984-05-27_FY
,operatingExpenses,3151600000.0,3250800000.0,2924700000.0,3086800000.0,3201900000.0,3328000000.0,3417000000.0,3579000000.0,3483000000.0,3179000000.0,3308000000.0,2869000000.0,2646000000.0,2429000000.0,2708000000.0,2140000000.0,2469000000.0,2534000000.0,2099000000.0,3032000000.0,2903000000.0,2686000000.0,2693500000.0,2471000000.0,2315000000.0,2383000000.0,3206000000.0,2919000000.0,2751900000.0,2605000000.0,2318000000.0,1961000000.0,1850000000.0,1888100000.0,1660000000.0,1554000000.0,1310000000.0
,costAndExpenses,14648300000.0,14261400000.0,13231100000.0,13053400000.0,13855700000.0,15009100000.0,14952000000.0,14922000000.0,14096000000.0,12106000000.0,12231000000.0,12326800000.0,11424000000.0,10384000000.0,9674000000.0,8974000000.0,9053000000.0,8643000000.0,6866000000.0,5873000000.0,5601000000.0,5280000000.0,5082800000.0,4799000000.0,4556000000.0,4506000000.0,7664000000.0,7217000000.0,6875100000.0,6327000000.0,5803000000.0,5076000000.0,4698000000.0,4722100000.0,4224000000.0,4029000000.0,3743000000.0
,interestExpense,472500000.0,521800000.0,373700000.0,295100000.0,303800000.0,328600000.0,302400000.0,316900000.0,351900000.0,346300000.0,401600000.0,390000000.0,-422000000.0,-427000000.0,-399000000.0,-455000000.0,-508000000.0,-547000000.0,-416000000.0,-206000000.0,-152000000.0,-119000000.0,0.0,-101000000.0,-101000000.0,-101000000.0,-99000000.0,-74000000.0,0.0,-61000000.0,-32000000.0,-28000000.0,-38000000.0,0.0,-39000000.0,-60000000.0,-19000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,594700000.0,620100000.0,618800000.0,603600000.0,608100000.0,588300000.0,585400000.0,588000000.0,541500000.0,472600000.0,457100000.0,453600000.0,459200000.0,418000000.0,424000000.0,443000000.0,399000000.0,365000000.0,296000000.0,223100000.0,208800000.0,194200000.0,194900000.0,182800000.0,186700000.0,191400000.0,303800000.0,274200000.0,247400000.0,218400000.0,180100000.0,152300000.0,131100000.0,131700000.0,104500000.0,109000000.0,99000000.0
,EBITDA,3573000000.0,3223900000.0,3128100000.0,3170000000.0,3315500000.0,3209500000.0,3542400000.0,3440000000.0,3103500000.0,3247600000.0,3023100000.0,2818100000.0,2687200000.0,2476000000.0,2390000000.0,2713000000.0,2416000000.0,2228000000.0,1379000000.0,1427100000.0,1307800000.0,1160200000.0,1145100000.0,993800000.0,1046700000.0,712400000.0,1156800000.0,1192200000.0,1150100000.0,1045400000.0,825100000.0,697300000.0,612100000.0,598900000.0,466500000.0,365000000.0,475000000.0
,EBITDARatio,0.202705002666425,0.191156938548016,0.198730654875353,0.202947540941625,0.200173880493386,0.182044548306041,0.197788944723618,0.193541127489592,0.18630687957738,0.218252688172043,0.204304926674326,0.191821009713232,0.196835628479344,0.199003375663077,0.2053264604811,0.241284240483814,0.218247515808491,0.212069293736912,0.173480940998868,0.201624752755016,0.195194029850746,0.185750880563561,0.189806066633516,0.177179532893564,0.19326070901034,0.14171474040183,0.135822472701656,0.146551936078672,0.147869577515493,0.146148469173773,0.127962158808933,0.124052659669098,0.118188839544314,0.115410556337078,0.101700457815566,0.0851808634772462,0.11534725594949
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,2978300000.0,2603800000.0,2509300000.0,2566400000.0,2707400000.0,2621200000.0,2957000000.0,2852000000.0,2562000000.0,2775000000.0,2566000000.0,2364500000.0,2228000000.0,2058000000.0,1966000000.0,2270000000.0,2017000000.0,1863000000.0,1083000000.0,1204000000.0,1099000000.0,966000000.0,950200000.0,811000000.0,860000000.0,521000000.0,853000000.0,918000000.0,902700000.0,827000000.0,645000000.0,545000000.0,481000000.0,467200000.0,362000000.0,256000000.0,376000000.0
,operatingIncomeRatio,0.168966221506133,0.154388919194554,0.159417803867754,0.164304280464539,0.163459738817009,0.148675859174262,0.165103294249023,0.160459097558231,0.153799975987514,0.186491935483871,0.173413529769548,0.160945593650664,0.163199531204219,0.165407490757113,0.168900343642612,0.201885450017787,0.182204155374887,0.177327241576242,0.136243552648132,0.170104549307714,0.164029850746269,0.154658981748319,0.157500414387535,0.144589053307185,0.158788774002954,0.103640342152377,0.100152635904661,0.112845728334358,0.116061096968294,0.115615825527751,0.100031017369727,0.0969578366838641,0.0928750724078007,0.0900314107875821,0.07891868323523,0.0597432905484247,0.0913064594463332
,totalOtherIncomeExpensesNet,88400000.0,0.0,0.0,0.0,0.0,-543900000.0,0.0,0.0,0.0,0.0,0.0,-41600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-156900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1100000.0,0.0,0.0,0.0
,incomeBeforeTax,2600200000.0,2082000000.0,2135600000.0,2271300000.0,2403600000.0,1761900000.0,2655000000.0,2535000000.0,2211000000.0,2428000000.0,2205000000.0,1932900000.0,1806000000.0,1631000000.0,1567000000.0,1815000000.0,1509000000.0,1316000000.0,667000000.0,998000000.0,947000000.0,847000000.0,663700000.0,710000000.0,759000000.0,420000000.0,753000000.0,844000000.0,844500000.0,766000000.0,613000000.0,518000000.0,443000000.0,433200000.0,324000000.0,196000000.0,357000000.0
,incomeBeforeTaxRatio,0.147515686519238,0.12344946991438,0.135676348758608,0.145411592978143,0.145117761771649,0.09993590579854,0.148241206030151,0.142624057612243,0.132729019089927,0.163172043010753,0.149016692572819,0.131567662494129,0.132288309405215,0.131088249477576,0.134621993127148,0.161419423692636,0.136314363143631,0.125261755187512,0.0839099257768273,0.141000282565697,0.14134328358209,0.135606788344541,0.110011602850986,0.126582278481013,0.140140324963072,0.083548836284066,0.0884114124691793,0.103749231714813,0.108578261204968,0.107087935132112,0.0950682382133995,0.0921544209215442,0.0855377486001159,0.0834794673655406,0.0706344015696534,0.0457409568261377,0.0866925692083536
,incomeTaxExpense,480500000.0,367800000.0,57300000.0,655200000.0,755200000.0,586800000.0,883300000.0,741200000.0,709600000.0,721100000.0,771200000.0,720400000.0,622000000.0,560000000.0,541000000.0,664000000.0,528000000.0,460000000.0,239000000.0,350000000.0,336000000.0,304000000.0,241900000.0,258000000.0,279000000.0,153000000.0,284000000.0,338000000.0,338900000.0,301000000.0,239000000.0,202000000.0,177000000.0,211200000.0,140000000.0,81000000.0,154000000.0
,netIncome,2181200000.0,1752700000.0,2131000000.0,1657500000.0,1697400000.0,1221300000.0,1824000000.0,1855000000.0,1567000000.0,1798000000.0,1531000000.0,1304400000.0,1295000000.0,1144000000.0,1090000000.0,1240000000.0,1055000000.0,917000000.0,458000000.0,665000000.0,614000000.0,535000000.0,421800000.0,445000000.0,476000000.0,367000000.0,470000000.0,506000000.0,495600000.0,473000000.0,381000000.0,262000000.0,283000000.0,222000000.0,184000000.0,-73000000.0,233000000.0
,netIncomeRatio,0.12374479479877,0.103924056637336,0.135384107138319,0.106115315176891,0.102480815789315,0.0692727860558243,0.101842546063652,0.104365927759649,0.0940689158362348,0.120833333333333,0.103466918970061,0.0887872414286006,0.0948578962789335,0.0919466323742164,0.0936426116838488,0.110281038776236,0.0953026196928636,0.0872834570721493,0.0576173103535036,0.0939530940943769,0.0916417910447761,0.0856548190842139,0.0699154649428145,0.0793367801747192,0.0878877400295421,0.0730057688482196,0.0551837501467653,0.06220036877689,0.0637198179433773,0.0661261009366699,0.0590880893300248,0.0466109233232521,0.05464375362039,0.0427803364615651,0.040113363854371,-0.0170361726954492,0.0565808644973288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,3.59,2.89511,3.63838,2.77174,2.77398,2.02,2.82353,2.78529,2.34933,2.70376,2.24158,1.965,1.86599,1.58889,1.43799,1.51589,1.27724,1.21296,0.66959,1.1387,0.99837,0.85056,0.6675,0.68885,0.73457,0.5807,0.73899,0.77607,0.75,0.71884,0.57903,0.39939,0.40661,0.315,0.2577,-0.1021,0.31067
,EPSDiluted,3.56,2.89511,3.63838,2.77174,2.77398,1.97,2.82353,2.78529,2.34933,2.70376,2.24158,1.9,1.86599,1.58889,1.43799,1.51589,1.27724,1.21296,0.66959,1.1387,0.99837,0.85056,0.65,0.68885,0.73457,0.5807,0.73899,0.77607,0.75,0.71884,0.57903,0.39939,0.40661,0.315,0.2577,-0.1021,0.31067
,weightedAverageShsOut,608100000.0,684000000.0,684000000.0,684000000.0,684000000.0,599900000.0,684000000.0,684000000.0,684000000.0,684000000.0,684000000.0,663800000.0,684000000.0,684000000.0,684000000.0,684000000.0,684000000.0,684000000.0,684000000.0,584000000.0,615000000.0,629000000.0,632400000.0,646000000.0,648000000.0,632000000.0,636000000.0,652000000.0,660800000.0,658000000.0,658000000.0,656000000.0,696000000.0,704761905.0,714000000.0,715000000.0,750000000.0
,weightedAverageShsOutDil,613300000.0,684000000.0,684000000.0,684000000.0,684000000.0,614900000.0,684000000.0,684000000.0,684000000.0,684000000.0,684000000.0,687000000.0,684000000.0,684000000.0,684000000.0,684000000.0,684000000.0,684000000.0,684000000.0,584000000.0,615000000.0,629000000.0,649200000.0,646000000.0,648000000.0,632000000.0,636000000.0,652000000.0,660800000.0,658000000.0,658000000.0,656000000.0,696000000.0,704761905.0,714000000.0,715000000.0,750000000.0
