date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1986-12-31_FY
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-276000.0,-22045000.0,-2583000.0,-6193000.0,-1843400.0,-395000.0,184500.0,22300.0,-800000.0,-100000.0,-200000.0,-300000.0,-600000.0,-400000.0,-900000.0,-1000000.0,-1100000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-35795000.0,-54837000.0,-27697000.0,-89512000.0,-14137000.0,-43691000.0,-7680000.0,-18947000.0,-21101000.0,-6577000.0,-40681000.0,-4322000.0,-23322000.0,-13887000.0,-47071000.0,-35231000.0,-11066000.0,-10641000.0,-9821300.0,-5989300.0,-337000.0,-375100.0,-1600000.0,-2900000.0,-1700000.0,-1100000.0,-1500000.0,-1500000.0,-1600000.0,-1300000.0,-8100000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-41623000.0,0.0,-117325000.0,-103975000.0,-107600000.0,-30520000.0,0.0,-52154000.0,-8494000.0,-15729000.0,-8107000.0,-6544000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,-421000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580000.0,768000.0,1470000.0,1422000.0,969000.0,24111000.0,1015000.0,637000.0,778000.0,501100.0,76800.0,31200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-421000.0,-2604000.0,-7287000.0,-713000.0,0.0,0.0,-1531000.0,-1934000.0,0.0,0.0,0.0,0.0,-408000.0,0.0,0.0,0.0,-301000.0,-208000.0,-393800.0,-586300.0,-569400.0,-245300.0,0.0,0.0,-100000.0,-300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-1168000.0,-2323000.0,-2199000.0,-1600000.0,-578000.0,-1141000.0,-5672000.0,-4804000.0,-6148000.0,-2205000.0,-819000.0,-1611000.0,-2127000.0,-1838000.0,-2164000.0,-1550000.0,-1175000.0,-807000.0,-598800.0,-459400.0,-454300.0,-149600.0,-200000.0,-200000.0,-100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-850000.0,-73000.0,-777000.0,-608000.0,-1520000.0,-1157000.0,-1391000.0,-5014000.0,-401000.0,0.0,0.0,133000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-43212000.0,46406000.0,11133000.0,33935000.0,-28545000.0,-32864000.0,41156000.0,-7123000.0,-16429000.0,2308000.0,8128000.0,-28585000.0,19414000.0,-40475000.0,77340000.0,17358000.0,-4774000.0,3764000.0,4356700.0,-8325900.0,1512400.0,-3159700.0,-5600000.0,6500000.0,1600000.0,-2500000.0,-200000.0,700000.0,-800000.0,500000.0,8400000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-848000.0,-559000.0,49000.0,44000.0,-1379000.0,-1374000.0,-1176000.0,488000.0,497000.0,-1070000.0,138000.0,110000.0,-1137000.0,212000.0,50000.0,9000.0,0.0,65000.0,-272300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,9342000.0,413000.0,-5169000.0,3468000.0,2345000.0,639000.0,-1795000.0,-31796000.0,3391000.0,33927000.0,775000.0,-846000.0,-1972000.0,1357000.0,502000.0,885000.0,-430000.0,-2388000.0,2421600.0,492000.0,-189200.0,-216800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,15923000.0,6581000.0,6168000.0,11337000.0,7869000.0,5524000.0,4885000.0,6680000.0,38476000.0,35085000.0,1158000.0,383000.0,1229000.0,3201000.0,1844000.0,1342000.0,457000.0,887000.0,3274600.0,853000.0,361000.0,550200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,6581000.0,6168000.0,11337000.0,7869000.0,5524000.0,4885000.0,6680000.0,38476000.0,35085000.0,1158000.0,383000.0,1229000.0,3201000.0,1844000.0,1342000.0,457000.0,887000.0,3275000.0,853000.0,361000.0,550200.0,767000.0,700000.0,600000.0,300000.0,300000.0,300000.0,100000.0,100000.0,200000.0,300000.0,0.0,0.0,0.0
,operatingCashFlow,89197000.0,9403000.0,11346000.0,59001000.0,46406000.0,78568000.0,-34095000.0,-6214000.0,40424000.0,39266000.0,33190000.0,31951000.0,3073000.0,55507000.0,-29817000.0,18749000.0,15410000.0,4424000.0,8158500.0,14807200.0,-1364600.0,3318000.0,7200000.0,-3500000.0,400000.0,3600000.0,1700000.0,1000000.0,2500000.0,600000.0,-400000.0,0.0,0.0,0.0
,capitalExpenditure,-11249000.0,-12985000.0,-27697000.0,-88562000.0,-10854000.0,-43566000.0,-7180000.0,-15260000.0,-21101000.0,-6577000.0,-40681000.0,-4322000.0,-23322000.0,-13887000.0,-46795000.0,-13186000.0,-8483000.0,-4448000.0,-7977900.0,-5594300.0,-521500.0,-397400.0,-800000.0,-2800000.0,-1500000.0,-800000.0,-900000.0,-1100000.0,-700000.0,-300000.0,-8000000.0,0.0,0.0,0.0
,freeCashFlow,77948000.0,-3582000.0,-16351000.0,-29561000.0,35552000.0,35002000.0,-41275000.0,-21474000.0,19323000.0,32689000.0,-7491000.0,27629000.0,-20249000.0,41620000.0,-76612000.0,5563000.0,6927000.0,-24000.0,180600.0,9212900.0,-1886100.0,2920600.0,6400000.0,-6300000.0,-1100000.0,2800000.0,800000.0,-100000.0,1800000.0,300000.0,-8400000.0,0.0,0.0,0.0
