date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY
,operatingExpenses,684000000.0,649000000.0,554000000.0,357000000.0,292000000.0,275000000.0,189000000.0,145000000.0,136000000.0,146000000.0,150000000.0,154000000.0,167000000.0,175000000.0,157000000.0,136000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,119984000.0,181370000.0,128135000.0,40074000.0,21799000.0,22353000.0,13971000.0,12263000.0,15617000.0,20396000.0,27006000.0,38806000.0,62124000.0,76420000.0,64558000.0,42814000.0,30428000.0,29737000.0,40434000.0,68463000.0,69693000.0,56800000.0,53800000.0,38000000.0,27600000.0,24500000.0,16500000.0,15900000.0,19600000.0,27100000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,13495000.0,11805000.0,11009000.0,7668000.0,5945000.0,4889000.0,1979000.0,600000.0,5516000.0,6067000.0,5724000.0,5841000.0,5729000.0,5626000.0,5689000.0,5231000.0,6071000.0,5260000.0,4940000.0,6929000.0,7213000.0,6200000.0,6100000.0,6200000.0,3900000.0,4300000.0,1400000.0,2300000.0,3400000.0,1800000.0,0.0,0.0,0.0
,EBITDA,333289000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.383398404697102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,319794000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.367874455597709,0.382524623049476,0.390070516485611,0.321746101302785,0.352202524186024,0.293661570809059,0.223952047809688,0.197670674435136,0.24717706068393,0.222842630114475,0.306404944720902,0.238729473648717,0.26937562360348,0.287730145743887,0.300720898524305,0.297680558174618,0.284061889740123,0.297494574866838,0.286232895839151,0.226652405569751,0.280539131148887,0.264516129032258,0.237187127532777,0.250368188512518,0.247877758913413,0.252669039145907,0.253234750462107,0.236263736263736,0.199616122840691,0.157894736842105,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,319794000.0,302432000.0,266071000.0,154923000.0,143438000.0,107264000.0,50290000.0,32536000.0,40015000.0,35799000.0,54431000.0,35400000.0,38337000.0,39741000.0,39921000.0,39465000.0,35929000.0,34684000.0,31775000.0,22886000.0,27329000.0,24600000.0,19900000.0,17000000.0,14600000.0,14200000.0,13700000.0,12900000.0,10400000.0,7200000.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.367874455597709,0.382524623049476,0.390070516485611,0.321746101302785,0.352202524186024,0.293661570809059,0.223952047809688,0.197670674435136,0.24717706068393,0.222842630114475,0.306404944720902,0.238729473648717,0.26937562360348,0.287730145743887,0.300720898524305,0.297680558174618,0.284061889740123,0.297494574866838,0.286232895839151,0.226652405569751,0.280539131148887,0.264516129032258,0.237187127532777,0.250368188512518,0.247877758913413,0.252669039145907,0.253234750462107,0.236263736263736,0.199616122840691,0.157894736842105,0.0,0.0,0.0
,incomeTaxExpense,64890000.0,64265000.0,50358000.0,61983000.0,46624000.0,32900000.0,14602000.0,9305000.0,12331000.0,10425000.0,17314000.0,10190000.0,11427000.0,12381000.0,12440000.0,12503000.0,11483000.0,10894000.0,9697000.0,6358000.0,8460000.0,7400000.0,5600000.0,5000000.0,4300000.0,4200000.0,3800000.0,3500000.0,2900000.0,1900000.0,0.0,0.0,0.0
,netIncome,254904000.0,238167000.0,215713000.0,92940000.0,96814000.0,74364000.0,35688000.0,23231000.0,27684000.0,25374000.0,37117000.0,25210000.0,26910000.0,27360000.0,27481000.0,26962000.0,24446000.0,23790000.0,22078000.0,16528000.0,18869000.0,17200000.0,14300000.0,12000000.0,10300000.0,10000000.0,9900000.0,9400000.0,7500000.0,5300000.0,4400000.0,3100000.0,3400000.0
,netIncomeRatio,0.29322836022464,0.301240417342823,0.316243714356922,0.19301900076219,0.237720375190296,0.203589732357966,0.158926241444266,0.14113865987837,0.171007116030836,0.15794879456199,0.208940352615343,0.170010452844185,0.189083601512107,0.198090052780573,0.207011623264608,0.203371676409579,0.193274985571183,0.204053625189772,0.198881191953951,0.163685701269634,0.193695080890203,0.18494623655914,0.170441001191895,0.176730486008837,0.174872665534805,0.177935943060498,0.182994454713494,0.172161172161172,0.143953934740883,0.116228070175439,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.24330844309172,2.42,2.34,1.34,1.576012,1.32,1.05718628956643,0.710891844741539,0.818621952079212,0.732950622225221,1.08,0.875,0.965,0.975,0.965,0.94,0.84,0.845,0.78,0.5825,0.6475,0.5875,0.5775,0.525,0.452499998791869,0.441667,0.446667,0.4625,0.4325,0.315,0.26,0.185,0.205
,EPSDiluted,2.24330844309172,2.41,2.32,1.33,1.564992,1.315,1.05448366525379,0.710333988149705,0.81850292019632,0.732596713795304,1.075,0.87,0.955,0.96,0.95,0.92,0.825,0.825,0.7675,0.5775,0.645,0.5825,0.5675,0.5175,0.449766673713011,0.441667,0.446667,0.46,0.4325,0.315,0.26,0.185,0.205
,weightedAverageShsOut,108071429.0,113628601.0,92347643.0,92029118.0,61414520.0,60556864.0,33757532.0,32678670.0,33817808.0,34618976.0,34367593.0,28750646.0,27890000.0,28061538.0,28477720.0,28682979.0,29102381.0,28153846.0,28305128.0,28374249.0,29141313.0,29276596.0,24761905.0,22857143.0,22762431.0,22641509.0,22164179.0,20324324.0,17341040.0,16825397.0,16923077.0,16756757.0,16585366.0
,weightedAverageShsOutDil,108888264.0,113628601.0,92347643.0,92029118.0,61685158.0,60556864.0,33844052.0,32704334.0,33822726.0,34635700.0,34527442.0,28931436.0,28216000.0,28500000.0,28927368.0,29306522.0,29631515.0,28836364.0,28766124.0,28619913.0,29254264.0,29527897.0,25198238.0,23188406.0,22900763.0,22641509.0,22164179.0,20434783.0,17341040.0,16825397.0,16923077.0,16756757.0,16585366.0
