date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,otherFinancingActivites,157000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-602000000.0,-1066000000.0,-34000000.0
,netCashUsedProvidedByFinancingActivities,-2676000000.0,-3495000000.0,-11128000000.0,-8702000000.0,-1298000000.0,1703000000.0,-3861000000.0,-4470000000.0,1165000000.0,-14371000000.0,-2569000000.0,625000000.0,9004000000.0,-5209000000.0,13345000000.0,-342000000.0,-1317000000.0,-398000000.0,-598000000.0,-987000000.0,-70000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,6137000000.0,1626000000.0,1886000000.0,138000000.0,585000000.0,0.0,0.0,0.0,0.0,0.0,-84000000.0,-5398000000.0,14717000000.0,-3203000000.0,3623000000.0,-16000000.0,842000000.0,-641000000.0,-26000000.0,-94000000.0,-242000000.0
,cashAtEndOfPeriod,13487000000.0,7350000000.0,5784000000.0,4328000000.0,4262000000.0,0.0,0.0,0.0,0.0,0.0,7584000000.0,7293000000.0,10331000000.0,1046000000.0,4448000000.0,1041000000.0,1249000000.0,585000000.0,1091000000.0,1117000000.0,1211000000.0
,cashAtBeginningOfPeriod,7350000000.0,5784000000.0,4328000000.0,4262000000.0,3591000000.0,0.0,0.0,0.0,0.0,0.0,7293000000.0,10331000000.0,1046000000.0,4448000000.0,1041000000.0,1249000000.0,585000000.0,1091000000.0,1117000000.0,1211000000.0,1453000000.0
,operatingCashFlow,14322000000.0,12110000000.0,12901000000.0,12450000000.0,6401000000.0,4491000000.0,12807000000.0,14542000000.0,16595000000.0,24496000000.0,19669000000.0,7136000000.0,17114000000.0,11012000000.0,7232000000.0,5161000000.0,3471000000.0,1757000000.0,2102000000.0,1518000000.0,1424000000.0
,capitalExpenditure,-4430000000.0,140000000.0,194000000.0,-3831000000.0,-4951000000.0,-152000000.0,-11813000000.0,-13105000000.0,-15777000000.0,-16075000000.0,-12647000000.0,-8096000000.0,-8972000000.0,-6651000000.0,-4431000000.0,-3977000000.0,34000000.0,51000000.0,-766000000.0,-595000000.0,-447000000.0
,freeCashFlow,9892000000.0,12250000000.0,13095000000.0,8619000000.0,1450000000.0,4339000000.0,994000000.0,1437000000.0,818000000.0,8421000000.0,7022000000.0,-960000000.0,8142000000.0,4361000000.0,2801000000.0,1184000000.0,3505000000.0,1808000000.0,1336000000.0,923000000.0,977000000.0
