date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,198000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,283862000.0,196376000.0,-82759000.0,52272000.0,6418000.0,45328000.0,-7189000.0,9453000.0,-32971000.0,66507000.0,2641000.0,-12314000.0,-28844000.0,50507000.0,-2019000.0,1511000.0,20000.0,444000.0,887412.0,5674518.0
,cashAtEndOfPeriod,558424000.0,274562000.0,78186000.0,160945000.0,108673000.0,102255000.0,56927000.0,64116000.0,54663000.0,87634000.0,21127000.0,18486000.0,30800000.0,59644000.0,9137000.0,11156000.0,9645000.0,9625000.0,9180916.0,8293504.0
,cashAtBeginningOfPeriod,274562000.0,78186000.0,160945000.0,108673000.0,102255000.0,56927000.0,64116000.0,54663000.0,87634000.0,21127000.0,18486000.0,30800000.0,59644000.0,9137000.0,11156000.0,9645000.0,9625000.0,9181000.0,8293504.0,2618986.0
,operatingCashFlow,856568000.0,-163737000.0,-203536000.0,-118900000.0,-96971000.0,-133203000.0,-59999000.0,-1110000.0,11481000.0,-124031000.0,6834000.0,-61783000.0,-62630000.0,39830000.0,-35181000.0,-25472000.0,-23279000.0,-17723000.0,-14140485.0,-14083801.0
,capitalExpenditure,-82409000.0,-70753000.0,-21219000.0,-70379000.0,-27835000.0,-13392000.0,-17176000.0,-22154000.0,-10485000.0,-11252000.0,-3548000.0,-4589000.0,-4884000.0,-4283000.0,-1680000.0,-1402000.0,-5723000.0,-589000.0,-1704570.0,-5504764.0
,freeCashFlow,774159000.0,-234490000.0,-224755000.0,-189279000.0,-124806000.0,-146595000.0,-77175000.0,-23264000.0,996000.0,-135283000.0,3286000.0,-66372000.0,-67514000.0,35547000.0,-36861000.0,-26874000.0,-29002000.0,-18312000.0,-15845055.0,-19588565.0
