date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY,1990-03-31_FY,1989-03-31_FY,1988-03-31_FY,1987-03-31_FY
,salesMaturitiesOfInvestments,0.0,2269000000.0,1250000000.0,3597000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985876830.0,0.0,0.0,0.0,0.0,0.0,522021500.0,829871115.393881,1652008762.84554,80198411.854715,0.0,6635869.173573,0.0,0.0,0.0,0.0,20974.675833,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-372000000.0,-247000000.0,-2327000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1737473360.0,0.0,0.0,0.0,0.0,0.0,-1957293800.0,-12198943628.0414,490101489.683741,21545841.990819,15839845.461692,-9883209.407449,-4373976.094888,-169312032.0,-53993472.0,-33433855.919666,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,788000000.0,0.0,0.0,0.0,-873000000.0,-873000000.0,-873000000.0,843000000.0,-490000000.0,-495000000.0,-29000000.0,-526000000.0,0.0,7606000000.0,-13206000000.0,-9000000000.0,-6951000000.0,-15018000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3509000000.0,-6180000000.0,-4664000000.0,-9267000000.0,-4960000000.0,-4960000000.0,-4960000000.0,0.0,-4862000000.0,-5016000000.0,-17028000000.0,-1505000000.0,-4833674504.90138,0.0,0.0,0.0,0.0,0.0,-7744553169.03417,-15626812816.1889,-2293808332.66948,-195109569.139084,-177965322.540182,-201052717.08867,0.0,0.0,-2319440.059568,-215372.992035,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,7000000.0,20000000.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389411850.0,0.0,0.0,0.0,0.0,0.0,5875323300.0,176327390.990123,665137735.999363,15860133.687686,23138597.782275,22025438.108028,8869451.525745,3903361.425942,5540884.586746,1004658.985969,20625097.902706,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-821000000.0,-475000000.0,-1766000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8864660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26483430.780382,-1708218.628222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-4064000000.0,-3920000000.0,-3714000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4593793450.0,-1557000000.0,-1452000000.0,-3815000000.0,-3314000000.0,-1172000000.0,-2411624600.0,-1251138800.0,-523150000.0,-177427540.0,0.0,-183707117.0,-129497811.0,-107434944.0,-93450240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-2733000000.0,-1000000000.0,685000000.0,-3152000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2081928720.0,0.0,0.0,0.0,0.0,0.0,10134100900.0,-12200886400.0,-55453900.0,-26474790.0,0.0,-226207168.0,-136501995.0,-102070752.0,-18949632.0,83312.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-9352000000.0,4437000000.0,-7234000000.0,-9096000000.0,3753374434.14529,-3306412965.89714,-41450194580.3788,-3507173453.26364,-18445211363.8911,-9400140354.8242,-6570478743.12411,-2760031803.79067,-9877130810.0,-13780241040.0,-7284013290.0,-6612697960.0,-9340583280.0,283727500.0,6617626400.0,-10823913514.8157,6446334900.0239,527125009.261496,454852032.914653,688153752.170068,62572158.024088,172357802.964255,3221444.527178,789285.993933,25284272.561135,887286.730064,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-256000000.0,11000000.0,-433000000.0,-313000000.0,73545850.398793,-302199034.517481,-139179899.46403,201698067.339249,-415254286.674885,-13658031.754194,-288503850.501093,400614944.916408,162096640.0,-464107200.0,48675590.0,42276527.391953,0.0,-1196973511.29689,0.0,0.0,526775750.816538,-27680422.002094,7454044.923149,5647548.232828,2308487.383413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-317000000.0,8211000000.0,-3908000000.0,-3609000000.0,2651000000.0,2651000000.0,2651000000.0,-11402000000.0,7425000000.0,4724000000.0,-8620000000.0,8819000000.0,-7291182850.0,8908000000.0,-1440000000.0,0.0,0.0,-1564000000.0,18356800.0,-88972536.7381401,720149127.69855,-38602966.900217,-11181067.3847231,39109271.512333,-8383454.181868,-141252891.601279,-42909641.102011,75233645.402789,52103891.393264,41634667.408424,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,0.0,13605000000.0,5394000000.0,9302000000.0,0.0,0.0,4005000000.0,1354000000.0,12756000000.0,5331000000.0,607000000.0,9227000000.0,2074330440.0,14680000000.0,5100000000.0,0.0,0.0,1210000000.0,149149000.0,6551614068.89906,-1008542181.15192,-555254302.971732,-735776350.955829,-222654589.079236,-82012051.779145,-24396008.912138,123445754.281459,160770336.366761,96075201.810112,45368485.387945,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,0.0,5394000000.0,9302000000.0,12911000000.0,1354000000.0,1354000000.0,1354000000.0,12756000000.0,5331000000.0,607000000.0,9227000000.0,408000000.0,9365513290.0,5772000000.0,6481000000.0,0.0,0.0,2951000000.0,130792200.0,6640586605.6372,-1728691308.85047,-516651336.071515,-724595283.571106,-261763860.591569,-73628597.597277,116856882.689141,166355395.38347,85536690.963972,43971310.416848,3733817.979521,0.0,0.0,0.0,0.0
,operatingCashFlow,0.0,12980000000.0,13600000000.0,14223000000.0,33353000000.0,33353000000.0,33353000000.0,28665000000.0,25278000000.0,25547000000.0,21928000000.0,18147000000.0,13153255870.0,20331000000.0,20595000000.0,24012000000.0,22663000000.0,17593000000.0,13249020400.0,4100825102.38497,2990619294.19262,965373420.310864,867930355.739158,510114794.130171,481380369.109588,254206412.864477,308743243.484736,330047283.453624,206933355.147507,191606323.186315,0.0,0.0,0.0,0.0
,capitalExpenditure,-5182000000.0,-8151000000.0,-8163000000.0,-8861000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5900064420.0,-7152000000.0,-7794000000.0,0.0,0.0,0.0,-6778248400.0,-27275744398.94,-3389035131.04437,-1128762722.07457,-801930999.648777,-495854734.842281,-431808640.034194,-229322483.774097,-209393894.266567,-174545493.342897,-86302401.183535,-214874876.653744,0.0,0.0,0.0,0.0
,freeCashFlow,0.0,4829000000.0,5437000000.0,5362000000.0,33353000000.0,33353000000.0,33353000000.0,28665000000.0,25278000000.0,25547000000.0,21928000000.0,18147000000.0,7253191450.0,13179000000.0,12801000000.0,24012000000.0,22663000000.0,17593000000.0,6470772000.0,-23174919296.555,-398415836.851749,-163389301.763711,65999356.090381,14260059.28789,49571729.075394,24883929.090381,99349349.218168,155501790.110728,120630953.963972,-23268553.467429,0.0,0.0,0.0,0.0
