date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY,1990-03-31_FY,1989-03-31_FY,1988-03-31_FY,1987-03-31_FY
,operatingIncome,249219000.0,224812000.0,157137000.0,90138000.0,65104000.0,28666000.0,8363000.0,16543000.0,1520000.0,-11185000.0,-25076000.0,-29518000.0,-36487000.0,-27711000.0,-30291000.0,-3253000.0,-10252000.0,-19491000.0,-24621000.0,-17561000.0,-11560000.0,-7904365.0,-995115.0,200160.0,-36750.0,-900000.0,-2300000.0,-4500000.0,-6300000.0,-8400000.0,-3400000.0,-3200000.0,-1300000.0,-100000.0
,operatingIncomeRatio,0.296377736260574,0.292179165930193,0.264652235203765,0.202419021612202,0.197558436986979,0.124466482278311,0.0455394433765512,0.104620424476993,0.0120276953511375,-0.110577255785904,-0.292557721699159,-0.403196284660566,-0.619042771585144,-0.547118403127406,-0.693634073734829,-0.0851214151140883,-0.398306072496989,-0.836164736164736,-0.916710104996649,-0.705374357326478,-0.513389883199361,-0.35783190137768,-0.0443348482961079,0.0121589631349423,-0.00286134505797046,-0.0978260869565217,-0.343283582089552,-1.32352941176471,-2.33333333333333,-4.2,-1.13333333333333,-1.10344827586207,-0.30952380952381,-0.0212765957446809
,totalOtherIncomeExpensesNet,7606000.0,38548000.0,3300000.0,1205000.0,734000.0,99000.0,167000.0,319000.0,1023000.0,322000.0,6723000.0,-1327000.0,-5122000.0,305000.0,4000.0,110000.0,172000.0,173000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,400000.0,600000.0,1200000.0,1700000.0,1500000.0,900000.0,700000.0,200000.0
,incomeBeforeTax,256825000.0,263360000.0,160437000.0,91343000.0,65838000.0,28765000.0,8530000.0,16862000.0,2543000.0,-10863000.0,-18353000.0,-30845000.0,-40403000.0,-27406000.0,-29093000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.305422989880875,0.342278459954876,0.270210139301287,0.205125038176167,0.199785763921552,0.124896335824168,0.0464488164536628,0.106637828539627,0.0201226508407517,-0.107393896254115,-0.214121545156511,-0.421322223739926,-0.685482092261753,-0.541096566565974,-0.666201053354706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,53816000.0,4344000.0,48267000.0,39227000.0,27691000.0,-84923000.0,1179000.0,1848000.0,1048000.0,892000.0,671000.0,752000.0,527000.0,475000.0,356000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,203009000.0,259016000.0,112170000.0,52116000.0,38147000.0,113688000.0,7351000.0,15014000.0,1495000.0,-11755000.0,-19024000.0,-31597000.0,-40930000.0,-27881000.0,-29449000.0,-2342000.0,-9446000.0,-18171000.0,-21676000.0,-11401000.0,-10454000.0,-6712201.0,-2507764.0,735264.0,491124.0,-400000.0,-2000000.0,-3900000.0,-5100000.0,-6600000.0,-1900000.0,-2200000.0,-600000.0,100000.0
,netIncomeRatio,0.241423598764632,0.336632736876033,0.188918212914885,0.117034654977274,0.115757275985228,0.493628181024788,0.0400287514362105,0.0949507981078141,0.0118298714144411,-0.116212395329755,-0.221949995916605,-0.431594044529436,-0.694423236796118,-0.550474836620664,-0.674353102816579,-0.0612832321540716,-0.366991724620226,-0.779536679536679,-0.807059349169707,-0.457945051413882,-0.46427143935693,-0.303862441354766,-0.111727123500742,0.0446645077460541,0.0382387817755288,-0.0434782608695652,-0.298507462686567,-1.14705882352941,-1.88888888888889,-3.3,-0.633333333333333,-0.758620689655172,-0.142857142857143,0.0212765957446809
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,4.49,5.77,2.54,1.21,0.9,2.8,0.19,0.38,0.038958669932767,-0.32,-0.54,-0.91,-1.26,-1.03,-1.15,-0.11,-0.45,-0.87,-1.04,-0.55,-0.595,-0.39,-0.155,0.05,0.035,-0.025,-0.16,-0.3,-0.4,-0.54,-0.18,-0.24,-0.07,0.01
,EPSDiluted,4.43,5.61,2.45,1.17,0.85,2.65,0.18,0.37,0.0372149756048989,-0.32,-0.54,-0.91,-1.26,-1.03,-1.15,-0.11,-0.45,-0.87,-1.04,-0.55,-0.595,-0.39,-0.155,0.05,0.035,-0.025,-0.16,-0.3,-0.4,-0.54,-0.18,-0.24,-0.07,0.01
,weightedAverageShsOut,45179000.0,44911000.0,44153000.0,43238000.0,42204000.0,40632000.0,39334000.0,39113000.0,38374000.0,37167000.0,36677778.0,34882000.0,32465000.0,27124000.0,25649038.0,21844759.0,21153014.0,20993598.0,20869160.0,20583363.0,17578522.0,17238200.0,16148300.0,14324694.0,13991328.0,13023554.0,12500000.0,13000000.0,12750000.0,12222222.0,10555556.0,9166667.0,8571429.0,6902000.0
,weightedAverageShsOutDil,45816000.0,46151000.0,45849000.0,44658000.0,44895000.0,42858000.0,41606000.0,41052000.0,40172000.0,37167000.0,36677778.0,34882000.0,32465000.0,27124000.0,25649038.0,21844759.0,21153014.0,20993598.0,20869160.0,20583363.0,17578522.0,17238200.0,16148300.0,14324694.0,13991328.0,13023554.0,12500000.0,13000000.0,12750000.0,12222222.0,10555556.0,9166667.0,8571429.0,6902000.0
