date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,netCashUsedProvidedByFinancingActivities,-108054780.0,-143212750.0,-101260240.0,-76249130.0,-69596940.0,-81489050.0,-62600000.0,-40600000.0,-36500000.0,-29300000.0,-36100000.0,-66000000.0,-76800000.0,-66000000.0,-73700000.0,-58600000.0,-58200000.0,-74400000.0,-95500000.0,-117100000.0,-62800000.0,-55600000.0,-49800000.0,-42900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,370702400.0,-204882650.0,272274160.0,41353570.0,-55628500.0,106221740.0,265600000.0,105300000.0,-73900000.0,79600000.0,205000000.0,-538500000.0,1100000.0,110700000.0,-28800000.0,76700000.0,194100000.0,-343600000.0,-583200000.0,-219200000.0,482700000.0,263900000.0,285400000.0,152500000.0
,cashAtEndOfPeriod,373945940.0,-204703650.0,272642810.0,41588990.0,-54981620.0,106921740.0,265800000.0,105600000.0,-73600000.0,80100000.0,205400000.0,-538100000.0,1600000.0,111000000.0,-28600000.0,77000000.0,194200000.0,-343500000.0,-583100000.0,-219100000.0,482900000.0,264100000.0,285500000.0,152700000.0
,cashAtBeginningOfPeriod,3243540.0,179000.0,368650.0,235420.0,646880.0,700000.0,200000.0,300000.0,300000.0,500000.0,400000.0,400000.0,500000.0,300000.0,200000.0,300000.0,100000.0,100000.0,100000.0,100000.0,200000.0,200000.0,100000.0,200000.0
,operatingCashFlow,478757180.0,-61669900.0,373534400.0,117602700.0,13968440.0,187710790.0,328200000.0,145900000.0,-37500000.0,108900000.0,241100000.0,-472400000.0,77900000.0,176700000.0,44900000.0,135300000.0,252300000.0,-269100000.0,-487700000.0,-102200000.0,545500000.0,319500000.0,335200000.0,195400000.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,478757180.0,-61669900.0,373534400.0,117602700.0,13968440.0,187710790.0,328200000.0,145900000.0,-37500000.0,108900000.0,241100000.0,-472400000.0,77900000.0,176700000.0,44900000.0,135300000.0,252300000.0,-269100000.0,-487700000.0,-102200000.0,545500000.0,319500000.0,335200000.0,195400000.0
