date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2015874000.0,-826375000.0,-60451000.0,-65000.0,-178000.0,-205234000.0,-20200000.0,-100400000.0,-300000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-270881000.0,-222485000.0,-280722000.0,-202388000.0,-169731000.0,-192299000.0,-182724000.0,-142952000.0,-88348000.0,-145696000.0,-151359000.0,-133073000.0,-301376000.0,-408723000.0,-298450000.0,-226731000.0,-95445000.0,-151494000.0,-174682000.0,-210059000.0,-229243000.0,-260745000.0,-274444000.0,-218604000.0,-175534000.0,-141319000.0,-123985000.0,-87800000.0,-71600000.0,-57200000.0
,otherFinancingActivites,1014000.0,11241000.0,18029000.0,20088000.0,6308000.0,8743000.0,20769000.0,16704000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42405000.0,0.0,0.0,0.0,0.0,0.0,686000.0,716000.0,761000.0,774000.0,781000.0,695000.0,51900000.0,400000.0,400000.0
,netCashUsedProvidedByFinancingActivities,-269867000.0,-211244000.0,-262693000.0,-182300000.0,-163423000.0,-183556000.0,-161955000.0,-126248000.0,-88348000.0,-144218000.0,-143072000.0,-133073000.0,-287851000.0,-358672000.0,-197981000.0,-184326000.0,-48740000.0,-129933000.0,-152625000.0,-185947000.0,-209514000.0,-218266000.0,-165728000.0,-141902000.0,-169404000.0,-135054000.0,-73884000.0,-51700000.0,-42500000.0,-21100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217000.0,509000.0,-1470000.0,-634000.0,-423000.0,624000.0,400000.0,-500000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126000.0,11425000.0,6320000.0,-66815000.0,72057000.0,-44116000.0,0.0,0.0,100000.0
,cashAtEndOfPeriod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89000.0,0.0,0.0,0.0,0.0,0.0,75312000.0,75186000.0,63761000.0,57441000.0,124256000.0,52199000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89000.0,0.0,0.0,0.0,0.0,0.0,0.0,75186000.0,63761000.0,57441000.0,124256000.0,52199000.0,96315000.0,76800000.0,51400000.0,53300000.0
,operatingCashFlow,270014000.0,222755000.0,279282000.0,202410000.0,169531000.0,192789000.0,180910000.0,155462000.0,99943000.0,145696000.0,151359000.0,-27041000.0,-37072000.0,-40597000.0,-33674000.0,184415000.0,48740000.0,129933000.0,152625000.0,210059000.0,229243000.0,258908000.0,258025000.0,195637000.0,224230000.0,200587000.0,117764000.0,94200000.0,72800000.0,38600000.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50463000.0,-31910000.0,-35341000.0,-21157000.0,-7644000.0,-21210000.0,-7300000.0,-6100000.0,-4400000.0
,freeCashFlow,270014000.0,222755000.0,279282000.0,202410000.0,169531000.0,192789000.0,180910000.0,155462000.0,99943000.0,145696000.0,151359000.0,-27041000.0,-37072000.0,-40597000.0,-33674000.0,184415000.0,48740000.0,129933000.0,152625000.0,210059000.0,229243000.0,208445000.0,226115000.0,160296000.0,203073000.0,192943000.0,96554000.0,86900000.0,66700000.0,34200000.0
