date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY
,otherFinancingActivites,-40938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,500000.0,0.0,0.0,0.0,0.0,-76731.0,0.0,0.0,0.0,0.0,-93750.0,0.0,122100.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,11125979.0,1147437.0,9349872.0,2958297.0,5606755.0,4654731.0,3360032.0,2080224.0,1971293.0,1925433.0,2069465.0,1540680.0,1930400.0,1346737.0,2427684.0,1596442.0,542125.0,560400.0,1089764.0,713750.0,937750.0,124570.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,5776706.0,-3145996.0,5414369.0,-564036.0,1268141.0,-394683.0,1125005.0,-18633.0,128203.0,-52246.0,61793.0,-248534.0,-185415.0,-396271.0,827752.0,7006.0,-4713.0,-4335.0,4609.0,-210959.0,213965.0,1820.0,-1850.0,-2219.0
,cashAtEndOfPeriod,9604780.0,3828074.0,6974070.0,1559701.0,2123737.0,855596.0,1250279.0,125274.0,143907.0,15704.0,67950.0,6157.0,254691.0,440106.0,836377.0,8625.0,1619.0,6332.0,10667.0,6058.0,217017.0,3052.0,634.0,2484.0
,cashAtBeginningOfPeriod,3828074.0,6974070.0,1559701.0,2123737.0,855596.0,1250279.0,125274.0,143907.0,15704.0,67950.0,6157.0,254691.0,440106.0,836377.0,8625.0,1619.0,6332.0,10667.0,6058.0,217017.0,3052.0,1232.0,2484.0,4703.0
,operatingCashFlow,-5197608.0,-4293433.0,-3910680.0,-3505900.0,-4329307.0,-5049414.0,-2138971.0,-2098857.0,-1841355.0,-1968333.0,-1977517.0,-1777388.0,-2104272.0,-1718904.0,-1584281.0,-1559366.0,-542056.0,-514503.0,-1007431.0,-800667.0,-678927.0,-122750.0,-1850.0,-2219.0
,capitalExpenditure,-151665.0,0.0,-24823.0,-16433.0,-9307.0,0.0,-96056.0,0.0,-1735.0,-2541.0,-17068.0,-1407.0,-11543.0,-17810.0,-15651.0,-30070.0,-4782.0,-1198.0,0.0,-6478.0,-13476.0,0.0,0.0,0.0
,freeCashFlow,-5349273.0,-4293433.0,-3935503.0,-3522333.0,-4338614.0,-5049414.0,-2235027.0,-2098857.0,-1843090.0,-1970874.0,-1994585.0,-1778795.0,-2115815.0,-1736714.0,-1599932.0,-1589436.0,-546838.0,-515701.0,-1007431.0,-807145.0,-692403.0,-122750.0,-1850.0,-2219.0
