date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-25_FY,2003-12-27_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,1999-12-25_FY,1998-12-26_FY,1997-12-27_FY,1996-12-28_FY,1995-12-30_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY
,EBITDARatio,-0.00648815653964985,0.0370996524842679,0.0391284611892873,0.0474609375,0.0587061065239089,0.0371791592052528,0.0038552321007081,0.000355808574986657,0.0149775617053104,0.0213380300139266,0.0147253502965701,-0.00336791831357049,-0.0890521523178808,0.0492916022668727,0.0656851642129105,0.0431502497663693,0.0555989679321784,0.0581195889635084,0.0616976314167474,0.0496144880760265,0.027286084701815,0.0566695897885608,0.0600022227161591,0.0595415302173266,0.0529741308288021,0.0581215885563712,0.0568655946744175,0.0554371002132196,0.0478938257357184,0.0409747847478475,0.035953978906999,0.0324221233312142,0.0174242424242424,-0.0654761904761905
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-252000000.0,191000000.0,239000000.0,327000000.0,466000000.0,183000000.0,-228000000.0,-205000000.0,-43000000.0,33754000.0,-37000000.0,-265000000.0,-1545000000.0,484000000.0,707000000.0,348042000.0,485000000.0,470000000.0,500000000.0,354000000.0,110000000.0,413000000.0,399000000.0,303000000.0,239000000.0,244000000.0,193000000.0,112600000.0,62200000.0,38000000.0,15900000.0,7400000.0,1300000.0,-2400000.0
,operatingIncomeRatio,-0.0259526261585994,0.0179393256316333,0.021697684975034,0.03193359375,0.0422829144360766,0.0156050140700947,-0.0179386309992132,-0.0182351894680662,-0.00402019446522064,0.00293780434766148,-0.00318060689418035,-0.0218214756258235,-0.106581125827815,0.0311695002575992,0.0470987942175738,0.0243744915590397,0.0357537781054184,0.0380289667448823,0.0440257110152329,0.0317374932759548,0.00950734658599827,0.0402416447432525,0.0443431873749722,0.0451027091396249,0.0393804580655792,0.0459250894033503,0.0452393230509587,0.0436518705175422,0.0358915175995384,0.0292127921279213,0.0254074784276127,0.0235219326128417,0.00984848484848485,-0.0714285714285714
,totalOtherIncomeExpensesNet,7000000.0,21000000.0,15000000.0,12000000.0,51000000.0,1000000.0,2000000.0,14000000.0,34000000.0,30857000.0,34000000.0,17000000.0,26000000.0,29000000.0,31000000.0,23649000.0,18000000.0,15000000.0,7000000.0,-9000000.0,5000000.0,-4000000.0,0.0,-16000000.0,0.0,0.0,4000000.0,4600000.0,1300000.0,-8800000.0,600000.0,2500000.0,2600000.0,100000.0
,incomeBeforeTax,-295000000.0,146000000.0,158000000.0,299000000.0,459000000.0,115000000.0,-291000000.0,127000000.0,-75000000.0,32619000.0,-57000000.0,-311000000.0,-1578000000.0,459000000.0,707000000.0,361515000.0,461000000.0,445000000.0,479000000.0,314000000.0,92000000.0,414000000.0,389000000.0,263000000.0,213000000.0,222000000.0,179000000.0,106500000.0,62100000.0,26900000.0,15900000.0,9700000.0,3800000.0,0.0
,incomeBeforeTaxRatio,-0.0303810504634398,0.0137127829435522,0.0143440762596459,0.02919921875,0.0416477633608565,0.00980642960689008,-0.0228953579858379,0.0112969222558264,-0.00701196709050112,0.00283901878344403,-0.00489985386400756,-0.0256093544137022,-0.10885761589404,0.0295595054095827,0.0470987942175738,0.025318048729654,0.033984518982676,0.0360061493648353,0.0421766311525931,0.0281513358436435,0.00795159896283492,0.0403390821397252,0.043231829295399,0.0391485561178922,0.0350963914977756,0.0417843026538679,0.0419577141249824,0.0412870711378174,0.0358338141950375,0.020679581795818,0.0254074784276127,0.0308328035600763,0.0287878787878788,0.0
,incomeTaxExpense,24000000.0,47000000.0,59000000.0,153000000.0,-220000000.0,39000000.0,12000000.0,147000000.0,1697000.0,-63072000.0,-10470000.0,287572000.0,-98645000.0,63000000.0,204000000.0,87723000.0,126000000.0,143000000.0,168000000.0,113000000.0,43000000.0,156000000.0,156000000.0,104000000.0,84000000.0,90000000.0,74000000.0,43100000.0,24300000.0,12500000.0,6200000.0,3800000.0,700000.0,0.0
,netIncome,-319000000.0,99000000.0,104000000.0,181000000.0,529000000.0,8000000.0,-354000000.0,-20000000.0,-77000000.0,95694000.0,-45000000.0,-596000000.0,-1479000000.0,396000000.0,503000000.0,273792000.0,336000000.0,276000000.0,311000000.0,201000000.0,49000000.0,258000000.0,233000000.0,160000000.0,129000000.0,132000000.0,105000000.0,63400000.0,39200000.0,14400000.0,9700000.0,5900000.0,3100000.0,-2300000.0
,netIncomeRatio,-0.0328527291452111,0.00929839391377853,0.0094416704493872,0.01767578125,0.0479992741130569,0.000682186407435832,-0.0278520849724626,-0.00177904287493329,-0.00719895287958115,0.00832879804601284,-0.00386830568211124,-0.0490777338603426,-0.102028145695364,0.0255023183925811,0.0335087602424888,0.0191745271919268,0.0247696277183929,0.0223319038757181,0.0273839922514749,0.0180204410973642,0.00423509075194468,0.0251388482899737,0.0258946432540565,0.0238166120869306,0.0212555610479486,0.0248447204968944,0.0246120669448221,0.0245784066679589,0.0226197345643393,0.011070110701107,0.0155001597954618,0.0187539732994278,0.0234848484848485,-0.068452380952381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-6.05000008344828,1.79024,1.84397,3.38318,9.8,0.14414,-0.66168,-0.06289,-0.275,3.44324584949517,-0.16304,-2.18315,-5.41758,1.43478,1.74653,8.8,1.06329,0.87898,0.96584,0.63608,0.15756,0.65482,0.5796,0.60377,0.49049,0.51163,4.6,3.3,1.9,0.8,0.9,0.6,0.5,-0.7
,EPSDiluted,-6.05000008344828,1.79024,1.84397,3.38318,9.6,0.14414,-0.66168,-0.06289,-0.275,2.68202927715199,-0.16304,-2.18315,-5.41758,1.43478,1.74653,8.7,1.06329,0.87898,0.96584,0.63608,0.15756,0.65482,0.5796,0.60377,0.49049,0.51163,4.6,3.2,1.9,0.8,0.9,0.6,0.5,-0.7
,weightedAverageShsOut,52727272.0,55300000.0,56400000.0,53500000.0,53979592.0,55500000.0,535000000.0,318000000.0,280000000.0,27791800.0,276000000.0,273000000.0,273000000.0,276000000.0,288000000.0,31112727.0,316000000.0,314000000.0,322000000.0,316000000.0,311000000.0,394000000.0,402000000.0,265000000.0,263000000.0,258000000.0,22826087.0,19212121.0,20631579.0,18000000.0,10777778.0,9833333.0,6200000.0,2408200.0
,weightedAverageShsOutDil,52727272.0,55300000.0,56400000.0,53500000.0,55104167.0,55500000.0,535000000.0,318000000.0,280000000.0,35679700.0,276000000.0,273000000.0,273000000.0,276000000.0,288000000.0,31470345.0,316000000.0,314000000.0,322000000.0,316000000.0,311000000.0,394000000.0,402000000.0,265000000.0,263000000.0,258000000.0,22826087.0,19812500.0,20631579.0,18000000.0,10777778.0,9833333.0,6200000.0,2408200.0
