date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2006-02-22_FY,2005-12-31_FY,2005-02-22_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,costAndExpenses,37195000000.0,45510000000.0,46429000000.0,41056000000.0,37444000000.0,43755000000.0,49856000000.0,50028000000.0,56722000000.0,51078000000.0,36520000000.0,28952000000.0,44542000000.0,38905000000.0,35573000000.0,27513000000.0,31787000000.0,22998000000.0,26998000000.0,21075000000.0,18833000000.0,19139000000.0,17750000000.0,17648000000.0,18235000000.0,16134000000.0,14235000000.0,14098000000.0,12684000000.0,10817000000.0,10163000000.0,10362000000.0,10894000000.0,10300000000.0,9435000000.0,7698000000.0,7072000000.0,6423000000.0
,interestExpense,514000000.0,421000000.0,404000000.0,531000000.0,505000000.0,507000000.0,484000000.0,465000000.0,467000000.0,1222000000.0,1257000000.0,1434000000.0,1427000000.0,1420000000.0,1297000000.0,-768000000.0,1028000000.0,-520000000.0,750000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2432000000.0,2577000000.0,2766000000.0,2877000000.0,3034000000.0,3046000000.0,3163000000.0,3087000000.0,2813000000.0,2527000000.0,2296000000.0,2336000000.0,1980000000.0,1797000000.0,1602000000.0,1477000000.0,1477000000.0,1397000000.0,1397000000.0,1347000000.0,1220000000.0,1169000000.0,1022000000.0,945000000.0,865000000.0,738000000.0,696000000.0,682000000.0,683000000.0,668000000.0,654000000.0,602000000.0,533000000.0,471000000.0,434000000.0,403000000.0,436000000.0,476000000.0
,EBITDA,6985000000.0,10867000000.0,11059000000.0,7283000000.0,4127000000.0,6302000000.0,8491000000.0,8715000000.0,11966000000.0,11587000000.0,8364000000.0,5780000000.0,8762000000.0,7850000000.0,7546000000.0,2597000000.0,6029000000.0,2128000000.0,4650000000.0,3035000000.0,2539000000.0,2480000000.0,3447000000.0,2999000000.0,3607000000.0,3529000000.0,2983000000.0,2656000000.0,2327000000.0,1466000000.0,685000000.0,422000000.0,1075000000.0,1297000000.0,1434000000.0,885000000.0,685000000.0,778000000.0
,EBITDARatio,0.167313404234933,0.201988847583643,0.202094221702423,0.160199727244732,0.107091885720217,0.134053732105252,0.153867062916787,0.156586890901251,0.181647058823529,0.192673517576241,0.196393350239504,0.178417088529448,0.170719351570415,0.174607411361715,0.181756870679481,0.0714659181595531,0.165909903959933,0.070344781990678,0.153713926812337,0.133330404603963,0.125992457324335,0.121271393643032,0.170855018587361,0.152218048929043,0.171950231205606,0.186472919418758,0.180547149255538,0.165256346441015,0.162409268565047,0.126216099870857,0.067196390033353,0.0414456884698488,0.0940013990905911,0.116573791119899,0.137422137038812,0.108190709046455,0.0935664526704002,0.115687732342007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,4553000000.0,8290000000.0,8293000000.0,4406000000.0,1093000000.0,3256000000.0,5328000000.0,5628000000.0,9153000000.0,9060000000.0,6068000000.0,3444000000.0,6782000000.0,6053000000.0,5944000000.0,1120000000.0,4552000000.0,731000000.0,3253000000.0,1688000000.0,1319000000.0,1311000000.0,2425000000.0,2054000000.0,2742000000.0,2791000000.0,2287000000.0,1974000000.0,1644000000.0,798000000.0,31000000.0,-180000000.0,542000000.0,826000000.0,1000000000.0,482000000.0,249000000.0,302000000.0
,operatingIncomeRatio,0.109059116604388,0.154089219330855,0.151547823544461,0.0969161057586556,0.0283623530632898,0.0692603858671375,0.0965497245578429,0.101121172919362,0.138944971537002,0.150653496956999,0.142481450173758,0.106309420916162,0.132140908736653,0.134636772098403,0.143170267601224,0.0308208811469771,0.125264866947357,0.0241644904300684,0.107533635251727,0.0741554276677064,0.0654525605398968,0.0641075794621027,0.120198265179678,0.104253375291849,0.130714592172379,0.147476882430647,0.138421498607917,0.122822299651568,0.114740368509213,0.0687042617305209,0.00304100451245831,-0.0176782557454331,0.0473941937740469,0.0742405177062736,0.095831336847149,0.0589242053789731,0.0340117470290944,0.044907063197026
,totalOtherIncomeExpensesNet,-44000000.0,-57000000.0,-67000000.0,207000000.0,-449000000.0,106000000.0,239000000.0,-35000000.0,-450000000.0,-1113000000.0,-1147000000.0,-1539000000.0,-983000000.0,320000000.0,214000000.0,377000000.0,377000000.0,204000000.0,204000000.0,55000000.0,70000000.0,146000000.0,55000000.0,176000000.0,189000000.0,250000000.0,197000000.0,147000000.0,75000000.0,365000000.0,134000000.0,93000000.0,152000000.0,205000000.0,218000000.0,162000000.0,47000000.0,157000000.0
,incomeBeforeTax,3995000000.0,7812000000.0,7822000000.0,4082000000.0,139000000.0,2855000000.0,5083000000.0,5128000000.0,8236000000.0,6725000000.0,3750000000.0,569000000.0,4473000000.0,4953000000.0,4861000000.0,1120000000.0,3901000000.0,731000000.0,2707000000.0,1477000000.0,1114000000.0,1169000000.0,1500000000.0,1401000000.0,2178000000.0,2461000000.0,1974000000.0,1637000000.0,1309000000.0,723000000.0,-332000000.0,-556000000.0,288000000.0,659000000.0,878000000.0,435000000.0,99000000.0,225000000.0
,incomeBeforeTaxRatio,0.0956932068602089,0.145204460966543,0.142940681992617,0.0897892745589723,0.00360692321664893,0.0607304673374317,0.0921100318933024,0.0921374155526807,0.125024667931689,0.111826133226911,0.0880529726683573,0.0175638967773799,0.087152209492635,0.110169491525424,0.117084567767421,0.0308208811469771,0.107350229780676,0.0241644904300684,0.089484645135698,0.0648859992092431,0.0552798729654625,0.0571638141809291,0.0743494423791822,0.0711095320272054,0.103828002097535,0.13003963011889,0.119477060888512,0.101854156296665,0.0913595756560581,0.0622470942746449,-0.0325681773592309,-0.0546061677470045,0.0251836306400839,0.0592306309545209,0.0841399137517968,0.0531784841075795,0.0135227427947002,0.033457249070632
,incomeTaxExpense,1006000000.0,1746000000.0,1698000000.0,3339000000.0,192000000.0,742000000.0,1380000000.0,1319000000.0,2528000000.0,1720000000.0,968000000.0,-270000000.0,953000000.0,1485000000.0,1405000000.0,1120000000.0,1120000000.0,731000000.0,731000000.0,398000000.0,312000000.0,367000000.0,447000000.0,455000000.0,665000000.0,796000000.0,613000000.0,501000000.0,354000000.0,42000000.0,-114000000.0,-152000000.0,78000000.0,162000000.0,262000000.0,116000000.0,23000000.0,27000000.0
,netIncome,2998000000.0,6093000000.0,6147000000.0,754000000.0,-67000000.0,2102000000.0,3695000000.0,3789000000.0,5681000000.0,4928000000.0,2700000000.0,895000000.0,3557000000.0,3541000000.0,3537000000.0,0.0,2854000000.0,0.0,2035000000.0,1099000000.0,798000000.0,805000000.0,1053000000.0,946000000.0,1513000000.0,1665000000.0,1361000000.0,1136000000.0,955000000.0,652000000.0,-2435000000.0,-404000000.0,210000000.0,497000000.0,616000000.0,319000000.0,76000000.0,198000000.0
,netIncomeRatio,0.0718118233208776,0.113252788104089,0.112331420635211,0.0165852800140777,-0.00173858888860057,0.0447129395247921,0.0669578138590896,0.0680789133247089,0.0862390891840607,0.0819448601549769,0.0633981403212172,0.027626867514508,0.0693048086665108,0.078762400462654,0.0851940169087362,0.0,0.0785382096370291,0.0,0.0672705034544313,0.0482801036770197,0.0395990472409686,0.0393643031784841,0.0521933085501859,0.0480154299055933,0.0721266148638986,0.0879788639365918,0.08237501513134,0.070681931309109,0.0666527079843663,0.0561343090830822,-0.238865999607612,-0.0396778628953054,0.0183630640083945,0.044670142009707,0.0590321034978438,0.0389975550122249,0.0103810954787597,0.0294423791821561
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,5.33831908831909,10.85,10.39,1.27,-0.11,4.23,5.99,5.87,8.71,7.64,4.28,1.45,5.83,5.55,5.37,4.21,4.21,5.95,2.975,1.59,1.16,1.175,1.52,1.33,2.085,2.22,1.76750000062337,1.43000000073011,1.17500000064594,0.765,-3.015,-0.5,0.26,0.615,0.76,0.4,0.1,0.255
,EPSDiluted,5.33831908831909,10.74,10.26,1.26,-0.11,4.18,5.88,5.75,8.48,7.4,4.15,1.43,5.66,5.37,5.17,4.21,4.04,5.95,2.875,1.565,1.15,1.16,1.51,1.315,2.055,2.185,1.74985714235718,1.42679425871454,1.16123540856031,0.76,-3.015,-0.5,0.26,0.615,0.76,0.4,0.1,0.255
,weightedAverageShsOut,561600000.0,561600000.0,591400000.0,591800000.0,584300000.0,594300000.0,617200000.0,645200000.0,652600000.0,645000000.0,631500000.0,615200000.0,610500000.0,638200000.0,658700000.0,678000000.0,678400000.0,342000000.0,684600000.0,690400000.0,688000000.0,686600000.0,692763158.0,711278195.0,725659472.0,750000000.0,770014144.0,794405594.0,812765957.0,852287582.0,807628524.0,808000000.0,807692308.0,808130081.0,810526316.0,797500000.0,760000000.0,776470588.0
,weightedAverageShsOutDil,561600000.0,567500000.0,599400000.0,599300000.0,584300000.0,601300000.0,628900000.0,658600000.0,669600000.0,666100000.0,650400000.0,626000000.0,627900000.0,659500000.0,683800000.0,705000000.0,705800000.0,353000000.0,707400000.0,702800000.0,693800000.0,694200000.0,697350993.0,719391635.0,736253041.0,762013730.0,777777778.0,796190476.0,822400000.0,857894737.0,807628524.0,808000000.0,807692308.0,808130081.0,810526316.0,797500000.0,760000000.0,776470588.0
