date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2008-01-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,operatingExpenses,202000000.0,227000000.0,192300000.0,321700000.0,313800000.0,271200000.0,262400000.0,267700000.0,199900000.0,190100000.0,200800000.0,194400000.0,615000000.0,-109000000.0,303700000.0,298100000.0,294000000.0,356800000.0,199200000.0,277700000.0,469300000.0,470200000.0,421400000.0,368700000.0,352300000.0,331500000.0,324000000.0,322500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,2122000000.0,2234000000.0,2276300000.0,2203700000.0,2037800000.0,1953900000.0,2020200000.0,1904600000.0,1603000000.0,1434300000.0,1388700000.0,1188900000.0,2019800000.0,1395000000.0,1971300000.0,2124900000.0,2077300000.0,2098500000.0,1729900000.0,1897400000.0,2591400000.0,2832800000.0,2501500000.0,2222500000.0,2491000000.0,2455000000.0,2574300000.0,2480900000.0,2078700000.0,1887200000.0,1595800000.0,1648700000.0,1705400000.0,1578500000.0,1676100000.0,1386900000.0,1224100000.0
,interestExpense,17000000.0,17000000.0,15000000.0,18400000.0,31000000.0,30100000.0,28600000.0,34600000.0,47800000.0,54300000.0,60800000.0,71600000.0,0.0,49000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,111000000.0,123000000.0,120000000.0,123300000.0,112800000.0,101900000.0,100700000.0,91300000.0,73900000.0,78900000.0,82000000.0,80000000.0,100400000.0,100000000.0,107900000.0,128000000.0,132700000.0,143600000.0,135000000.0,131900000.0,170200000.0,235500000.0,202000000.0,185400000.0,183900000.0,191800000.0,202600000.0,197300000.0,183200000.0,163000000.0,149800000.0,152300000.0,141800000.0,145100000.0,147500000.0,120000000.0,108200000.0
,EBITDA,777000000.0,199000000.0,671700000.0,653500000.0,308400000.0,40500000.0,15300000.0,271900000.0,186700000.0,1500000.0,76900000.0,-54200000.0,-543200000.0,-543000000.0,-158500000.0,238200000.0,654300000.0,894500000.0,705300000.0,177200000.0,-61500000.0,335500000.0,579100000.0,260000000.0,95400000.0,222800000.0,471500000.0,755900000.0,615800000.0,460500000.0,256100000.0,296900000.0,445900000.0,366000000.0,393000000.0,239300000.0,145000000.0
,EBITDARatio,0.278694404591105,0.0861471861471862,0.237517680339463,0.239035809649219,0.138085430285663,0.0214002642007926,0.00790779408724416,0.130395165931326,0.108812215875976,0.0011054609772275,0.0555796472969066,-0.051389020574571,-0.39471007121058,-0.394622093023256,-0.0929673294621385,0.106572412867433,0.251760360152372,0.313925738752018,0.306625510825146,0.091213259896021,-0.0260626350807306,0.114395799236225,0.201174181893976,0.113186191284663,0.0397086368366285,0.0896218825422365,0.165834271243669,0.248692219114986,0.245211643371959,0.210784089348652,0.150461194994419,0.165560698154241,0.221895994028365,0.203401133711237,0.204517069109076,0.158876643208073,0.114997224204933
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,666000000.0,76000000.0,551700000.0,530200000.0,195600000.0,-61400000.0,-85400000.0,180600000.0,112800000.0,-77400000.0,-5100000.0,-134200000.0,-643600000.0,-643000000.0,-266400000.0,110200000.0,521600000.0,750900000.0,570300000.0,45300000.0,-231700000.0,100000000.0,377100000.0,74600000.0,-88500000.0,31000000.0,268900000.0,558600000.0,432600000.0,297500000.0,106300000.0,144600000.0,304100000.0,220900000.0,245500000.0,119300000.0,36800000.0
,operatingIncomeRatio,0.238880918220947,0.0329004329004329,0.19508486562942,0.193935403635832,0.0875794752395451,-0.032443857331572,-0.0441389290882779,0.0866103970842125,0.0657419279636321,-0.0570417864249392,-0.00368603642671292,-0.127239973452167,-0.467664583636099,-0.467296511627907,-0.156255498856238,0.0493042816876202,0.200700296279195,0.263529164034534,0.247934962177202,0.0233180624903485,-0.0981904479382972,0.0340971085651937,0.131001181129716,0.0324757302685995,-0.0368366285119667,0.0124698310539019,0.094576533483399,0.183780227011022,0.172261378568869,0.136174303107978,0.0624522648493038,0.0806334690235878,0.151331176909679,0.122763143269979,0.127758118234804,0.0792059487451866,0.0291855024189071
,totalOtherIncomeExpensesNet,-27000000.0,-89000000.0,-30000000.0,-700000.0,1400000.0,-2800000.0,10200000.0,62000000.0,-25500000.0,-49800000.0,21100000.0,36400000.0,-357100000.0,0.0,-43800000.0,85600000.0,-11200000.0,-75000000.0,119600000.0,35200000.0,-132300000.0,-82200000.0,-8200000.0,-23100000.0,-30600000.0,-343600000.0,-358400000.0,10000000.0,7800000.0,7300000.0,12100000.0,23900000.0,25500000.0,24800000.0,1300000.0,5300000.0,5300000.0
,incomeBeforeTax,621000000.0,-23000000.0,524000000.0,510200000.0,164900000.0,-95400000.0,-105000000.0,206600000.0,38000000.0,-184100000.0,-47900000.0,-169400000.0,-753300000.0,-753000000.0,-270600000.0,154000000.0,536400000.0,703200000.0,517100000.0,-20900000.0,-289100000.0,-25300000.0,356300000.0,17800000.0,-145400000.0,-326300000.0,-97500000.0,556700000.0,427600000.0,283100000.0,87400000.0,137000000.0,291900000.0,214100000.0,208300000.0,108200000.0,30700000.0
,incomeBeforeTaxRatio,0.222740315638451,-0.00995670995670996,0.185289957567185,0.186619847104869,0.073833616906958,-0.0504095112285337,-0.0542691751085383,0.0990792250143871,0.0221471033920037,-0.135676910605056,-0.0346198323214802,-0.160614392718309,-0.547376834762389,-0.547238372093023,-0.158718986450818,0.0689007203257125,0.206395013274847,0.246788797641609,0.224806538561864,-0.0107582230915736,-0.122515574013646,-0.008626568466994,0.123775446397554,0.00774890078795002,-0.0605202913631634,-0.131255028157683,-0.0342923466516601,0.183155124198059,0.170270377891928,0.129583009108802,0.0513483344104342,0.0763954720347962,0.145260014929087,0.118984105813049,0.10839925062448,0.0718364095073695,0.0243476881592513
,incomeTaxExpense,125000000.0,-13000000.0,122300000.0,119100000.0,19800000.0,-2700000.0,-27200000.0,41100000.0,7600000.0,-39100000.0,-22100000.0,-63400000.0,-202000000.0,-202000000.0,-133400000.0,24200000.0,61300000.0,279700000.0,233100000.0,4300000.0,-112400000.0,-11500000.0,139500000.0,15800000.0,-43600000.0,-125600000.0,-45800000.0,209800000.0,173200000.0,106200000.0,31500000.0,45900000.0,99300000.0,78900000.0,83300000.0,43300000.0,5200000.0
,netIncome,499000000.0,-5000000.0,394600000.0,389800000.0,149800000.0,-88100000.0,-75400000.0,177100000.0,28800000.0,-181300000.0,-39000000.0,-121400000.0,-578800000.0,-578000000.0,-179900000.0,123700000.0,455500000.0,420700000.0,272500000.0,-62000000.0,-171600000.0,-13800000.0,216800000.0,2000000.0,-101800000.0,-200700000.0,-51700000.0,346900000.0,244000000.0,176900000.0,55900000.0,91100000.0,192600000.0,153600000.0,125000000.0,64900000.0,25500000.0
,netIncomeRatio,0.178981348637016,-0.00216450216450216,0.13953323903819,0.142580196788471,0.0670726246977702,-0.046552179656539,-0.038970436220798,0.084931901016689,0.0167851730970976,-0.133613383447564,-0.0281873373807459,-0.115103820991751,-0.4205784043017,-0.420058139534884,-0.105519385301191,0.0553442798979911,0.175266458886452,0.147645118270513,0.118467959307886,-0.0319143460132805,-0.072721108615502,-0.00470540098199673,0.0753143889390676,0.000870663009882025,-0.042372528616025,-0.0807320997586484,-0.0181837366347777,0.114130613587761,0.0971608330346832,0.0809722158648785,0.0328417836789848,0.0508002007472258,0.0958447374968898,0.0853617872624208,0.0650499583680266,0.0430885672553446,0.020223649773971
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,4.05691056910569,-0.04,2.76,2.7,1.04,-0.62,-0.53,1.27,0.21,-1.28,-0.3,-1.12,-5.62,-5.66667,-1.73,1.18,4.18,3.88,2.58,-0.59,-1.64,-0.13,2.04,0.02,-0.938681420009221,-1.86854110418024,-0.482997010463378,3.14962774650445,2.23,1.63,0.52,0.82,1.68,1.34,1.09,0.58,0.23
,EPSDiluted,4.05691056910569,-0.04,2.73,2.66,1.03,-0.62,-0.53,1.23,0.2,-1.28,-0.302091,-1.12,-5.62,-5.66667,-1.73,1.17,4.15,3.84,2.56,-0.59,-1.64,-0.13,2.04,0.018416,-0.935801240376047,-1.8667258041433,-0.480777068165084,3.14882533066501,2.23,1.63,0.52,0.82,1.68,1.34,1.09,0.58,0.23
,weightedAverageShsOut,123000000.0,123000000.0,143000000.0,144400000.0,143400000.0,142400000.0,141100000.0,139600000.0,137100000.0,133200000.0,129100000.0,108400000.0,102900000.0,102000000.0,103700000.0,105100000.0,109000000.0,108300000.0,105500000.0,104600000.0,104400000.0,104100000.0,106200000.0,108400000.0,108450000.0,107410000.0,107040000.0,110140000.0,109417040.0,108527607.0,107500000.0,111097561.0,114642857.0,114626866.0,114678899.0,111896552.0,110869565.0
,weightedAverageShsOutDil,123000000.0,123000000.0,144400000.0,146400000.0,145300000.0,142400000.0,141100000.0,144300000.0,142600000.0,133200000.0,129100000.0,108400000.0,102900000.0,102000000.0,103700000.0,105500000.0,109700000.0,109600000.0,106500000.0,104600000.0,104400000.0,104100000.0,106200000.0,108600000.0,108783784.0,107514451.0,107534247.0,110168067.0,109417040.0,108527607.0,107500000.0,111097561.0,114642857.0,114626866.0,114678899.0,111896552.0,110869565.0
