date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1986-12-31_FY,1985-12-31_FY
,otherInvestingActivites,0.0,0.0,-40429000.0,-3421000.0,-11652000.0,-2958000.0,-1826000.0,-342000.0,0.0,-37000.0,-4000.0,0.0,260000.0,0.0,-1000000.0,0.0,-3000.0,15421000.0,-137000.0,-86000.0,17000.0,-300000.0,0.0,0.0,-5400000.0,-700000.0,-200000.0,-600000.0,-100000.0,-100000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-8203000.0,-25294000.0,-40429000.0,-21972000.0,-53068000.0,-3792000.0,-2113000.0,-342000.0,-350000.0,-195000.0,-736000.0,-119000.0,-3000.0,-133000.0,-752000.0,-427000.0,-452000.0,15925000.0,32000.0,11362000.0,-1007000.0,-700000.0,-600000.0,-900000.0,-7800000.0,-2500000.0,-700000.0,-4000000.0,-1500000.0,-500000.0,-400000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-18219000.0,-25556000.0,0.0,-70000.0,-3292000.0,-3064000.0,-17000.0,-551000.0,-32000.0,-25000.0,0.0,-250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,19000.0,24858000.0,0.0,1963000.0,74000.0,5708000.0,25000.0,0.0,1917000.0,464000.0,614000.0,221000.0,4000.0,36000.0,324000.0,121000.0,0.0,0.0,100000.0,500000.0,3400000.0,200000.0,1000000.0,1100000.0,4000000.0,0.0,100000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,-36000.0,-3000.0,0.0,-63000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80000.0,-1315000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-3107000.0,-6239000.0,269000.0,-36000.0,19000.0,94000.0,2296000.0,2337000.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,-273000.0,0.0,-65000.0,-1659000.0,0.0,-100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,30449000.0,25333000.0,269000.0,-10000.0,-3111000.0,164465000.0,2296000.0,2337000.0,542000.0,7200000.0,5308000.0,98000.0,966000.0,764000.0,1614000.0,221000.0,-258000.0,-13212000.0,-268000.0,-7646000.0,-36000.0,-200000.0,-1000000.0,500000.0,9700000.0,2700000.0,3500000.0,2900000.0,4800000.0,-1600000.0,1900000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-714000.0,-860000.0,446000.0,-301000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,3113000.0,-14096000.0,-39314000.0,-21185000.0,-71692000.0,156782000.0,-435000.0,-378000.0,-2202000.0,3992000.0,953000.0,-743000.0,295000.0,254000.0,-15000.0,-441000.0,-1178000.0,1989000.0,-59000.0,-347000.0,-652000.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,16182000.0,13069000.0,26692000.0,66006000.0,87191000.0,158883000.0,2101000.0,2536000.0,2914000.0,5116000.0,1124000.0,171000.0,914000.0,619000.0,365000.0,380000.0,821000.0,1999000.0,10000.0,69000.0,416000.0,0.0,0.0,300000.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,13069000.0,27165000.0,66006000.0,87191000.0,158883000.0,2101000.0,2536000.0,2914000.0,5116000.0,1124000.0,171000.0,914000.0,619000.0,365000.0,380000.0,821000.0,1999000.0,10000.0,69000.0,416000.0,1068000.0,1200000.0,300000.0,200000.0,1000000.0,900000.0,1900000.0,3600000.0,200000.0,100000.0,300000.0,0.0,0.0,0.0
,operatingCashFlow,-18419000.0,-13275000.0,400000.0,1098000.0,-15513000.0,-3891000.0,-618000.0,-2373000.0,-2394000.0,-3013000.0,-3619000.0,-722000.0,-668000.0,-377000.0,-877000.0,-235000.0,-468000.0,-724000.0,177000.0,-4063000.0,391000.0,800000.0,2400000.0,500000.0,-2700000.0,-100000.0,-3800000.0,-500000.0,100000.0,2200000.0,-1700000.0,0.0,0.0,0.0
,capitalExpenditure,-8203000.0,-25332000.0,-40429000.0,-18551000.0,-41416000.0,-834000.0,-287000.0,-342000.0,-350000.0,-158000.0,-732000.0,-119000.0,-263000.0,-133000.0,-87000.0,-817000.0,-99000.0,-104000.0,-219000.0,-552000.0,-1064000.0,-600000.0,-600000.0,-900000.0,-2400000.0,-1800000.0,-500000.0,-3400000.0,-1400000.0,-400000.0,-400000.0,0.0,0.0,0.0
,freeCashFlow,-26622000.0,-38607000.0,-40029000.0,-17453000.0,-56929000.0,-4725000.0,-905000.0,-2715000.0,-2744000.0,-3171000.0,-4351000.0,-841000.0,-931000.0,-510000.0,-964000.0,-1052000.0,-567000.0,-828000.0,-42000.0,-4615000.0,-673000.0,200000.0,1800000.0,-400000.0,-5100000.0,-1900000.0,-4300000.0,-3900000.0,-1300000.0,1800000.0,-2100000.0,0.0,0.0,0.0
