date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY,1984-12-31_FY,1983-12-31_FY
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27600000.0,30800000.0
,operatingIncomeRatio,0.371559633027523,0.410855499640546,0.358758144883097,0.295812303788948,0.215954558923331,0.283932025149945,0.19984511256383,0.25167928395165,0.232128352742935,-0.181596409582854,-0.549158930997322,-0.143194079741465,0.297443755443416,0.389076454284299,0.413032935912983,0.393198393075933,0.3489832484963,0.34335984974036,0.327351579655022,0.220943143549425,0.301190476190476,0.292411014103425,0.378989898989899,0.413301023155627,0.389862926362767,0.348417954378219,0.323967645806726,0.313744536182613,0.221113445378151,0.214245653393158,0.119421747328724,0.0,0.0,0.0,0.0,0.257943925233645,0.302554027504912
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,1053000000.0,1143000000.0,936000000.0,704908000.0,451859000.0,621423000.0,406432000.0,541566000.0,521273000.0,-403168000.0,-1623020000.0,-309634000.0,729482000.0,901075000.0,743539000.0,626113000.0,553344000.0,484809000.0,447979000.0,241370000.0,303600000.0,217700000.0,187600000.0,153500000.0,122300000.0,94700000.0,76100000.0,64600000.0,42100000.0,38200000.0,19000000.0,0.0,0.0,0.0,0.0,27600000.0,30800000.0
,incomeBeforeTaxRatio,0.371559633027523,0.410855499640546,0.358758144883097,0.295812303788948,0.215954558923331,0.283932025149945,0.19984511256383,0.25167928395165,0.232128352742935,-0.181596409582854,-0.549158930997322,-0.143194079741465,0.297443755443416,0.389076454284299,0.413032935912983,0.393198393075933,0.3489832484963,0.34335984974036,0.327351579655022,0.220943143549425,0.301190476190476,0.292411014103425,0.378989898989899,0.413301023155627,0.389862926362767,0.348417954378219,0.323967645806726,0.313744536182613,0.221113445378151,0.214245653393158,0.119421747328724,0.0,0.0,0.0,0.0,0.257943925233645,0.302554027504912
,incomeTaxExpense,237000000.0,259000000.0,344000000.0,235858000.0,142388000.0,222961000.0,142977000.0,193416000.0,198583000.0,-106819000.0,-401343000.0,-43365000.0,235737000.0,317950000.0,263418000.0,220126000.0,213751000.0,167702000.0,157800000.0,79661000.0,109500000.0,70900000.0,65200000.0,52100000.0,41000000.0,30900000.0,24700000.0,21200000.0,13000000.0,11600000.0,5100000.0,0.0,0.0,0.0,0.0,2600000.0,6300000.0
,netIncome,816000000.0,884000000.0,592000000.0,469050000.0,309471000.0,398462000.0,263791000.0,349516000.0,323804000.0,-292728000.0,-1216111000.0,-266269000.0,493745000.0,583125000.0,480121000.0,405987000.0,337823000.0,256278000.0,283020000.0,161709000.0,194100000.0,146800000.0,122400000.0,101400000.0,81300000.0,63800000.0,53000000.0,43400000.0,29100000.0,26600000.0,17700000.0,-17900000.0,-14400000.0,20600000.0,28200000.0,25000000.0,24500000.0
,netIncomeRatio,0.287932251235004,0.317757009345794,0.226906860866232,0.196835276507297,0.14790382244143,0.182059760590286,0.129707656110555,0.162428838977419,0.144193328892103,-0.131851619633427,-0.411478735156735,-0.123139398188442,0.201322811298167,0.251788372116119,0.266705292154786,0.254959465798856,0.213058365061816,0.181505655983614,0.206811131936909,0.148023759374545,0.192559523809524,0.197179314976494,0.247272727272727,0.273021001615509,0.25916480714058,0.234731420161884,0.225627926777352,0.210781932977173,0.152836134453782,0.149186763881099,0.11125078566939,0.0,0.0,0.0,0.0,0.233644859813084,0.240667976424361
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,4.41,4.36,2.71,2.0,1.52250018448823,1.72,1.43486325362808,1.90907849531082,1.77530935946007,-2.5,-9.92,-2.44489844639512,4.47,5.46,5.27,4.53,3.75,2.8,3.1,1.87,2.29,1.93,1.92,1.71,1.3825,1.0925,1.06,0.88,0.6,0.56,0.38,-0.38,-0.32,0.43,0.59,0.54945,0.54204
,EPSDiluted,4.16,4.08,2.6,1.99,1.51926381211401,1.71,1.43133637552429,1.90746359885612,1.77324826811971,-2.5,-9.92,-2.43958953685464,4.42,5.36,5.16,4.47,3.72,2.78,3.07,1.86,2.26,1.91,1.89,1.71,1.3825,1.0925,1.05,0.88,0.6,0.56,0.38,-0.38,-0.32,0.43,0.58,0.54945,0.54204
,weightedAverageShsOut,175984000.0,193589000.0,200776000.0,203855000.0,203265000.0,192207000.0,183844000.0,183081000.0,182393000.0,173404000.0,124443000.0,108908000.0,107365000.0,106057000.0,91187000.0,89663000.0,90048000.0,91566000.0,91202000.0,87120000.0,85695000.0,76988000.0,64629000.0,59228000.0,58868000.0,58404000.0,50000000.0,49318182.0,48500000.0,47500000.0,46578947.0,47105263.0,45000000.0,45813953.0,45084746.0,45500000.0,45200000.0
,weightedAverageShsOutDil,186504000.0,206501000.0,209653000.0,204269000.0,203698000.0,192789000.0,184297000.0,183236000.0,182605000.0,173404000.0,124443000.0,109145000.0,108523000.0,108028000.0,92994000.0,90882000.0,90734000.0,92079000.0,92174000.0,87120000.0,85884956.0,76988000.0,64761905.0,59228000.0,58868000.0,58404000.0,50476190.0,49318182.0,48500000.0,47500000.0,46578947.0,47105263.0,45000000.0,45813953.0,45862069.0,45500000.0,45200000.0
