date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2016-09-30_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,depreciationAndAmortization,332027000.0,303237000.0,249212000.0,250951000.0,289132000.0,0.0,270111000.0,253027000.0,236817000.0,223422000.0,200469000.0,190463000.0,190082000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,755031000.0,675048000.0,606645000.0,574651000.0,584846000.0,2504370000.0,558443000.0,537510000.0,511032000.0,494946000.0,450549000.0,422580000.0,398473000.0,414987000.0,396465000.0,363994000.0,298787000.0,312034000.0,267299000.0,272380000.0,243467000.0,235815000.0,231400000.0,244400000.0,199100000.0,145900000.0,121500000.0,125400000.0,539100000.0,718500000.0,794800000.0,863200000.0,844600000.0,801500000.0,468600000.0,450500000.0,611000000.0
,EBITDARatio,0.228875437156871,0.216367294386357,0.210639674195915,0.225460139548461,0.237694930684538,0.0,0.226675325993201,0.253338467564089,0.261962638572634,0.256744293170687,0.238740920353457,0.230871227745632,0.21040656365111,0.193490315622897,0.184223414655906,0.179771607273561,0.174292692630097,0.211253435879382,0.217139018232272,0.206206483565484,0.174317385128246,0.22804174116878,0.246984736898282,0.266434100076311,0.271994535519126,0.226517621487347,0.215616681455191,0.205641193834044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,423004000.0,371811000.0,357433000.0,323700000.0,295714000.0,2504370000.0,288332000.0,284483000.0,274215000.0,271524000.0,250080000.0,232117000.0,208391000.0,207862000.0,220587000.0,209182000.0,150648000.0,169767000.0,135105000.0,146499000.0,133983000.0,128630000.0,131300000.0,154200000.0,102200000.0,71500000.0,58300000.0,51500000.0,539100000.0,718500000.0,794800000.0,863200000.0,844600000.0,801500000.0,468600000.0,450500000.0,611000000.0
,operatingIncomeRatio,0.128226821705473,0.119173362624711,0.12410812034529,0.12700134024275,0.120185003800056,0.0,0.117035668983713,0.134082132924103,0.140566706069668,0.14084816820194,0.13251461963514,0.126814181387271,0.110037152343618,0.0969169732690583,0.102499061376672,0.103312099520041,0.087878139140387,0.114935750748108,0.109751877329399,0.110907715822967,0.0959290836607746,0.12438992077069,0.14014302486925,0.168102038591519,0.139617486338798,0.111007607514361,0.103460514640639,0.0844539193178091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,totalOtherIncomeExpensesNet,63460000.0,3729000.0,-23534000.0,10607000.0,7620000.0,0.0,706000.0,4505000.0,11839000.0,3487000.0,-5412000.0,3850000.0,6645000.0,-13406000.0,6636000.0,14152000.0,8114000.0,3751000.0,4245000.0,4329000.0,8964000.0,-545000.0,-1600000.0,-1400000.0,-12200000.0,-700000.0,-700000.0,-8800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,304738000.0,272670000.0,243336000.0,259030000.0,231523000.0,0.0,219332000.0,219521000.0,222815000.0,207915000.0,175066000.0,158378000.0,132035000.0,101808000.0,131024000.0,128357000.0,68435000.0,87012000.0,55384000.0,65382000.0,56741000.0,51939000.0,60900000.0,83900000.0,21400000.0,10500000.0,3500000.0,44000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.0923763964238696,0.0873965557417072,0.0844912852823928,0.101628536184985,0.0940962978918833,0.0,0.089028159723984,0.103464333199636,0.114218298097891,0.107852148950761,0.0927655326337387,0.0865278132138239,0.0697187278226488,0.0474686244459126,0.0608822687548093,0.0633937487838053,0.0399204798740931,0.0589089136527968,0.0449909179823949,0.0494977322434778,0.0406253937887345,0.0502269151435034,0.0650016010246558,0.091464079363349,0.0292349726775956,0.016301816488123,0.0062111801242236,0.0721548048540505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,65753000.0,56023000.0,61684000.0,65088000.0,78468000.0,0.0,79902000.0,78373000.0,77942000.0,75276000.0,63303000.0,54925000.0,44917000.0,40835000.0,47778000.0,44497000.0,24612000.0,30237000.0,16882000.0,21417000.0,19585000.0,13628000.0,21600000.0,36400000.0,4900000.0,3900000.0,800000.0,17700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,238985000.0,213936000.0,182277000.0,193841000.0,152041000.0,0.0,138317000.0,141126000.0,145320000.0,133331000.0,112287000.0,103877000.0,87482000.0,60973000.0,83246000.0,83860000.0,43823000.0,56775000.0,38502000.0,43965000.0,37156000.0,38311000.0,39300000.0,47500000.0,16500000.0,6600000.0,-14800000.0,26300000.0,15400000.0,17700000.0,-14200000.0,37200000.0,42700000.0,41200000.0,39700000.0,23700000.0,23600000.0
,netIncomeRatio,0.0724444378428633,0.0685710549351153,0.0632903393144406,0.0760521062526875,0.0617929761957984,0.0,0.0561436906996804,0.0665153105494774,0.0744932032384961,0.0691630467823577,0.0594996364962049,0.0567518825418453,0.0461933104660201,0.0284290472098522,0.0386815037303307,0.0414172953014632,0.0255634571421405,0.0384378427416625,0.0312769089296217,0.0332838976795525,0.0266029349432371,0.0370481400501118,0.0419468459814281,0.0517824048838984,0.0225409836065574,0.0102468560782487,-0.0262644188110027,0.0431288947195802,0.0285661287330736,0.0246346555323591,-0.0178661298439859,0.0430954587581094,0.0505564764385508,0.0514036182158453,0.0847204438753734,0.0526082130965594,0.0386252045826514
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,4.2677417050609,3.94,3.69,4.02393506601345,3.2,3.22,2.94,3.04,3.14,2.89,2.45,2.29,1.95,1.4,1.97,2.07,1.15,1.61,1.14,1.33,1.16,1.22,1.28,1.66,0.61,0.25,-0.66,1.22,0.71,0.81,-0.76,1.81,2.15,2.13,2.16,1.66,1.92
,EPSDiluted,4.26180540694771,3.94,3.68,4.01926266898897,3.18,3.2,2.92,3.01,3.11,2.86,2.43,2.27,1.94,1.39,1.95,2.05,1.14,1.6,1.13,1.32,1.15,1.21,1.27,1.65,0.61,0.25,-0.66,1.22,0.71,0.81,-0.76,1.81,2.15,2.13,2.16,1.66,1.92
,weightedAverageShsOut,55998000.0,54245000.0,49419000.0,48172000.0,47469000.0,47442000.0,46992000.0,46494000.0,46318000.0,46115000.0,45858000.0,45405000.0,44752000.0,43476000.0,42336000.0,40566000.0,38132000.0,35204000.0,33760000.0,32953000.0,32122000.0,31371000.0,30690000.0,28611000.0,27069000.0,25888000.0,23167000.0,21078000.0,20704225.0,20493827.0,20394737.0,19668508.0,19023256.0,18450704.0,18379630.0,13132530.0,11250000.0
,weightedAverageShsOutDil,56076000.0,54245000.0,49419000.0,48228000.0,47814000.0,47787000.0,47383000.0,46944000.0,46758000.0,46555000.0,46291000.0,45823000.0,45062000.0,43775000.0,42714000.0,40975000.0,38467000.0,35488000.0,34041000.0,33233000.0,32398000.0,31575000.0,30965000.0,28815000.0,27600000.0,25888000.0,23167000.0,23333333.0,20704225.0,20493827.0,20394737.0,19668508.0,19023256.0,18450704.0,18379630.0,13132530.0,11250000.0
