date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1997-08-31_FY,1996-08-31_FY,1995-08-31_FY,1994-08-31_FY,1993-08-31_FY,1992-08-31_FY,1991-08-31_FY,1990-08-31_FY,1989-08-31_FY,1988-08-31_FY,1987-08-31_FY,1986-08-31_FY,1985-08-31_FY
,EBITDARatio,0.322198584539937,0.457077365258082,0.502574503311258,0.516152820484911,0.521217864411696,0.518388099978609,0.500939443451975,0.496952206401962,0.491088107644985,0.488132994568074,0.485722312083417,0.500520419445116,0.577008099898751,0.520378419622266,0.530953354715113,0.535778373081909,0.517510196948177,0.451973303961875,0.506820358949593,0.498344808156222,0.630576500157085,0.608881855606215,0.585383444186233,0.289017341040462,0.278769914783253,0.982144348329183,0.277116864940518,0.274808339901125,1.47854785478548,1.39568345323741,1.34210526315789,1.46411483253589,1.42788461538462,1.35265700483092,1.18439716312057,1.46341463414634,1.39285714285714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-42003000.0,16156000.0,49017000.0,60859000.0,81790000.0,77881000.0,72454000.0,77122000.0,80325000.0,82432000.0,59723000.0,65215000.0,121936000.0,110610000.0,119635000.0,120200000.0,112927000.0,45275000.0,42607000.0,38629000.0,48073000.0,40798000.0,27119000.0,2300000.0,5027000.0,9625675.0,5010000.0,4130000.0,42000000.0,17300000.0,18400000.0,28800000.0,28000000.0,28000000.0,16700000.0,30000000.0,27300000.0
,operatingIncomeRatio,-0.160425172731196,0.0479702605762607,0.135256622516556,0.165607227407549,0.20450260785206,0.183072370013939,0.167445106689808,0.175805488308053,0.188034608199784,0.180550201506921,0.131074683797112,0.140826365615175,0.257205534930813,0.237069519816877,0.257517704543987,0.279756737319595,0.277974838091909,0.246867468565633,0.337312865659117,0.340097902836717,0.471970232485077,0.451485104687707,0.434634185431525,0.132947976878613,0.124169445473632,0.914454830761718,0.134844162135975,0.147954431468081,1.38613861386139,1.24460431654676,1.21052631578947,1.37799043062201,1.34615384615385,1.35265700483092,1.18439716312057,1.46341463414634,1.39285714285714
,totalOtherIncomeExpensesNet,-140361000.0,34831000.0,-114165000.0,-35277000.0,-23779000.0,-126352000.0,-4551000.0,1160000.0,-1099000.0,-44111000.0,7993000.0,-60599000.0,-20539000.0,2310000.0,1510000.0,10111000.0,7090000.0,0.0,0.0,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,3900000.0,3600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-266705000.0,-13000000.0,-126503000.0,-32848000.0,-12713000.0,-129567000.0,-14262000.0,-20449000.0,-42892000.0,-93935000.0,-75014000.0,0.0,0.0,17696000.0,26603000.0,50091000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,-1.01864618463619,-0.0385994916743866,-0.349070088300221,-0.0893847451631337,-0.0317867912168143,-0.30456899327944,-0.0329602521822127,-0.0466150570577964,-0.100406852348648,-0.205745137550377,-0.164633999135284,0.0,0.0,0.0379276939036204,0.0572637062229589,0.116583150824258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38728323699422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413000.0,398000.0,597000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-259517000.0,-10872000.0,-110329000.0,-29344000.0,-11348000.0,-116683000.0,-13830000.0,35859000.0,-40837000.0,-90161000.0,-51927000.0,-85738000.0,-10380000.0,23161000.0,28021000.0,57629000.0,53788000.0,196040000.0,23678000.0,19789000.0,32254000.0,20739000.0,23185000.0,6000000.0,10235000.0,6914908.0,11225000.0,20687000.0,14000000.0,8700000.0,10400000.0,10100000.0,10800000.0,12400000.0,11400000.0,11000000.0,8300000.0
,netIncomeRatio,-0.99119252319315,-0.0322810518064562,-0.304439845474614,-0.0798497918310702,-0.0283738304671131,-0.274282987510901,-0.0319618768531764,0.0817433288197721,-0.095596256396571,-0.197478973190818,-0.11396472222649,-0.185144076287876,-0.0218950388120148,0.0496407842733812,0.060315991131584,0.134127296297762,0.132401556680755,1.06893204942257,0.187454972963986,0.174226549981511,0.31666273955388,0.229505112655482,0.37158426155942,0.346820809248555,0.252809682598493,0.656927542730546,0.302120902190881,0.741097657089632,0.462046204620462,0.62589928057554,0.684210526315789,0.483253588516746,0.519230769230769,0.599033816425121,0.808510638297872,0.536585365853659,0.423469387755102
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-3.607026,-0.52,-1.58638397727595,-0.426094105229678,-0.4,-1.6992114277273,-0.205040770941438,0.31,-0.74445279939191,-1.66,-1.039999993591,-2.11,-0.3,0.616361071932299,0.772865180935569,1.19,1.11,9.54,1.47,1.35,2.41,1.56,1.74,0.66667,1.18,0.797016,1.29,2.39,1.62,1.01,1.27,1.23,1.31,1.32,1.21,1.41,1.44
,EPSDiluted,-3.607026,-0.52,-1.58180045592051,-0.423043653768525,-0.4,-1.69745417515275,-0.202735388539514,0.31,-0.740847574471173,-1.66,-1.02537419533194,-2.11,-0.26747751694282,0.611075932668461,0.760303893637227,1.17,1.1,9.36,1.44,1.35,2.41,1.56,1.74,0.66667,1.18,0.797016,1.29,2.39,1.62,1.01,1.27,1.23,1.31,1.32,1.21,1.34,1.29
,weightedAverageShsOut,9742.0,75221000.0,69547475.0,68867416.0,69086000.0,68668912.0,67450000.0,64551613.0,54855056.0,54639000.0,49929808.0,40953000.0,34600000.0,37577000.0,36256000.0,36090000.0,35609000.0,20390000.0,16107483.0,14658519.0,13383402.0,13294231.0,13324713.0,9000000.0,8673729.0,8631579.0,8701550.0,8655649.0,8641975.0,8613861.0,8188976.0,8211382.0,8244275.0,9393939.0,9421488.0,7801418.0,5763889.0
,weightedAverageShsOutDil,9742.0,75221000.0,69749000.0,69364000.0,69086000.0,68740000.0,68217000.0,64551613.0,55122000.0,54639000.0,50642000.0,40953000.0,38807000.0,37902000.0,36855000.0,36763000.0,35928000.0,20784000.0,16443056.0,14658519.0,13383402.0,13294231.0,13324713.0,9000000.0,8673729.0,8631579.0,8701550.0,8655649.0,8641975.0,8613861.0,8188976.0,8211382.0,8244275.0,9393939.0,9421488.0,8208955.0,6434109.0
