date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-05-31_FY,1998-05-31_FY,1997-05-31_FY,1996-05-31_FY,1995-05-31_FY,1994-05-31_FY,1993-05-31_FY,1992-05-31_FY,1991-05-31_FY,1990-05-31_FY,1989-05-31_FY,1988-05-31_FY,1987-05-31_FY
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,6112000000.0,5829000000.0,6288000000.0,7719000000.0,8661000000.0,9158000000.0,8701000000.0,6945000000.0,6408000000.0,5039000000.0,4759000000.0,3871000000.0,3612000000.0,2421000000.0,2264000000.0,2082000000.0,1860000000.0,1820000000.0,1882000000.0,1226000000.0,1368000000.0,1448000000.0,1381000000.0,1506000000.0,1435700000.0,1185100000.0,1123100000.0,938900000.0,906000000.0,880100000.0,812700000.0,658200000.0,663100000.0,492200000.0
,EBITDA,20869000000.0,22583000000.0,22130000000.0,19137000000.0,11757000000.0,20885000000.0,30810000000.0,27064000000.0,32672000000.0,38757000000.0,24381000000.0,19102000000.0,28660000000.0,16373000000.0,12502000000.0,9899000000.0,6374000000.0,4518000000.0,4556000000.0,2806000000.0,1521000000.0,-1231000000.0,-981000000.0,2060000000.0,2873000000.0,3290000000.0,2708200000.0,2105500000.0,1945000000.0,1969900000.0,2324400000.0,1936200000.0,1207300000.0,1418900000.0
,EBITDARatio,0.486105611329808,0.509912391618497,0.50712681607773,0.499856340603369,0.380337732919255,0.467895868805449,0.458441210606196,0.41025951976716,0.452357876664913,0.540250073181951,0.461778855259669,0.380434566130927,0.476705310956238,0.414527317838878,0.38882841414487,0.334572616351776,0.27849871105868,0.289466940030753,0.309974146142332,0.244702188889858,0.118448718947122,-0.0980642077591014,-0.07395958986731,0.128886942376275,0.18814053239907,0.247927656367747,0.221959955086753,0.192487018211073,0.177901765297723,0.165845814495828,0.225599813650128,0.2455704229818,0.15266432310766,0.227344100493495
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,14757000000.0,16754000000.0,15842000000.0,11418000000.0,3096000000.0,11727000000.0,22109000000.0,20119000000.0,26264000000.0,33718000000.0,19622000000.0,15231000000.0,25048000000.0,13952000000.0,10238000000.0,7817000000.0,4514000000.0,2698000000.0,2674000000.0,1580000000.0,153000000.0,-2679000000.0,-2362000000.0,554000000.0,1437300000.0,2104900000.0,1585100000.0,1166600000.0,1039000000.0,1089800000.0,1511700000.0,1278000000.0,544200000.0,926700000.0
,operatingIncomeRatio,0.343737625492069,0.378296604046243,0.363032219625097,0.298236907404989,0.100155279503106,0.262725154583744,0.328973603547302,0.304981203007519,0.363636363636364,0.47000933941092,0.371642865260048,0.303339905598375,0.416626469952263,0.35323307509241,0.318415077908749,0.264203873322743,0.197229868484292,0.172860071758073,0.181929514219622,0.137786692247318,0.0119149598940892,-0.213415119891659,-0.17807599517491,0.0346618281924545,0.0941226547919191,0.158620949510173,0.129912386385057,0.106651795509398,0.0950333851641818,0.0917502252081597,0.146721406941533,0.162090176929418,0.068814648086796,0.148481061334359
,totalOtherIncomeExpensesNet,470000000.0,-567000000.0,109000000.0,299000000.0,-9303000000.0,-3008000000.0,1122000000.0,-1074000000.0,-2416000000.0,-1902000000.0,409000000.0,-3071000000.0,-903000000.0,4449000000.0,4433000000.0,66000000.0,-1178000000.0,-239000000.0,0.0,923000000.0,1300000000.0,1757000000.0,2176000000.0,1047000000.0,551000000.0,536900000.0,398300000.0,512700000.0,389000000.0,1011100000.0,535600000.0,483000000.0,1203200000.0,434500000.0
,incomeBeforeTax,13510000000.0,15049000000.0,14751000000.0,10322000000.0,-7259000000.0,8056000000.0,22236000000.0,17872000000.0,23022000000.0,31255000000.0,19572000000.0,11617000000.0,23483000000.0,18011000000.0,14166000000.0,7940000000.0,3140000000.0,2222000000.0,2209000000.0,1568000000.0,1041000000.0,-1402000000.0,-599000000.0,981000000.0,1435700000.0,1600600000.0,1502900000.0,1229200000.0,949000000.0,1519800000.0,1291800000.0,1233900000.0,1278600000.0,1025700000.0
,incomeBeforeTaxRatio,0.314691015816077,0.339798591040462,0.338031073834731,0.269609507640068,-0.234827898550725,0.180482122053947,0.330863315775377,0.27091923356779,0.318749480796389,0.435676549714939,0.370695859691655,0.231363645416343,0.390595632141847,0.455997772039091,0.440580972226542,0.268361104539156,0.137195788001922,0.142362890825218,0.15029255681045,0.136740211040377,0.0810684526127249,-0.111686449454314,-0.0451598311218335,0.0613777138209347,0.094017877607151,0.120617935192163,0.123175399342693,0.112374753163168,0.0868014268727705,0.127951910691284,0.125378523177265,0.156496924345234,0.161680281227081,0.164343395500865
,incomeTaxExpense,4774000000.0,5529000000.0,7007000000.0,4100000000.0,-1052000000.0,3666000000.0,7012000000.0,6797000000.0,7490000000.0,7309000000.0,6563000000.0,5279000000.0,7521000000.0,4515000000.0,3632000000.0,1836000000.0,505000000.0,774000000.0,1000000000.0,544000000.0,70000000.0,107000000.0,324000000.0,668000000.0,600500000.0,727800000.0,556100000.0,409200000.0,559000000.0,436800000.0,445300000.0,403400000.0,524600000.0,441600000.0
,netIncome,7956000000.0,8306000000.0,3705000000.0,5890000000.0,-6385000000.0,1910000000.0,13832000000.0,10876000000.0,15417000000.0,23648000000.0,12722000000.0,5877000000.0,15390000000.0,13416000000.0,10450000000.0,6388000000.0,2716000000.0,1581000000.0,1127000000.0,1024000000.0,971000000.0,-1509000000.0,-923000000.0,313000000.0,835200000.0,872800000.0,946800000.0,820000000.0,390000000.0,1083000000.0,846500000.0,830500000.0,754000000.0,584100000.0
,netIncomeRatio,0.185320630779623,0.187545158959538,0.0849030661350199,0.153846153846154,-0.206554089026915,0.0427905726319563,0.205814956997887,0.164867814698035,0.213454988508293,0.329639387223128,0.240956096821849,0.117046065603155,0.255983766071755,0.339662767735075,0.325008552856654,0.21590563423125,0.118669987329051,0.101294208098411,0.0766770989250238,0.0892997296590215,0.0756171637722919,-0.120210308292838,-0.069586851628468,0.019583307263968,0.0546936904489047,0.0657724189902035,0.0775982887069411,0.0749652600014627,0.0356718192627824,0.0911777334377289,0.0821589409115615,0.10533324877925,0.095344073240434,0.093587771582388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,3.146,3.206,1.392,2.214,-2.4,0.718,5.2,4.088,5.792,8.582,4.572,2.112,5.506,4.59,3.464,2.08621815806662,0.88,0.5,0.374,0.267706,0.5324,-0.83732,-0.52756,0.17424,0.50336,0.54692,0.68728,0.61952,0.30976,0.7018,0.56144,0.56144,0.46948,0.31944
,EPSDiluted,3.14,3.198,1.388,2.208,-2.4,0.716,5.182,4.074,5.768,8.538,4.556,2.108,5.502,4.58,3.448,2.074699577785,0.86,0.5,0.374,0.265245,0.52272,-0.83732,-0.52756,0.17424,0.50336,0.54692,0.68728,0.61952,0.30976,0.7018,0.56144,0.56144,0.46948,0.31944
,weightedAverageShsOut,2528500000.0,2590000000.0,2661500000.0,2661500000.0,2661000000.0,2659000000.0,2660500000.0,2661000000.0,2661500000.0,2755500000.0,2782589676.0,2782500000.0,2795000000.0,2923000000.0,3017500000.0,3062000000.0,3109000000.0,3162000000.0,3013368984.0,1852128442.0,1827479477.0,1802178379.0,1749564031.0,1796372819.0,1659249841.0,1595845828.0,1377604470.0,1323605372.0,1259039256.0,1543174694.0,1507730123.0,1479231975.0,1606032206.0,1828512397.0
,weightedAverageShsOutDil,2534500000.0,2596500000.0,2668500000.0,2668000000.0,2661000000.0,2666500000.0,2669000000.0,2670000000.0,2673000000.0,2770000000.0,2792361721.0,2799000000.0,2802500000.0,2933000000.0,3033000000.0,3079000000.0,3123000000.0,3162000000.0,3013368984.0,1852128442.0,1877066258.0,1802178379.0,1749564031.0,1796372819.0,1659249841.0,1595845828.0,1377604470.0,1323605372.0,1259039256.0,1543174694.0,1507730123.0,1479231975.0,1606032206.0,1828512397.0
