date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2013-09-30_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY,1989-09-30_FY,1988-09-30_FY,1987-09-30_FY,1986-09-30_FY,1985-09-30_FY
,depreciationAndAmortization,49641000.0,55015000.0,53244000.0,48518000.0,47019000.0,47939000.0,51456000.0,52016000.0,0.0,48352000.0,0.0,0.0,42183000.0,44445000.0,44312000.0,43044000.0,46769000.0,46243000.0,43098000.0,41290000.0,46290000.0,45554000.0,0.0,49000000.0,44200000.0,37300000.0,33500000.0,34600000.0,36400000.0,35100000.0,33000000.0,29400000.0,26400000.0,20600000.0,16600000.0,15800000.0,14200000.0,12400000.0
,EBITDA,202297000.0,176125000.0,256622000.0,216324000.0,232628000.0,214280000.0,182121000.0,224378000.0,0.0,239560000.0,236922000.0,218000000.0,189146000.0,206044000.0,191682000.0,172321000.0,149448000.0,175399000.0,180582000.0,187785000.0,167780000.0,176747000.0,18000000.0,194100000.0,173100000.0,144500000.0,142400000.0,137500000.0,145500000.0,140800000.0,135700000.0,135700000.0,117700000.0,97800000.0,78900000.0,71200000.0,59900000.0,47300000.0
,EBITDARatio,0.0,0.133132113922539,0.185044147921677,0.158797297148499,0.168179813621937,0.155730818538857,0.125789721243165,0.152892916766039,0.0,0.164189027106679,0.165588357193129,0.164134379376289,0.157436416483271,0.16449042806278,0.161787271539478,0.156830248986598,0.145955289912396,0.16750403243905,0.182884886490691,0.199795507114693,0.20537440005288,0.218431885788154,0.090589,0.210932405998696,0.20203081232493,0.175003027734044,0.176587301587302,0.173392181588903,0.156468437466394,0.157918349035442,0.153611048222776,0.162651324463622,0.140302777446656,0.116804012898603,0.109385831138223,0.100295816312157,0.0993860959017753,0.096236012207528
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,152656000.0,121110000.0,203378000.0,167806000.0,185609000.0,166341000.0,130665000.0,172362000.0,0.0,191208000.0,190823000.0,174577000.0,146963000.0,161599000.0,147370000.0,129277000.0,102679000.0,129156000.0,137484000.0,146495000.0,121490000.0,131193000.0,27900000.0,145100000.0,128900000.0,107200000.0,108900000.0,102900000.0,109100000.0,105700000.0,102700000.0,106300000.0,91300000.0,77200000.0,62300000.0,55400000.0,45700000.0,34900000.0
,operatingIncomeRatio,0.0,0.091546517059808,0.146651139481474,0.123181612975449,0.134187144396006,0.120890517484469,0.0902494161916425,0.11744880923989,0.0,0.131049655597821,0.133369071190791,0.131440768570525,0.122325230645274,0.129008797560314,0.124386171924192,0.117655678055724,0.100279315968865,0.123342498039886,0.139237275776579,0.155864647414686,0.148712217561237,0.162134205345524,0.140412682435833,0.157683112366877,0.150443510737628,0.129829235799927,0.135044642857143,0.129760403530895,0.117324443488547,0.11855091969493,0.116255376952683,0.127412201845859,0.108832995589462,0.0922011226561567,0.0863718286427284,0.0780391604451331,0.0758254521320723,0.0710071210579858
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8465000.0,0.0,-6476000.0,0.0,0.0,-19000000.0,0.0,0.0,0.0,0.0,-25000000.0,26800000.0,-12100000.0,0.0,-19300000.0,0.0,2900000.0,0.0,-2900000.0,1600000.0,-7200000.0,1500000.0
,incomeBeforeTax,137845000.0,101003000.0,181525000.0,148423000.0,167285000.0,149396000.0,114598000.0,156215000.0,0.0,174307000.0,171384000.0,154193000.0,123175000.0,129293000.0,111243000.0,93529000.0,58477000.0,97891000.0,108344000.0,116972000.0,89959000.0,78028000.0,20800000.0,119000000.0,107600000.0,90400000.0,68600000.0,114600000.0,81100000.0,90600000.0,67000000.0,92300000.0,82500000.0,66600000.0,49600000.0,46400000.0,29100000.0,31300000.0
,incomeBeforeTaxRatio,0.0,0.0763477240739145,0.130893450099689,0.108953103838093,0.120939698238156,0.10857551505708,0.0791520498735686,0.106446117679125,0.0,0.11946609094959,0.119782861064769,0.116093451188845,0.102525195353467,0.103218054956811,0.0938935395491814,0.0851212351220542,0.0571103493402869,0.0934847817803469,0.109725665580996,0.124453391155949,0.110116078521618,0.0964305090568896,0.104680422747861,0.129319713105847,0.125583566760037,0.109482863025312,0.0850694444444444,0.144514501891551,0.0872136788902032,0.101615074024226,0.0758433325786733,0.110631667265971,0.0983430683037311,0.0795413830168398,0.0687647303479828,0.0653613184955628,0.0482827277252364,0.0636826042726348
,incomeTaxExpense,0.0,18956000.0,24165000.0,58823000.0,44372000.0,42149000.0,32827000.0,42920000.0,0.0,50399000.0,50900000.0,47049000.0,36614000.0,38432000.0,33457000.0,27104000.0,14282000.0,23973000.0,26912000.0,36282000.0,24996000.0,21681000.0,6600000.0,38900000.0,35000000.0,25700000.0,24400000.0,48500000.0,30200000.0,34000000.0,25300000.0,34500000.0,33100000.0,26600000.0,22000000.0,21600000.0,13700000.0,13900000.0
,netIncome,137845000.0,82047000.0,157360000.0,89600000.0,126256000.0,106785000.0,73646000.0,113295000.0,0.0,123908000.0,120484000.0,107144000.0,86561000.0,90861000.0,77786000.0,66425000.0,44195000.0,73918000.0,81432000.0,80690000.0,73602000.0,59612000.0,18500000.0,80100000.0,72600000.0,64700000.0,44200000.0,66100000.0,50900000.0,33000000.0,41700000.0,57800000.0,49400000.0,40000000.0,27600000.0,24800000.0,15400000.0,17400000.0
,netIncomeRatio,0.0,0.0620189669325907,0.113468631360347,0.0657728121914605,0.0912775355875102,0.0776074083333576,0.0508667853277442,0.0772000953970904,0.0,0.0849237517562798,0.0842080837915304,0.0806697887334548,0.0720493885528029,0.0725367629448676,0.0656544939220681,0.0604537420798089,0.0431621302237458,0.0705908418510352,0.0824704681347528,0.0858508372291959,0.0900939718243656,0.0736711886233058,0.0931051836940111,0.0870462942838513,0.084733893557423,0.0783577570546203,0.0548115079365079,0.0833543505674653,0.0547370685019895,0.0370121130551817,0.0472039846049355,0.0692796356226777,0.0588866372630826,0.0477726024125164,0.0382642451129904,0.0349344978165939,0.0255516840882695,0.0354018311291963
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,3.25867000780123,1.94134349194331,3.71,2.05,2.84,2.33,1.52,2.28,0.0,2.5,2.42,2.18,1.79,1.91,1.66,1.45,0.95,1.59,1.74,1.7,1.54395754232133,1.27,0.36634,1.59,1.42,1.26798102927919,0.855,1.27,0.975,0.63,0.79,1.09,0.98,0.8,0.56,0.47,0.32,0.37
,EPSDiluted,3.25520710338639,1.93992055610725,3.7,2.03,2.82,2.31,1.51,2.27,0.0,2.49,2.41,2.17,1.78,1.89,1.65,1.44,0.94,1.58,1.73,1.69,1.5357426031799,1.26,0.36634,1.57,1.4,1.25766739747445,0.855,1.27,0.975,0.63,0.79,1.09,0.98,0.8,0.56,0.47,0.32,0.37
,weightedAverageShsOut,42301000.0,42263000.0,42404000.0,43780000.0,44523000.0,45910000.0,48525000.0,49755000.0,49755000.0,49596000.0,49746000.0,49138000.0,48379000.0,47654000.0,46740000.0,45900000.0,46746000.0,46562000.0,46741000.0,47379000.0,47671000.0,48898000.0,50500000.0,50528000.0,51155000.0,51026000.0,51596000.0,52122000.0,52262000.0,52380952.0,52784810.0,53027523.0,50408163.0,50000000.0,49285714.0,52765957.0,48125000.0,47027027.0
,weightedAverageShsOutDil,42346000.0,42294000.0,42499000.0,44031000.0,44843000.0,46204000.0,48819000.0,49934000.0,49934000.0,49822000.0,49937000.0,49424000.0,48641000.0,48131000.0,47257000.0,46204000.0,47067000.0,46877000.0,47041000.0,47788000.0,47926000.0,49166000.0,50500000.0,51109000.0,51837000.0,51444444.0,51596000.0,52122000.0,52262000.0,52380952.0,52784810.0,53027523.0,50408163.0,50000000.0,49285714.0,52765957.0,48125000.0,47027027.0
