date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-28_FY,2013-12-29_FY,2012-12-30_FY,2011-12-25_FY,2010-12-26_FY,2009-12-27_FY,2008-12-28_FY,2007-12-30_FY,2006-12-31_FY,2005-12-25_FY,2004-12-26_FY,2003-12-28_FY,2002-12-29_FY,2001-12-30_FY,2000-12-31_FY,1999-12-26_FY,1998-12-27_FY,1997-12-28_FY,1996-12-29_FY,1995-12-31_FY,1994-12-25_FY,1993-12-26_FY,1992-12-27_FY,1991-12-29_FY,1990-12-30_FY,1989-12-31_FY,1988-12-25_FY,1987-12-27_FY,1986-12-28_FY,1985-12-29_FY,1984-12-30_FY,1983-12-25_FY
,operatingExpenses,573466000.0,517577000.0,454574000.0,418977000.0,1298327000.0,1273308000.0,1901500000.0,1539700000.0,1619600000.0,1529900000.0,1461200000.0,1583000000.0,9516600000.0,1624500000.0,1596881000.0,1489700000.0,1412200000.0,1276300000.0,1241900000.0,1434200000.0,1347810000.0,1088600000.0,1083800000.0,1044600000.0,986900000.0,902400000.0,904900000.0,860100000.0,197900000.0,199800000.0,194100000.0,769900000.0,740800000.0,700900000.0,640500000.0,473700000.0,411600000.0,377700000.0
,costAndExpenses,2076753000.0,1745814000.0,1520507000.0,1352695000.0,2336994000.0,2196644000.0,4950100000.0,4422100000.0,4563400000.0,4424900000.0,4441700000.0,4887800000.0,13529300000.0,5788600000.0,6035117000.0,5550900000.0,5233600000.0,4730100000.0,4495900000.0,4754400000.0,4405062000.0,3697100000.0,3677800000.0,3413200000.0,3354700000.0,3154900000.0,3011700000.0,2927300000.0,2851700000.0,2823100000.0,2762800000.0,2761700000.0,2626800000.0,2418400000.0,2205000000.0,1704900000.0,1513600000.0,1328000000.0
,interestExpense,210294000.0,205470000.0,192065000.0,210284000.0,232013000.0,273629000.0,273244000.0,176064000.0,150469000.0,173140000.0,-151100000.0,175748000.0,190845000.0,259825000.0,0.0,210625000.0,140647000.0,139271000.0,-142900000.0,-217200000.0,0.0,-88900000.0,-60100000.0,-91700000.0,-128800000.0,0.0,-42400000.0,-46800000.0,-50800000.0,-71100000.0,-71600000.0,0.0,-85700000.0,-83200000.0,-73300000.0,-25900000.0,-24200000.0,-26300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,134570000.0,110629000.0,86787000.0,76638000.0,204490000.0,205087000.0,265724000.0,189600000.0,194000000.0,197300000.0,214700000.0,242800000.0,262200000.0,285100000.0,276770000.0,276200000.0,244000000.0,231600000.0,222400000.0,443800000.0,375915000.0,280100000.0,310200000.0,301100000.0,287400000.0,210000000.0,190200000.0,209600000.0,197800000.0,199800000.0,194000000.0,190100000.0,177200000.0,161100000.0,143200000.0,103500000.0,90500000.0,0.0
,EBITDA,995597000.0,664312000.0,773562000.0,626969000.0,1208694000.0,1059388000.0,1323724000.0,928800000.0,983800000.0,1012400000.0,1211700000.0,968000000.0,-6499500000.0,1936000000.0,2275007000.0,2324300000.0,2391700000.0,2212600000.0,2148700000.0,2033600000.0,2193171000.0,1843200000.0,1753700000.0,1617400000.0,1353800000.0,1061800000.0,1003000000.0,924000000.0,815100000.0,758700000.0,872800000.0,946600000.0,864900000.0,822200000.0,739700000.0,608000000.0,537100000.0,342000000.0
,EBITDARatio,0.338894335178264,0.288894484315483,0.350459071382814,0.329458977439089,0.361754676017405,0.347232742642034,0.22031956326354,0.179951176037509,0.183777927221101,0.193206106870229,0.222792211374042,0.172456796721896,-0.960370583802474,0.260232542509577,0.28319516356431,0.30587321849215,0.324021513825478,0.329692598828806,0.334573822054748,0.320544749535008,0.352468485217245,0.350404927569294,0.342432585476344,0.341981181943123,0.306213385808962,0.265006114757781,0.262256504118185,0.253734622144112,0.234966849236091,0.224334713187463,0.253602975360298,0.269058041043716,0.26094433549555,0.267000064947717,0.264037122969838,0.275187833801032,0.274002652790532,0.200751
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,861027000.0,553683000.0,686775000.0,550331000.0,1004204000.0,854301000.0,1058000000.0,739200000.0,789800000.0,815100000.0,997000000.0,725200000.0,-6761700000.0,1650900000.0,1998237000.0,2048100000.0,2147700000.0,1981000000.0,1926300000.0,1589800000.0,1817256000.0,1563100000.0,1443500000.0,1316300000.0,1066400000.0,851800000.0,812800000.0,714400000.0,617300000.0,558900000.0,678800000.0,756500000.0,687700000.0,661100000.0,596500000.0,504500000.0,446600000.0,375700000.0
,operatingIncomeRatio,0.293087637603905,0.240784397631308,0.311140579228209,0.289187325869431,0.300552077428515,0.280011930729659,0.176092673346427,0.143216956639671,0.147537921243368,0.155553435114504,0.183315865923842,0.129200071263139,-0.99911343587925,0.221910074601788,0.24874255510214,0.269525852426009,0.290965006164226,0.295182607918225,0.299943944442714,0.250591091075313,0.292054504446735,0.29715600167294,0.281862027219651,0.278316946823131,0.241206939449458,0.212593905208775,0.212524513008236,0.196177504393673,0.17794753531277,0.165257244234181,0.197233844723384,0.215024728554374,0.207482274852919,0.214684678833539,0.212921649116545,0.228342536435231,0.227833894500561,0.220532988964546
,totalOtherIncomeExpensesNet,-13677000.0,27444000.0,13997000.0,-29331000.0,-59739000.0,42264000.0,404000000.0,-47900000.0,8700000.0,-12900000.0,100000.0,22800000.0,21500000.0,6700000.0,4468000.0,-25500000.0,-16200000.0,-6600000.0,-18900000.0,-2100000.0,-16397000.0,53000000.0,286000000.0,-15600000.0,149100000.0,3700000.0,11700000.0,900000.0,7800000.0,14900000.0,10700000.0,-18400000.0,5400000.0,12500000.0,17000000.0,6200000.0,8400000.0,18900000.0
,incomeBeforeTax,637056000.0,375657000.0,508707000.0,310716000.0,712452000.0,622936000.0,1356100000.0,559100000.0,670400000.0,652900000.0,846000000.0,576200000.0,-7306000000.0,1448900000.0,1719482000.0,1817900000.0,1995400000.0,1840300000.0,1764500000.0,1370600000.0,1608840000.0,1527200000.0,1669400000.0,1209000000.0,1086700000.0,803500000.0,782100000.0,668500000.0,574300000.0,502700000.0,618000000.0,647500000.0,607500000.0,590400000.0,540200000.0,484800000.0,430800000.0,368300000.0
,incomeBeforeTaxRatio,0.216849457753814,0.163364857618862,0.230467606767056,0.163274700398208,0.21323249924129,0.204178049751798,0.22570819879498,0.108323323129384,0.125233505193155,0.124599236641221,0.155551878206189,0.102654551933013,-1.07953957769996,0.194757712211842,0.214042851839966,0.23923199410441,0.270331784374026,0.274217341419439,0.274750085640435,0.21603984741969,0.258559591457717,0.290331166115357,0.325971921191885,0.255629559150016,0.245798556920223,0.200539097012504,0.204497319911099,0.183573154657293,0.165552032285961,0.148639858072147,0.179567642956764,0.184042976522085,0.183285563433399,0.191725660843021,0.19282527217562,0.219426088530823,0.219773492500765,0.216189246301949
,incomeTaxExpense,154293000.0,89422000.0,107367000.0,-137246000.0,216979000.0,202314000.0,225600000.0,113200000.0,195400000.0,152800000.0,244013000.0,193800000.0,-658400000.0,473300000.0,558700000.0,606600000.0,678200000.0,629100000.0,604400000.0,539400000.0,636900000.0,607800000.0,669500000.0,496300000.0,462700000.0,326200000.0,316700000.0,270700000.0,228600000.0,201100000.0,241000000.0,250000000.0,243000000.0,271000000.0,263800000.0,231500000.0,206900000.0,176600000.0
,netIncome,482778000.0,286235000.0,405665000.0,273744000.0,436697000.0,459522000.0,1062200000.0,388700000.0,424300000.0,458700000.0,588200000.0,355300000.0,-6647600000.0,1055600000.0,1160782000.0,1244700000.0,1317200000.0,1211200000.0,1160100000.0,831200000.0,1719077000.0,957900000.0,999900000.0,712700000.0,943100000.0,477300000.0,465400000.0,397800000.0,199700000.0,301600000.0,377000000.0,397500000.0,364500000.0,319400000.0,276400000.0,253300000.0,223900000.0,191700000.0
,netIncomeRatio,0.164334293241836,0.124477222627383,0.183784853951602,0.143846694685201,0.130700724710119,0.150616284462683,0.17679171798542,0.0753090246832255,0.0792610027647015,0.0875381679389313,0.108150844871017,0.0632994833422412,-0.98225394151632,0.141891256132805,0.144495312916622,0.163800023687639,0.178450950374595,0.180477119995232,0.180639033353057,0.131017307146685,0.276275979466173,0.182103342078248,0.195243395231679,0.150692462205307,0.213317952545747,0.119125464846382,0.121689109687541,0.10923769771529,0.0575670221965984,0.0891780011827321,0.109542073454207,0.112983912227844,0.109971338060039,0.103721504189128,0.0986614313760485,0.114646510364805,0.114223038465463,0.112526414651327
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.22336947010657,1.32,1.86,2.08,2.05,1.59,4.58042,1.65969,1.79256,1.88921,2.4346,1.50551,-29.11783,4.5169,4.91,5.05359,4.92227,4.45458,4.30784,3.11544,6.45,3.40163,3.49982,2.49545,3.32781,1.705,1.60427,1.34985,0.68815,0.99439,1.16791,1.16,1.12535,0.98763,0.85626,0.78934,0.69881,0.59925
,EPSDiluted,2.22336947010657,1.31,1.85,2.06,2.02,1.56,4.58042,1.65969,1.79256,1.88921,2.4346,1.50551,-29.11783,4.5169,4.9,5.05359,4.92227,4.45458,4.30784,3.11544,6.41,3.40163,3.49982,2.49545,3.32781,1.705,1.60427,1.34985,0.68815,0.99439,1.16791,1.16,1.12535,0.98763,0.85626,0.78934,0.69881,0.59925
,weightedAverageShsOut,217138000.0,217138000.0,216184000.0,215587000.0,216358000.0,224688000.0,241036247.0,262301764.0,259566666.0,260482812.0,261689075.0,251553289.0,228360185.0,252538755.0,236337000.0,251954251.0,264495180.0,269757906.0,269300000.0,266800000.0,266523566.0,281600000.0,285700000.0,285600000.0,283400000.0,279941349.0,290100000.0,294700000.0,290200000.0,303300000.0,322800000.0,342672414.0,323900000.0,323400000.0,322800000.0,320900000.0,320400000.0,319900000.0
,weightedAverageShsOutDil,217138000.0,217977000.0,216621000.0,217478000.0,219681000.0,229721000.0,241036247.0,262301764.0,259566666.0,260482812.0,261689075.0,251553289.0,228360185.0,252538755.0,236756000.0,251954251.0,264495180.0,269757906.0,269300000.0,266800000.0,268186739.0,281600000.0,285700000.0,285600000.0,283400000.0,279941349.0,290100000.0,294700000.0,290200000.0,303300000.0,322800000.0,342672414.0,323900000.0,323400000.0,322800000.0,320900000.0,320400000.0,319900000.0
