date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY
,EBITDARatio,0.146843559198455,0.159010194614261,0.156551317842309,0.156718551004565,0.159334986335861,0.15,0.127326188106021,0.159452357167318,0.148201315666769,0.131414778453236,0.142533518964577,0.140283394877205,0.13658534398508,0.142114180100626,0.129174531387243,0.13112129066694,0.154761551724868,0.158075101433813,0.151436111452068,0.150187556244598,0.143352168691304,0.140068886337543,0.11744966442953,0.120218579234973,0.118971061093248,0.141942369263607,0.175765645805593,0.186554621848739,0.160183066361556,0.137254901960784,0.186046511627907,0.117647058823529,0.133333333333333,0.205882352941176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,70083000.0,104727000.0,94731000.0,80746000.0,67684000.0,61203000.0,53403000.0,78754000.0,81387000.0,67776000.0,56436000.0,46478000.0,51009000.0,47331000.0,36125000.0,31353000.0,32543000.0,25993000.0,17520000.0,14722000.0,12200000.0,9800000.0,9100000.0,9800000.0,9500000.0,12000000.0,12300000.0,10700000.0,6700000.0,3200000.0,1500000.0,700000.0,700000.0,800000.0
,operatingIncomeRatio,0.130021947685475,0.146776377197925,0.140222980754144,0.136568056544513,0.12989375748457,0.130624919964144,0.10696409292935,0.139739060539871,0.12442269502245,0.110165469263028,0.122577436247179,0.113509368344958,0.11433816607042,0.121498613820721,0.112520012209784,0.114622367319482,0.137866611310459,0.140056792159018,0.134405302565361,0.131173540758957,0.120100017719675,0.112514351320321,0.10178970917226,0.107103825136612,0.101822079314041,0.128068303094984,0.163781624500666,0.179831932773109,0.153318077803204,0.125490196078431,0.174418604651163,0.137254901960784,0.155555555555556,0.235294117647059
,totalOtherIncomeExpensesNet,-1629000.0,-1128000.0,-251000.0,-3672000.0,-1601000.0,-876000.0,902000.0,-1168000.0,193899000.0,709000.0,-2132000.0,1535000.0,-2316000.0,-422000.0,504000.0,147000.0,-889000.0,-36000.0,-173000.0,-34000.0,637000.0,-300000.0,600000.0,-800000.0,500000.0,1600000.0,200000.0,1200000.0,500000.0,200000.0,100000.0,100000.0,100000.0,100000.0
,incomeBeforeTax,69349000.0,105146000.0,95859000.0,78065000.0,67074000.0,60496000.0,56715000.0,80646000.0,274765000.0,67393000.0,53840000.0,46348000.0,46434000.0,47276000.0,37135000.0,31724000.0,31638000.0,26632000.0,17581000.0,15456000.0,12220000.0,8800000.0,8200000.0,7400000.0,8500000.0,12200000.0,11600000.0,11200000.0,6700000.0,2900000.0,1500000.0,800000.0,800000.0,900000.0
,incomeBeforeTaxRatio,0.128660189347488,0.147363611646022,0.141892672009284,0.132033603325829,0.128723093929438,0.12911597729116,0.11359789769279,0.143096176401179,0.420054821996676,0.109542927733169,0.116938995810265,0.113191880116445,0.104083169701697,0.121357428894137,0.115665900440424,0.115978693612836,0.134032629095053,0.143499884152617,0.134873266232969,0.137713506722622,0.120296902994625,0.101033295063146,0.0917225950782998,0.0808743169398907,0.0911039657020364,0.130202774813234,0.154460719041278,0.188235294117647,0.153318077803204,0.113725490196078,0.174418604651163,0.156862745098039,0.177777777777778,0.264705882352941
,incomeTaxExpense,19381000.0,29076000.0,26144000.0,22812000.0,23826000.0,21527000.0,19370000.0,29680000.0,97875000.0,24444000.0,18165000.0,16190000.0,16312000.0,16675000.0,13201000.0,11133000.0,11542000.0,9403000.0,6282000.0,5659000.0,5631000.0,4000000.0,3600000.0,2900000.0,2800000.0,3200000.0,4300000.0,4100000.0,2400000.0,1000000.0,600000.0,300000.0,300000.0,400000.0
,netIncome,38219000.0,60249000.0,53793000.0,41594000.0,33331000.0,30437000.0,29436000.0,39211000.0,131136000.0,32303000.0,26593000.0,22367000.0,23765000.0,23817000.0,17742000.0,15263000.0,15703000.0,13837000.0,9405000.0,8119000.0,6589000.0,4800000.0,4600000.0,4500000.0,5700000.0,9000000.0,7300000.0,7100000.0,4300000.0,1900000.0,900000.0,500000.0,500000.0,500000.0
,netIncomeRatio,0.070906051661475,0.0844398287910258,0.0796256220636081,0.0703491410585352,0.0639662081247889,0.06496136936014,0.0589591416113015,0.0695749841637109,0.200477896156192,0.052506420467475,0.057759262919435,0.0546250708242971,0.0532699428858344,0.0611382072081323,0.0552617316713076,0.0557994830605448,0.0665248869928446,0.0745572205249233,0.0721507917024672,0.0723405771920915,0.0648638538323719,0.0551090700344432,0.0514541387024608,0.0491803278688525,0.0610932475884244,0.096051227321238,0.0972037283621838,0.119327731092437,0.0983981693363844,0.0745098039215686,0.104651162790698,0.0980392156862745,0.111111111111111,0.147058823529412
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.21,1.92,1.72,1.33433850891826,1.07270211122554,0.981965414892244,0.951666612783292,1.2745760419946,4.29,1.06,0.88,0.743089750371412,0.78,0.773333,0.58,0.506667,0.546667,0.486667,0.333333,0.306667,0.248889,0.18963,0.157037,0.143378412143349,0.168889,0.257778,0.209098,0.222445,0.146813,0.08008,0.057836,0.035591,0.035591,0.044489
,EPSDiluted,1.21,1.9,1.71,1.32866954160677,1.06912368488581,0.978681672025723,0.947714101738571,1.26675549128216,4.26,1.05,0.87,0.742569729495396,0.77,0.76,0.573333,0.5,0.513333,0.46,0.313333,0.273333,0.226667,0.177778,0.154074,0.141884289578268,0.168889,0.257778,0.209098,0.209098,0.146813,0.08008,0.057836,0.035591,0.035591,0.044489
,weightedAverageShsOut,31537000.0,31451000.0,31308000.0,31172000.0,31072000.0,30996000.0,30931000.0,30763955.0,30574772.0,30514529.0,30360602.0,30099998.0,30621070.0,30666141.0,30486463.0,30117636.0,28807152.0,28548690.0,28165482.0,26752417.0,26385158.0,25622740.0,29387103.0,31385478.0,33697562.0,35231274.0,34911860.0,31918002.0,29288959.0,23726274.0,15561242.0,14048495.0,14048495.0,11238733.0
,weightedAverageShsOutDil,31655000.0,31689000.0,31522000.0,31305000.0,31176000.0,31100000.0,31060000.0,30953882.0,30715684.0,30677825.0,30481991.0,30121077.0,30777985.0,31004299.0,30852738.0,30729874.0,30741057.0,30174649.0,29922457.0,29903301.0,29250972.0,27349258.0,30033466.0,31715985.0,33697562.0,35231274.0,34911860.0,33955370.0,29288959.0,23726274.0,15561242.0,14048495.0,14048495.0,11238733.0
