date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY
,costAndExpenses,18621000000.0,20147000000.0,15647000000.0,15139000000.0,15295000000.0,15621000000.0,15550000000.0,15663000000.0,13326000000.0,4981590000.0,3741138000.0,1878395000.0,1863163000.0,1782192000.0,1742849000.0,1653419000.0,1630349000.0,1396590000.0,1559550000.0,1320513000.0,1168600000.0,1097300000.0,633800000.0,526400000.0,442000000.0,370800000.0,308400000.0,247200000.0,205900000.0,187700000.0,162600000.0,137600000.0,104400000.0,96800000.0
,interestExpense,2021000000.0,2177000000.0,1481000000.0,1318000000.0,1312000000.0,1311000000.0,1298000000.0,1319000000.0,1072000000.0,557478000.0,370414000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,4829000000.0,5120000000.0,3936000000.0,3916000000.0,4189000000.0,4428000000.0,4541000000.0,4780000000.0,4026000000.0,1433553000.0,974710000.0,523786000.0,536255000.0,523506000.0,531931000.0,500904000.0,470641000.0,411626000.0,473384000.0,388056000.0,348800000.0,328600000.0,159500000.0,132000000.0,113800000.0,103600000.0,86200000.0,70800000.0,57300000.0,52100000.0,46500000.0,39700000.0,33900000.0,30200000.0
,EBITDA,8609000000.0,8416000000.0,5945000000.0,6247000000.0,6794000000.0,6838000000.0,7086000000.0,7493000000.0,6051000000.0,3493497000.0,2207811000.0,1245138000.0,1329333000.0,1189044000.0,1268334000.0,1254857000.0,1221037000.0,987032000.0,1031303000.0,913469000.0,856900000.0,730600000.0,427200000.0,355300000.0,316600000.0,273000000.0,211000000.0,180400000.0,132400000.0,113200000.0,97100000.0,86100000.0,86400000.0,81000000.0
,EBITDARatio,0.384313200303558,0.358998421703707,0.336712732215677,0.357584430452204,0.379553072625698,0.379235760634463,0.39159988947223,0.407760121898128,0.394176275161227,0.49612726431485,0.443848998811677,0.478945835883261,0.50045647213487,0.485774166268338,0.511579298917577,0.521255958779948,0.512880211866454,0.500524341834365,0.487045146823873,0.494856781907834,0.511063398341981,0.487294070566264,0.4738768718802,0.473922902494331,0.491004962779156,0.505368382080711,0.487072945521699,0.505605381165919,0.471174377224199,0.454983922829582,0.455440900562852,0.467934782608696,0.550669216061185,0.548780487804878
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,3780000000.0,3296000000.0,2009000000.0,2331000000.0,2605000000.0,2410000000.0,2545000000.0,2713000000.0,2025000000.0,2059944000.0,1233101000.0,721352000.0,793078000.0,665538000.0,736403000.0,753953000.0,750396000.0,575406000.0,557919000.0,525413000.0,508100000.0,402000000.0,267700000.0,223300000.0,202800000.0,169400000.0,124800000.0,109600000.0,75100000.0,61100000.0,50600000.0,46400000.0,52500000.0,50800000.0
,operatingIncomeRatio,0.168742466854158,0.140596340058866,0.11378568192116,0.133428734974242,0.145530726256983,0.133658698907437,0.140646587455098,0.147638223770135,0.131913230408442,0.292541937594848,0.24789741707224,0.277470076895944,0.298571552807144,0.271900087019402,0.297026280507185,0.313185083152915,0.315193773377661,0.291788624317696,0.263483904604979,0.284633836892703,0.303035724935886,0.268125125058361,0.296949528563505,0.297852474323063,0.314516129032258,0.313587560162903,0.28808864265928,0.307174887892377,0.267259786476868,0.245578778135048,0.237335834896811,0.252173913043478,0.334608030592734,0.344173441734417
,totalOtherIncomeExpensesNet,-6525000000.0,-2682000000.0,12000000.0,7000000.0,23000000.0,11000000.0,-1023000000.0,-144000000.0,-5000000.0,29619000.0,-48175000.0,40954000.0,38770000.0,121568000.0,3168000.0,4470000.0,8314000.0,-60105000.0,232472000.0,54275000.0,99700000.0,165800000.0,202500000.0,31700000.0,31800000.0,34700000.0,11600000.0,10100000.0,4900000.0,11500000.0,4700000.0,8300000.0,-900000.0,-3600000.0
,incomeBeforeTax,-4766000000.0,-1563000000.0,540000000.0,1020000000.0,1316000000.0,1110000000.0,224000000.0,1250000000.0,948000000.0,1532085000.0,814512000.0,560089000.0,618942000.0,591149000.0,736403000.0,547372000.0,531959000.0,293456000.0,553056000.0,386185000.0,429300000.0,387500000.0,408400000.0,203700000.0,183100000.0,161500000.0,106300000.0,92600000.0,57500000.0,48500000.0,32900000.0,34500000.0,39800000.0,34900000.0
,incomeBeforeTaxRatio,-0.21275835900183,-0.0666723542208762,0.030584503851382,0.0583858042358329,0.0735195530726257,0.0615606455548777,0.0123791102514507,0.0680235089246844,0.0617549345319523,0.21757830041011,0.163746052411233,0.215439810104599,0.23301424833063,0.241509071670487,0.297026280507185,0.227373251828135,0.223442241819262,0.14881166087558,0.261187294831707,0.209209361588709,0.256038647342995,0.258453945174415,0.453022739877981,0.271708683473389,0.283964019851117,0.298963346908552,0.245383194829178,0.259529147982063,0.204626334519573,0.194935691318328,0.154315196998124,0.1875,0.253664754620778,0.236449864498645
,incomeTaxExpense,503000000.0,170000000.0,-849000000.0,394000000.0,438000000.0,338000000.0,463000000.0,473000000.0,375000000.0,582951000.0,301881000.0,194357000.0,200572000.0,221122000.0,203291000.0,210128000.0,187252000.0,103537000.0,210025000.0,154711000.0,189500000.0,158700000.0,152400000.0,74600000.0,68300000.0,61300000.0,37300000.0,32600000.0,20100000.0,17400000.0,10700000.0,11100000.0,16500000.0,17700000.0
,netIncome,-5269000000.0,-1733000000.0,1389000000.0,626000000.0,878000000.0,772000000.0,-239000000.0,777000000.0,573000000.0,947705000.0,647211000.0,365732000.0,418370000.0,370027000.0,334479000.0,337244000.0,344707000.0,801624000.0,343031000.0,231474000.0,239800000.0,228800000.0,256000000.0,129100000.0,114800000.0,100200000.0,69000000.0,44300000.0,37400000.0,31100000.0,22200000.0,23400000.0,23300000.0,17200000.0
,netIncomeRatio,-0.235212713718138,-0.07392398583799,0.0786701404621658,0.0358328563251288,0.0490502793296089,0.0428151516832122,-0.0132080685272175,0.0422834131475838,0.0373265585303889,0.134587861110945,0.130112565962351,0.140679843077038,0.15750453366242,0.151171493587937,0.134911255491576,0.140088029602405,0.144789551169907,0.406503867147804,0.162000482651694,0.125397226107655,0.143019025466691,0.152604548789435,0.283971159179146,0.172202214219021,0.178039702233251,0.185486856719733,0.159279778393352,0.124159192825112,0.133096085409253,0.125,0.104127579737336,0.127173913043478,0.148502230720204,0.116531165311653
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-4.92,-1.63,2.21245986033947,1.16022826471738,1.58404266451131,1.35811482403441,-0.4,1.25281157036786,1.07549082172754,3.15251198360716,3.25537565450951,3.57,3.82,3.17,2.55,2.45,2.4,5.66,2.43,1.65,1.72,1.67,1.893333,0.955556,0.875556,0.835556,0.58,0.4,0.35,0.3,0.22,0.25,0.39,0.29
,EPSDiluted,-4.92,-1.63,2.20934541978358,1.15780342865175,1.58171693752218,1.3550064152182,-0.4,1.24862402275485,1.07279062234962,3.14541797628254,3.25138528160276,3.56,3.72,3.07,2.49,2.41,2.38,5.61,2.41,1.63,1.7,1.64,1.866667,0.951111,0.866667,0.8,0.58,0.4,0.35,0.3,0.22,0.25,0.39,0.29
,weightedAverageShsOut,1071441000.0,1065866000.0,627808000.0,539549000.0,554278000.0,568435000.0,600892000.0,620205000.0,532780000.0,300619000.0,198813000.0,102268000.0,109360000.0,116671000.0,130841000.0,137215000.0,143583000.0,141613000.0,140743000.0,140069000.0,138848000.0,136766467.0,134947183.0,134686047.0,131116751.0,119920213.0,118965517.0,110750000.0,106571429.0,103333333.0,100454545.0,92800000.0,59230769.0,57931034.0
,weightedAverageShsOutDil,1071441000.0,1065866000.0,628693000.0,540679000.0,555093000.0,569739000.0,600892000.0,622285000.0,534121000.0,301297000.0,199057000.0,102871000.0,113094000.0,122229000.0,136087000.0,142144000.0,144700000.0,142879000.0,142307000.0,141864000.0,141432000.0,139268293.0,136875000.0,135315421.0,132461538.0,125250000.0,118965517.0,110750000.0,106571429.0,103333333.0,100454545.0,92800000.0,59230769.0,57931034.0
