date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-534000.0,-254000.0,0.0,0.0,0.0,0.0,0.0,0.0,-147000.0,19000.0,173000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-590000.0
,netCashUsedProvidedByFinancingActivities,24038000.0,966000.0,12798000.0,11292000.0,5442000.0,3227000.0,-528000.0,-435000.0,1008000.0,1857000.0,3731000.0,32000.0,1333000.0,189000.0,-148000.0,2762000.0,3374000.0,-1074000.0,962000.0,1318000.0,5253000.0,4811000.0,3667000.0,2648000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,-420000.0,-138000.0,-133000.0,-116000.0,-11000.0,61000.0,20000.0,7000.0,23000.0,-1000.0,39000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,22722000.0,-7628000.0,8230000.0,10053000.0,-549000.0,-32000.0,-351000.0,973000.0,57000.0,257000.0,-137000.0,23000.0,129000.0,-155000.0,640000.0,-3114000.0,2997000.0,-103000.0,496000.0,54000.0,-158000.0,-238000.0,-107000.0,-616000.0
,cashAtEndOfPeriod,36856000.0,14134000.0,21236000.0,12417000.0,1205000.0,1754000.0,1786000.0,2137000.0,1164000.0,1107000.0,850000.0,987000.0,964000.0,835000.0,990000.0,350000.0,3464000.0,467000.0,570000.0,74000.0,20000.0,178000.0,416000.0,525000.0
,cashAtBeginningOfPeriod,14134000.0,21762000.0,13006000.0,2364000.0,1754000.0,1786000.0,2137000.0,1164000.0,1107000.0,850000.0,987000.0,964000.0,835000.0,990000.0,350000.0,3464000.0,467000.0,570000.0,74000.0,20000.0,178000.0,416000.0,523000.0,1141000.0
,operatingCashFlow,3614000.0,-3461000.0,-3858000.0,1722000.0,-4919000.0,-2765000.0,122000.0,1432000.0,-752000.0,-1754000.0,-1864000.0,322000.0,-316000.0,-118000.0,717000.0,-5126000.0,997000.0,1021000.0,-425000.0,-901000.0,-4148000.0,-3510000.0,-3499000.0,5326000.0
,capitalExpenditure,-4947000.0,-5077000.0,-1207000.0,-1777000.0,-411000.0,-374000.0,-328000.0,-370000.0,-688000.0,-218000.0,-603000.0,-261000.0,-498000.0,-353000.0,-236000.0,-411000.0,-349000.0,-49000.0,-85000.0,-236000.0,-1020000.0,-1231000.0,-32000.0,-2259000.0
,freeCashFlow,-1333000.0,-8538000.0,-5065000.0,-55000.0,-5330000.0,-3139000.0,-206000.0,1062000.0,-1440000.0,-1972000.0,-2467000.0,61000.0,-814000.0,-471000.0,481000.0,-5537000.0,648000.0,972000.0,-510000.0,-1137000.0,-5168000.0,-4741000.0,-3531000.0,3067000.0
