date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY
,salesMaturitiesOfInvestments,99863000.0,99321000.0,79465000.0,110854000.0,108216000.0,111475000.0,197195000.0,104525000.0,181938000.0,339697000.0,545685000.0,512313000.0,668531000.0,451900000.0,437196000.0,583704000.0,408121000.0,265670000.0,170042000.0,81605000.0,89058000.0,52362000.0,67911000.0,41139000.0,85322000.0,83743000.0,113800000.0,52600000.0,39300000.0,41300000.0,10000000.0,47700000.0,0.0,0.0
,otherInvestingActivites,1367000.0,1573000.0,2303000.0,458000.0,181000.0,1497000.0,4954000.0,4557000.0,880000.0,-6832000.0,4887000.0,0.0,-1493000.0,-1045000.0,-4747000.0,7052000.0,-3791000.0,-7000000.0,0.0,0.0,-6863000.0,6009000.0,0.0,135000.0,11000.0,0.0,800000.0,-700000.0,1600000.0,500000.0,1500000.0,100000.0,0.0,0.0
,netCashUsedForInvestingActivites,-231370000.0,7040000.0,9379000.0,-103897000.0,-56774000.0,-68791000.0,-78557000.0,-78363000.0,-36528000.0,-29219000.0,235160000.0,130190000.0,-158910000.0,7932000.0,-62644000.0,-143004000.0,-167475000.0,-212105000.0,-73571000.0,-93650000.0,-37708000.0,-62418000.0,-64781000.0,-26725000.0,-33148000.0,-19598000.0,-43100000.0,-43100000.0,-17700000.0,-15900000.0,-10100000.0,-10900000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-25581000.0,-27868000.0,-20118000.0,-56467000.0,-60339000.0,-22494000.0,-60838000.0,-12941000.0,-5692000.0,-5988000.0,-232435000.0,-145451000.0,-27978000.0,-21514000.0,-24778000.0,-23821000.0,-13020000.0,-7108000.0,-7543000.0,-35852000.0,-5829000.0,-7429000.0,-12041000.0,-4240000.0,-4694000.0,-7209000.0,-3500000.0,-4300000.0,-9600000.0,-4700000.0,-6300000.0,-5400000.0,0.0,0.0
,commonStockIssued,108961000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368000.0,517000.0,364000.0,1284000.0,3878000.0,467000.0,44846000.0,19000.0,65000.0,1543000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-1054000.0,-532000.0,-1175000.0,-727000.0,-13053000.0,-27950000.0,-22048000.0,0.0,0.0,0.0,0.0,0.0,0.0,-9472000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1512000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-30226000.0,-28345000.0,-28263000.0,-28135000.0,-27840000.0,-18010000.0,-2334000.0,-2159000.0,-1832000.0,-917000.0,-7990000.0,-8636000.0,-9371000.0,-26244000.0,-31168000.0,-29377000.0,-20326000.0,-19307000.0,-7713000.0,-5926000.0,-4814000.0,-6229000.0,-5846000.0,-1644000.0,-1488000.0,-1214000.0,-1100000.0,-1000000.0,-800000.0,-700000.0,-1300000.0,-1900000.0,0.0,0.0
,otherFinancingActivites,-14255000.0,-11481000.0,-12732000.0,-14759000.0,-15868000.0,-9747000.0,-9027000.0,-14242000.0,-11046000.0,-6129000.0,-4199000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,-100000.0,100000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,54301000.0,-37762000.0,-47758000.0,-43595000.0,-59342000.0,-25550000.0,26026000.0,-18196000.0,-18120000.0,-7034000.0,-238790000.0,-88597000.0,251987000.0,-42383000.0,-38122000.0,-15673000.0,2378000.0,-6789000.0,-10530000.0,9665000.0,4720000.0,-3537000.0,-7194000.0,4804000.0,-1816000.0,-486000.0,500000.0,-2000000.0,-7700000.0,-1900000.0,-3000000.0,-4400000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3337000.0,2905000.0,-3810000.0,3731000.0,-141000.0,-7664000.0,-5189000.0,-4877000.0,1821000.0,-803000.0,826000.0,5213000.0,-10912000.0,2975000.0,2438000.0,-1480000.0,1868000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,102074000.0,138542000.0,41988000.0,-35693000.0,6705000.0,-21491000.0,6269000.0,-14249000.0,67695000.0,-13647000.0,38390000.0,29854000.0,-22993000.0,-26898000.0,1403000.0,13351000.0,7181000.0,-24954000.0,78450000.0,24201000.0,-1075000.0,-8100000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,432683000.0,330609000.0,192067000.0,150079000.0,185772000.0,179067000.0,200558000.0,194289000.0,208538000.0,140843000.0,154490000.0,116100000.0,86246000.0,109239000.0,136137000.0,134734000.0,121383000.0,114202000.0,139156000.0,60706000.0,35728000.0,36800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,330609000.0,192067000.0,150079000.0,185772000.0,179067000.0,200558000.0,194289000.0,208538000.0,140843000.0,154490000.0,116100000.0,86246000.0,109239000.0,136137000.0,134734000.0,121383000.0,114202000.0,139156000.0,60706000.0,36505000.0,36803000.0,44900000.0,30400000.0,18500000.0,16700000.0,16200000.0,30900000.0,21500000.0,10400000.0,9700000.0,11800000.0,15400000.0,0.0,0.0
,operatingCashFlow,275806000.0,166359000.0,84177000.0,108068000.0,122962000.0,80514000.0,63989000.0,87187000.0,120522000.0,23409000.0,41194000.0,-16952000.0,-105158000.0,4578000.0,99731000.0,173508000.0,170410000.0,193940000.0,162551000.0,108186000.0,31913000.0,57875000.0,86467000.0,33828000.0,36750000.0,20568000.0,27900000.0,54500000.0,36300000.0,18600000.0,11000000.0,11700000.0,8900000.0,10800000.0
,capitalExpenditure,-14992000.0,-17075000.0,-10675000.0,-16396000.0,-18155000.0,-19658000.0,2105000.0,-17282000.0,-16752000.0,-17704000.0,-16339000.0,-11032000.0,-17968000.0,-31383000.0,-42021000.0,-33931000.0,-32410000.0,-37236000.0,-30165000.0,-23452000.0,-19191000.0,-25307000.0,-20473000.0,-13209000.0,-12670000.0,-6700000.0,-12200000.0,-8700000.0,-7800000.0,-3900000.0,-4000000.0,-2100000.0,0.0,0.0
,freeCashFlow,260814000.0,149284000.0,73502000.0,91672000.0,104807000.0,60856000.0,44452000.0,69905000.0,103770000.0,5705000.0,24855000.0,-27984000.0,-123126000.0,-26805000.0,57710000.0,139577000.0,138000000.0,156704000.0,132386000.0,84734000.0,12722000.0,32568000.0,65994000.0,20619000.0,24080000.0,13868000.0,15700000.0,45800000.0,28500000.0,14700000.0,7000000.0,9600000.0,8900000.0,10800000.0
