date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-12-06_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY,1994-10-31_FY,1993-10-31_FY
,EBITDARatio,0.0,0.392617269356832,0.412863070539419,0.394471744471744,0.364150315929498,0.336244226327945,0.353394138755981,0.344363607916764,0.350625547852419,0.36035594742428,0.363011998345056,0.203666398066076,-1.08104469574583,0.34012928891099,0.310713025061772,0.313272149664666,0.0924396696865229,0.276361188252125,0.224602626123013,0.0703740603206231,0.196649345995341,0.258547893037503,0.173243883188635,0.200196914998359,0.326232788042839,0.346295037389531,0.302625298329356,0.273913043478261,0.249866333986812
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,6469000000.0,6706000000.0,5880000000.0,5013000000.0,4224000000.0,3914000000.0,4048000000.0,4043000000.0,4058000000.0,4012000000.0,1619000000.0,-4260000000.0,3851000000.0,3315000000.0,3315000000.0,927000000.0,3004000000.0,2305000000.0,412000000.0,1836000000.0,2763000000.0,1388000000.0,1536000000.0,2515000000.0,2291000000.0,1661000000.0,1467000000.0,1184000000.0
,operatingIncomeRatio,0.262029793162576,0.347590134866477,0.376023326230795,0.361179361179361,0.333422015297639,0.304849884526559,0.292613636363636,0.316670578111554,0.322177065901665,0.331292350395951,0.331981795614398,0.163074133763094,-1.1470113085622,0.319161279628709,0.292534415813625,0.292534415813625,0.0743205323498757,0.252798114954136,0.199118866620594,0.037315460556109,0.164486651137789,0.228744101332892,0.136937647987372,0.168034131933049,0.295986818877251,0.311488783140721,0.264280031821798,0.236231884057971,0.211014079486723
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,4890000000.0,6469000000.0,6706000000.0,5880000000.0,5013000000.0,4224000000.0,3914000000.0,4048000000.0,4043000000.0,4058000000.0,4012000000.0,1619000000.0,-4260000000.0,3851000000.0,3315000000.0,3315000000.0,927000000.0,3004000000.0,2305000000.0,412000000.0,1836000000.0,2763000000.0,1388000000.0,1536000000.0,2515000000.0,2291000000.0,1661000000.0,1467000000.0,1184000000.0
,incomeBeforeTaxRatio,0.262029793162576,0.347590134866477,0.376023326230795,0.361179361179361,0.333422015297639,0.304849884526559,0.292613636363636,0.316670578111554,0.322177065901665,0.331292350395951,0.331981795614398,0.163074133763094,-1.1470113085622,0.319161279628709,0.292534415813625,0.292534415813625,0.0743205323498757,0.252798114954136,0.199118866620594,0.037315460556109,0.164486651137789,0.228744101332892,0.136937647987372,0.168034131933049,0.295986818877251,0.311488783140721,0.264280031821798,0.236231884057971,0.211014079486723
,incomeTaxExpense,1098000000.0,1348000000.0,1422000000.0,1162000000.0,718000000.0,634000000.0,699000000.0,648000000.0,704000000.0,969000000.0,1533000000.0,424000000.0,-2218000000.0,524000000.0,640000000.0,640000000.0,789000000.0,790000000.0,239000000.0,-279000000.0,92000000.0,641000000.0,320000000.0,460000000.0,937000000.0,911000000.0,635000000.0,550000000.0,435000000.0
,netIncome,3790000000.0,5096000000.0,5267000000.0,4699000000.0,4275000000.0,3576000000.0,3218000000.0,3403000000.0,3331000000.0,3079000000.0,2452000000.0,1174000000.0,-2060000000.0,3296000000.0,2646000000.0,2646000000.0,-32000000.0,2199000000.0,2063000000.0,653000000.0,1686000000.0,2060000000.0,1029000000.0,1056000000.0,1551000000.0,1366000000.0,1015000000.0,890000000.0,730000000.0
,netIncomeRatio,0.203086485907191,0.273816560098866,0.295334753840978,0.288636363636364,0.284336548054539,0.258083140877598,0.24058014354067,0.266212939059689,0.265439477249183,0.251367458568046,0.202896152254861,0.118251410153102,-0.554658050619278,0.273164263218962,0.233498058595129,0.233498058595129,-0.00256554156979075,0.185054279222419,0.178213545266068,0.0591431935513088,0.151048199247447,0.170543919198609,0.101519337016575,0.115523465703971,0.182535012357303,0.185723997280761,0.161495624502784,0.143317230273752,0.130101586170023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,8.23,11.43994,11.84588,11.36224,10.79766,8.98872,8.08543,8.48628,8.24505,7.75567,6.30334,3.0733,-5.56757,9.72271,31.0,7.8284,-0.09329,6.10833,5.6989,1.7989,4.34536,5.08642,2.43262,2.48471,3.67536,3.29157,2.31735,2.07459,1.81592
,EPSDiluted,8.22,11.43994,11.84588,11.36224,10.79766,8.98872,8.08543,8.48628,8.24505,7.75567,6.30334,3.0733,-5.56757,9.72271,31.0,7.8284,-0.09329,6.10833,5.6989,1.7989,4.34536,5.08642,2.43262,2.48471,3.67536,3.29157,2.31735,2.07459,1.81592
,weightedAverageShsOut,445435000.0,445457000.0,444627000.0,413563000.0,395919000.0,397832000.0,398000000.0,401000000.0,404000000.0,397000000.0,389000000.0,382000000.0,370000000.0,339000000.0,85354838.0,338000000.0,343000000.0,360000000.0,362000000.0,363000000.0,388000000.0,405000000.0,423000000.0,425000000.0,422000000.0,415000000.0,438000000.0,429000000.0,402000000.0
,weightedAverageShsOutDil,446021000.0,445457000.0,444627000.0,413563000.0,395919000.0,397832000.0,398000000.0,401000000.0,404000000.0,397000000.0,389000000.0,382000000.0,370000000.0,339000000.0,85354838.0,338000000.0,343000000.0,360000000.0,362000000.0,363000000.0,388000000.0,405000000.0,423000000.0,425000000.0,422000000.0,415000000.0,438000000.0,429000000.0,402000000.0
