date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-1856809000.0,-775981000.0,746144000.0,396826000.0,247007000.0,-83777000.0,-59010000.0,-133973000.0,-228811000.0,160810000.0,1218171000.0,145276000.0,160735000.0,136791000.0,0.0,174616000.0,0.0,0.0
,cashAtEndOfPeriod,396401000.0,2253210000.0,3029191000.0,2283047000.0,1886221000.0,1639214000.0,1722991000.0,1782001000.0,1921178000.0,2149989000.0,1989179000.0,771008000.0,625732000.0,464997000.0,0.0,280173000.0,0.0,0.0
,cashAtBeginningOfPeriod,2253210000.0,3029191000.0,2283047000.0,1886221000.0,1639214000.0,1722991000.0,1782001000.0,1915974000.0,2149989000.0,1989179000.0,771008000.0,625732000.0,464997000.0,328206000.0,0.0,105557000.0,0.0,0.0
,operatingCashFlow,4978208000.0,4197245000.0,3842920000.0,3301882000.0,3003592000.0,2641400000.0,2480252000.0,2777182000.0,2336220000.0,2717058000.0,2083049000.0,2072452000.0,2527990000.0,2215600000.0,2979060000.0,1754828000.0,1327093000.0,1472219000.0
,capitalExpenditure,-42407000.0,-78159000.0,-2183204000.0,-1976700000.0,-2135798000.0,-2452146000.0,-2748308000.0,-2335774000.0,-2033530000.0,-2211119000.0,-1901549000.0,-1982443000.0,-1555155000.0,-881696000.0,0.0,-660373000.0,-600903000.0,-1009365000.0
,freeCashFlow,4935801000.0,4119086000.0,1659716000.0,1325182000.0,867794000.0,189254000.0,-268056000.0,441408000.0,302690000.0,505939000.0,181500000.0,90009000.0,972835000.0,1333904000.0,2979060000.0,1094455000.0,726190000.0,462854000.0
