date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,27524000.0,62243000.0,-110804000.0,101976000.0,23472000.0,-18097000.0,34032000.0,-72144317.0,47075737.0,-30430321.0,15791342.0,3748600.0,-33963179.0,53489682.0,25057209.0,3124480.0,15504134.0,-49732.0,71122.0,0.0
,cashAtEndOfPeriod,148203000.0,120679000.0,58436000.0,169240000.0,66764000.0,43292000.0,61389000.0,27356947.0,99901264.0,52825527.0,83255848.0,67464506.0,63715906.0,97679085.0,44189403.0,19132194.0,16007714.0,47517.0,97249.0,26127.0
,cashAtBeginningOfPeriod,120679000.0,58436000.0,169240000.0,67264000.0,43292000.0,61389000.0,27357000.0,99501264.0,52825527.0,83255848.0,67464506.0,63715906.0,97679085.0,44189403.0,19132194.0,16007714.0,503580.0,97249.0,26127.0,0.0
,operatingCashFlow,55454000.0,-85423000.0,-49500000.0,134053000.0,-50383000.0,-37083000.0,-47518000.0,-49339479.0,-64329296.0,-34350425.0,-45385506.0,-40148265.0,-35373864.0,-147660.0,7079563.0,-12996229.0,-7717656.0,-49732.0,-55778.0,-34373.0
,capitalExpenditure,-2504000.0,-4040000.0,-4663000.0,-1350000.0,-3137000.0,-2360000.0,-1368000.0,-2297518.0,-1412585.0,-828508.0,-646544.0,-1461021.0,-1159744.0,-2365326.0,-364799.0,-350891.0,-227951.0,0.0,0.0,0.0
,freeCashFlow,52950000.0,-89463000.0,-54163000.0,132703000.0,-53520000.0,-39443000.0,-48886000.0,-51636997.0,-65741881.0,-35178933.0,-46032050.0,-41609286.0,-36533608.0,-2512986.0,6714764.0,-13347120.0,-7945607.0,-49732.0,-55778.0,-34373.0
