date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-212000000.0,1000000.0,1902000000.0,-316000000.0,144313000.0,179181000.0,79567000.0,-200548000.0,-11629000.0,-8594000.0,-6110000.0,-37889000.0,-28370000.0,-48308000.0,-28370000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2101000000.0,4612000000.0,18491000000.0,186000000.0,938531000.0,-3892793000.0,4160928000.0,-2188835000.0,7753150000.0,-3654494000.0,3601600000.0,1011571000.0,235681000.0,214326000.0,235681000.0,4816000.0,137375899.25,4817883.3
,cashAtEndOfPeriod,36540000000.0,34439000000.0,29827000000.0,11084000000.0,10898463000.0,9959932000.0,13852725000.0,9691797000.0,11880632000.0,4127482000.0,7781976000.0,2362171000.0,1136274000.0,1350600000.0,1136274000.0,62825000.0,200198779.6,62822880.35
,cashAtBeginningOfPeriod,34439000000.0,29827000000.0,11336000000.0,10898000000.0,9959932000.0,13852725000.0,9691797000.0,11880632000.0,4127482000.0,7781976000.0,4180376000.0,1350600000.0,900593000.0,1136274000.0,900593000.0,58009000.0,62822880.35,58004997.05
,operatingCashFlow,24200000000.0,28458000000.0,35967000000.0,32880000000.0,22258297000.0,19422438000.0,17937175000.0,13792971000.0,11995994000.0,8178819000.0,4700481000.0,1746199000.0,440805000.0,935152000.0,526144000.0,12702000.0,56506651.9,12698682.1
,capitalExpenditure,-5331000000.0,-19121000000.0,-22362000000.0,-13951000000.0,-10509768000.0,-7774456000.0,-6395211000.0,-3680988000.0,-2566379000.0,-2342456000.0,-976119000.0,-476812000.0,-165613000.0,-582343000.0,-150413000.0,-7958000.0,-25413920.5,-6399009.95
,freeCashFlow,18869000000.0,9337000000.0,13605000000.0,18929000000.0,11748529000.0,11647982000.0,11541964000.0,10111983000.0,9429615000.0,5836363000.0,3724362000.0,1269387000.0,275192000.0,352809000.0,375731000.0,4744000.0,31092731.4,6299672.15
