date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2014-09-30_FY,2014-06-30_FY,2014-03-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,salesMaturitiesOfInvestments,0.0,50000.0,522000.0,250000.0,200000.0,50000.0,10282000.0,0.0,0.0,0.0,821000.0,15825000.0,11150000.0,10925000.0,3400000.0,292050000.0,468685000.0,635880000.0,329866000.0,123525000.0,0.0,0.0,0.0,0.0,0.0,11385000.0,0.0,0.0,1500000.0,2700000.0,5300000.0,0.0,3400000.0,0.0
,otherInvestingActivites,54000.0,-54000.0,-147000.0,-2145000.0,-218000.0,188000.0,917000.0,420236000.0,401869000.0,394194000.0,11562000.0,23372000.0,0.0,0.0,0.0,0.0,400000.0,-132000.0,-2011000.0,0.0,0.0,0.0,-3459000.0,-645000.0,-2486000.0,-7384000.0,0.0,0.0,100000.0,0.0,-100000.0,-100000.0,200000.0,-200000.0
,netCashUsedForInvestingActivites,-34383000.0,-34863000.0,-68849000.0,-56121000.0,-21245000.0,-266801000.0,-27476000.0,420236000.0,401869000.0,394194000.0,-108717000.0,-9492000.0,-60478000.0,-24857000.0,-40533000.0,93488000.0,-97066000.0,71336000.0,-21591000.0,-15025000.0,-19085000.0,-43799000.0,-20803000.0,-85537000.0,-333766000.0,-78699000.0,-12448000.0,-48976593.0,-700000.0,-3600000.0,-300000.0,-8100000.0,0.0,-4100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-118851000.0,-6794000.0,-108024000.0,-112396000.0,-37301000.0,-20676000.0,-582000.0,-0.0,-0.0,-0.0,-497000.0,-419000.0,-363000.0,-300000.0,-254000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2933000.0,9212000.0,16070000.0,8083000.0,9838000.0,18055000.0,115331000.0,1582000.0,116250000.0,94949000.0,493000.0,680000.0,28898585.0,200000.0,100000.0,100000.0,10200000.0,0.0,8400000.0
,commonStockRepurchased,-25220000.0,-122110000.0,-211858000.0,-29348000.0,-41929000.0,-68365000.0,-43800000.0,-420236000.0,-401869000.0,-394194000.0,-41168000.0,-47106000.0,-56281000.0,-58855000.0,-27919000.0,-93833000.0,-52969000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-23041000.0,-23287000.0,-21005000.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-2236000.0,-2231000.0,-3711000.0,-816000.0,663000.0,-3298000.0,634000.0,420236000.0,401869000.0,394194000.0,354000.0,-855000.0,-14000.0,1176000.0,0.0,300000.0,1414000.0,5197000.0,-412000.0,0.0,-104000.0,0.0,0.0,-1383000.0,-6391000.0,-426000.0,-53000.0,-315114.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-57526000.0,-152837000.0,-290967000.0,-31352000.0,-34742000.0,159637000.0,-24881000.0,0.0,0.0,0.0,-30108000.0,-43723000.0,-54087000.0,-54727000.0,-24368000.0,-91221000.0,-114493000.0,21267000.0,7671000.0,-11190000.0,-17990000.0,79538000.0,-112225000.0,147136000.0,249791000.0,23893000.0,388000.0,47655142.0,200000.0,100000.0,100000.0,10200000.0,0.0,8400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3505000.0,418000.0,-1315000.0,2744000.0,-1095000.0,-1021000.0,-2483000.0,0.0,0.0,0.0,724000.0,2727000.0,-2644000.0,-480000.0,2880000.0,-5308000.0,4779000.0,923000.0,1632000.0,1593000.0,4033000.0,-4912000.0,-925000.0,-456000.0,466000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,32034000.0,-94146000.0,-284444000.0,61113000.0,215438000.0,38619000.0,81821000.0,420236000.0,401869000.0,394194000.0,-39024000.0,100659000.0,-62425000.0,-74898000.0,61549000.0,160496000.0,75326000.0,13027000.0,-14017000.0,7552000.0,43564000.0,252697000.0,36338000.0,14104000.0,-13640000.0,2048000.0,7229000.0,11014677.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,395990000.0,363956000.0,458102000.0,742546000.0,681433000.0,465995000.0,427376000.0,420236000.0,401869000.0,394194000.0,345555000.0,384579000.0,283920000.0,346345000.0,421243000.0,359694000.0,199198000.0,123872000.0,110845000.0,124862000.0,356140000.0,312576000.0,59879000.0,23541000.0,9437000.0,23077000.0,21029000.0,13800013.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,363956000.0,458102000.0,742546000.0,681433000.0,465995000.0,427376000.0,345555000.0,0.0,0.0,0.0,384579000.0,283920000.0,346345000.0,421243000.0,359694000.0,199198000.0,123872000.0,110845000.0,124862000.0,117310000.0,312576000.0,59879000.0,23541000.0,9437000.0,23077000.0,21029000.0,13800000.0,2785336.0,6800000.0,5600000.0,6200000.0,3100000.0,3600000.0,100000.0
,operatingCashFlow,120438000.0,93136000.0,76687000.0,145842000.0,272520000.0,146804000.0,136661000.0,0.0,0.0,0.0,99077000.0,151147000.0,54784000.0,5166000.0,123570000.0,163537000.0,282106000.0,-80499000.0,-1729000.0,32174000.0,76606000.0,221870000.0,170291000.0,-47039000.0,69869000.0,56853000.0,19289000.0,12336128.0,-3400000.0,4600000.0,-400000.0,1000000.0,-500000.0,-800000.0
,capitalExpenditure,-39519000.0,-35118000.0,-66732000.0,-54506000.0,-32334000.0,-38062000.0,-45389000.0,0.0,0.0,0.0,-28737000.0,-49035000.0,-71997000.0,-36039000.0,-33696000.0,-36144000.0,-20572000.0,-44618000.0,-46404000.0,-17379000.0,-19540000.0,-7892000.0,-17613000.0,-47984000.0,-23871000.0,-12204000.0,-10352000.0,-8684400.0,-2300000.0,-6300000.0,-2700000.0,-900000.0,-3600000.0,-500000.0
,freeCashFlow,80919000.0,58018000.0,9955000.0,91336000.0,240186000.0,108742000.0,91272000.0,0.0,0.0,0.0,70340000.0,102112000.0,-17213000.0,-30873000.0,89874000.0,127393000.0,261534000.0,-125117000.0,-48133000.0,14795000.0,57066000.0,213978000.0,152678000.0,-95023000.0,45998000.0,44649000.0,8937000.0,3651728.0,-5700000.0,-1700000.0,-3100000.0,100000.0,-4100000.0,-1300000.0
