date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-4483000.0,-21976000.0,-421503000.0,454216000.0,15274000.0,-82057000.0,-19728000.0,95536000.0,65014000.0,13915000.0,2618000.0,294934000.0,-12759000.0,-15014000.0,-41505000.0,43676000.0,-144192000.0,106162000.0
,cashAtEndOfPeriod,170432000.0,174915000.0,196891000.0,618394000.0,164178000.0,148904000.0,230961000.0,250689000.0,155153000.0,90139000.0,76224000.0,317757000.0,22823000.0,24810000.0,39824000.0,81329000.0,37653000.0,181845000.0
,cashAtBeginningOfPeriod,174915000.0,196891000.0,618394000.0,164178000.0,148904000.0,230961000.0,250689000.0,155153000.0,90139000.0,76224000.0,73606000.0,22823000.0,35582000.0,39824000.0,81329000.0,37653000.0,181845000.0,75683000.0
,operatingCashFlow,224297000.0,160654000.0,275575000.0,302410000.0,227136000.0,533134000.0,277388000.0,176094000.0,224779000.0,200492000.0,163472000.0,39080000.0,23678000.0,16159000.0,39957000.0,41033000.0,58251000.0,51505000.0
,capitalExpenditure,-19841000.0,6498000.0,6187000.0,4751000.0,5021000.0,7104000.0,7614000.0,-24544000.0,-25407000.0,-10550000.0,-10393000.0,-9055000.0,-3818000.0,-2021000.0,-1250000.0,-5403000.0,-6406000.0,-5843000.0
,freeCashFlow,204456000.0,143195000.0,261270000.0,282175000.0,206048000.0,507584000.0,245733000.0,151550000.0,199372000.0,189942000.0,153079000.0,30025000.0,19860000.0,14138000.0,38707000.0,35630000.0,51845000.0,45662000.0
