date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2008-02-20_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,purchasesOfInvestments,-5873000000.0,-3187000000.0,-3412000000.0,-4633000000.0,-6241000000.0,-8126000000.0,-5380000000.0,-3342000000.0,0.0,0.0,-82000000.0,-1331000000.0,-31000000.0,0.0,0.0,-918000000.0,-867000000.0,-372000000.0,-896000000.0,-248000000.0,-728000000.0,-438000000.0,-253000000.0,0.0,-627000000.0,-924000000.0,-65000000.0,-239000000.0,0.0,0.0,-64950000000.0,-60912000000.0,-42913000000.0
,salesMaturitiesOfInvestments,2844000000.0,4144000000.0,3912000000.0,5915000000.0,6092000000.0,8569000000.0,7179000000.0,2161000000.0,306000000.0,0.0,10000000.0,0.0,1471000000.0,0.0,0.0,0.0,0.0,49000000.0,256000000.0,788000000.0,0.0,94000000.0,85000000.0,392000000.0,0.0,0.0,0.0,0.0,290000000.0,342000000.0,64631000000.0,60557100000.0,43668300000.0
,otherInvestingActivites,-371000000.0,164000000.0,65000000.0,319000000.0,59000000.0,79000000.0,261000000.0,147000000.0,-112000000.0,-288000000.0,0.0,53000000.0,11000000.0,0.0,5000000.0,-496000000.0,-31000000.0,37000000.0,-400000000.0,-2153000000.0,-3622000000.0,-3119000000.0,-3521000000.0,-2661000000.0,-1390000000.0,-547000000.0,68000000.0,-110000000.0,36000000.0,3000000.0,-716000000.0,-481800000.0,-108400000.0
,netCashUsedForInvestingActivites,-4342000000.0,-2243000000.0,-1973000000.0,-3626000000.0,-5698000000.0,-5594000000.0,-2911000000.0,-3814000000.0,-1571000000.0,-1292000000.0,-2030000000.0,-2723000000.0,1055000000.0,-234000000.0,-234000000.0,-1365000000.0,-1539000000.0,-1048000000.0,-645000000.0,-1393000000.0,-4691000000.0,-3275000000.0,-3450000000.0,-2248000000.0,-1736000000.0,-1214000000.0,-925000000.0,-1463000000.0,-1754000000.0,-2954000000.0,-4571000000.0,-3738000000.0,-1715900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3535000000.0,-4190000000.0,-2941000000.0,-2332000000.0,-3827000000.0,-2153000000.0,-3132000000.0,-2926000000.0,-1288000000.0,-2545000000.0,-1154000000.0,-2416000000.0,-1092000000.0,-100000000.0,-2321000000.0,-1366000000.0,-1131000000.0,-1653000000.0,-886000000.0,-687000000.0,-922000000.0,-766000000.0,-280000000.0,-547000000.0,-648000000.0,-2130000000.0,-1585000000.0,-1095000000.0,-1449000000.0,-932000000.0,-1342000000.0,-411000000.0,-133100000.0
,commonStockIssued,2970000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412000000.0,294000000.0,0.0,497000000.0,630000000.0,223000000.0,7000000.0,1000000.0,3000000.0,37000000.0,67000000.0,25000000.0,111000000.0,200000000.0,589000000.0,0.0,0.0,1081000000.0,454000000.0,300000000.0,0.0,5200000.0
,commonStockRepurchased,-173000000.0,-1097000000.0,-837000000.0,-1615000000.0,-4500000000.0,-3846000000.0,-1062000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-871000000.0,-994000000.0,-740000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-150000000.0
,dividendsPaid,-43000000.0,-178000000.0,-186000000.0,-198000000.0,-224000000.0,-278000000.0,-144000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5000000.0,-66000000.0,-49000000.0,0.0,0.0,0.0,-12100000.0
,otherFinancingActivites,-5000000.0,-63000000.0,-62000000.0,-58000000.0,-49000000.0,-34000000.0,-100000000.0,-109000000.0,0.0,703000000.0,1415000000.0,768000000.0,354000000.0,0.0,59000000.0,145000000.0,189000000.0,0.0,0.0,91000000.0,352000000.0,0.0,354000000.0,270000000.0,0.0,25000000.0,205000000.0,429000000.0,82000000.0,631000000.0,1682000000.0,1358000000.0,686600000.0
,netCashUsedProvidedByFinancingActivities,10994000000.0,-1568000000.0,-1672000000.0,-1145000000.0,-894000000.0,-1259000000.0,-315000000.0,3799000000.0,489000000.0,727000000.0,804000000.0,1755000000.0,382000000.0,-1675000000.0,-1675000000.0,-591000000.0,533000000.0,331000000.0,60000000.0,2506000000.0,4211000000.0,137000000.0,1184000000.0,-914000000.0,-1188000000.0,-1516000000.0,-1201000000.0,-186000000.0,395000000.0,2062000000.0,3807000000.0,3045400000.0,455800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,109000000.0,4000000.0,-112000000.0,-27000000.0,-68000000.0,-604000000.0,-146000000.0,660000000.0,197000000.0,115000000.0,15000000.0,-38000000.0,43000000.0,40000000.0,27000000.0,-17000000.0,18000000.0,0.0,16000000.0,2000000.0,31000000.0,4000000.0,-2000000.0,33000000.0,-4000000.0,-14000000.0,59000000.0,-40000000.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,399000000.0,290000000.0,286000000.0,295000000.0,322000000.0,390000000.0,994000000.0,1140000000.0,480000000.0,283000000.0,168000000.0,153000000.0,191000000.0,148000000.0,148000000.0,121000000.0,138000000.0,120000000.0,120000000.0,104000000.0,120000000.0,89000000.0,85000000.0,95000000.0,64000000.0,68000000.0,82000000.0,23000000.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,290000000.0,286000000.0,398000000.0,322000000.0,390000000.0,994000000.0,1140000000.0,480000000.0,283000000.0,168000000.0,153000000.0,191000000.0,148000000.0,121000000.0,121000000.0,138000000.0,120000000.0,120000000.0,104000000.0,102000000.0,89000000.0,85000000.0,87000000.0,62000000.0,68000000.0,82000000.0,23000000.0,63000000.0,45000000.0,94000000.0,114000000.0,120300000.0,54900000.0
,operatingCashFlow,-6543000000.0,3815000000.0,3533000000.0,4744000000.0,6524000000.0,6249000000.0,3080000000.0,675000000.0,1279000000.0,680000000.0,1241000000.0,930000000.0,-1394000000.0,1935000000.0,1935000000.0,1939000000.0,1024000000.0,717000000.0,601000000.0,-1111000000.0,511000000.0,3142000000.0,2264000000.0,3195000000.0,2920000000.0,2716000000.0,2185000000.0,1609000000.0,1377000000.0,843000000.0,744000000.0,685800000.0,1325500000.0
,capitalExpenditure,-1958000000.0,-4268000000.0,-3745000000.0,-5971000000.0,-5731000000.0,-6151000000.0,-5311000000.0,-3114000000.0,-1888000000.0,-1614000000.0,-1962000000.0,-1521000000.0,-876000000.0,228000000.0,-714000000.0,-530000000.0,-681000000.0,-1027000000.0,-680000000.0,-1881000000.0,-3640000000.0,-3678000000.0,-3539000000.0,-2661000000.0,-1390000000.0,-547000000.0,-928000000.0,-1114000000.0,-2080000000.0,-3299000000.0,-3536000000.0,-2901300000.0,-2394800000.0
,freeCashFlow,-8501000000.0,-453000000.0,-212000000.0,-1227000000.0,793000000.0,98000000.0,-2231000000.0,-2439000000.0,-609000000.0,-934000000.0,-721000000.0,-591000000.0,-2270000000.0,2163000000.0,1221000000.0,1409000000.0,343000000.0,-310000000.0,-79000000.0,-2992000000.0,-3129000000.0,-536000000.0,-1275000000.0,534000000.0,1530000000.0,2169000000.0,1257000000.0,495000000.0,-703000000.0,-2456000000.0,-2792000000.0,-2215500000.0,-1069300000.0
