date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY
,operatingIncomeRatio,0.0460519862677783,0.0390519176778826,0.0367070163640439,0.039164878846136,0.0411634041371651,0.0425893969897421,0.0429540316503391,0.0422603552998128,0.0414518023077709,0.041352486571286,0.0398523392986117,0.0382699064864563,0.0326707661390188,0.0398383404459769,0.0419514866814826,0.0419146748106828,0.0394806612199931,0.0368451739065378,0.0373642734296789,0.0222368967397558,0.0349836969179412,0.0199385435416024,0.0332047002767058,0.0367470113336438,0.0151342210949059,0.140606991932386,0.194672131147541,0.0778967867575463,0.0909090909090909,0.201550387596899,0.122641509433962,-0.666666666666667,-0.5
,totalOtherIncomeExpensesNet,-231700000.0,24000000.0,-7900000.0,9300000.0,3700000.0,-16700000.0,1300000.0,5600000.0,-600000.0,-2700000.0,-18100000.0,16900000.0,-1709800000.0,-3200000.0,4700000.0,-700000.0,-9100000.0,-3200000.0,16900000.0,-79300000.0,37200000.0,-414200000.0,9500000.0,-46500000.0,-12600000.0,5700000.0,100000.0,-24600000.0,-300000.0,-4700000.0,0.0,100000.0,-500000.0
,incomeBeforeTax,550100000.0,612600000.0,529400000.0,636500000.0,702300000.0,722700000.0,682300000.0,604400000.0,516800000.0,461300000.0,381300000.0,351000000.0,-1422700000.0,459300000.0,542100000.0,622900000.0,606600000.0,591000000.0,618000000.0,400800000.0,525000000.0,-27500000.0,522700000.0,315400000.0,-10200000.0,36700000.0,0.0,0.0,7800000.0,3500000.0,3200000.0,0.0,0.0
,incomeBeforeTaxRatio,0.0269789112309956,0.0287124397137193,0.0247235298513039,0.0295570848773602,0.0325003470776066,0.034641932700604,0.0357060621284434,0.0345024432570672,0.0329827427754519,0.0333494791177172,0.0305994703474841,0.0326274888917808,-0.100672945605333,0.0259616199869994,0.0285487081722718,0.032352727310501,0.0312282815178613,0.0304936252328299,0.0317272890622995,0.0200507271390194,0.0254735657169474,-0.00136735647729194,0.0324291794369098,0.0306047197640118,-0.00431198478123018,0.140991164041491,0.0,0.0,0.0709090909090909,0.0678294573643411,0.10062893081761,0.0,0.0
,incomeTaxExpense,168300000.0,161800000.0,133500000.0,201500000.0,270600000.0,279000000.0,262500000.0,228600000.0,199500000.0,177100000.0,146000000.0,116800000.0,-197300000.0,171300000.0,210700000.0,227400000.0,210200000.0,84900000.0,236400000.0,155800000.0,196900000.0,4000000.0,188100000.0,115200000.0,17700000.0,13500000.0,0.0,0.0,1600000.0,1400000.0,1300000.0,0.0,0.0
,netIncome,381600000.0,450000000.0,396000000.0,434600000.0,430500000.0,442600000.0,418700000.0,374900000.0,316400000.0,281400000.0,226600000.0,198000000.0,-1243100000.0,278700000.0,316900000.0,496500000.0,433600000.0,479200000.0,381600000.0,232300000.0,329900000.0,282900000.0,499500000.0,439700000.0,-59500000.0,22900000.0,11400000.0,-18500000.0,-14000000.0,2100000.0,1900000.0,-400000.0,-1500000.0
,netIncomeRatio,0.0187150564001962,0.0210914101716841,0.0184936112979153,0.0201814753930883,0.0199222546161322,0.0212156073243217,0.0219113706773842,0.0214013335160068,0.020192994996426,0.0203436883237061,0.0181847363774978,0.0184052501440815,-0.0879641095677156,0.0157533278693158,0.016688960744868,0.0257876530898439,0.0223220950645312,0.0247251188013064,0.0195908309161383,0.0116212173512829,0.0160071034857542,0.0140663689973051,0.0309898127582484,0.0426661232727837,-0.0251532445571761,0.0879754129850173,0.233606557377049,-0.180136319376826,-0.127272727272727,0.0406976744186047,0.059748427672956,-0.666666666666667,-2.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,4.21657458563536,4.972376,4.337349,4.746622,4.277104,3.994439,3.695067,3.100515,2.617979,2.072165,1.52732,1.152963,-6.99,1.41,1.41,1.89,1.63,1.71,1.2,0.7,0.913091613617492,0.66,1.1,1.09,-0.25,0.185,0.13,0.07,-0.27,0.07,0.16,-0.11,-0.39
,EPSDiluted,4.21657458563536,4.97,4.337349,4.43,4.15,3.89,3.52,3.04,2.52,1.91,1.43,1.12,-6.99,1.39,1.38,1.85,1.59,1.67,1.19,0.69,0.912838959601549,0.66,1.06,1.02,-0.25,0.175,0.13,0.07,-0.27,0.07,0.16,-0.11,-0.39
,weightedAverageShsOut,87700000.0,90500000.0,91300000.0,91559851.0,100652209.0,110804058.0,113313240.0,120915396.0,120856569.0,135800000.0,148364469.0,177600000.0,177800000.0,198300000.0,225200000.0,262700000.0,266700000.0,279500000.0,316700000.0,333400000.0,361300000.0,428636364.0,454090909.0,403394495.0,238000000.0,123783784.0,54000000.0,54285714.0,51851852.0,28000000.0,20428000.0,3636364.0,3846154.0
,weightedAverageShsOutDil,87700000.0,90543260.0,91300000.0,98200000.0,103800000.0,113900000.0,118900000.0,123300000.0,125800000.0,147300000.0,158600000.0,177600000.0,177800000.0,200000000.0,229300000.0,268000000.0,272500000.0,287000000.0,321500000.0,335200000.0,361400000.0,428636364.0,471226415.0,431078431.0,238000000.0,130857143.0,54000000.0,54285714.0,51851852.0,28000000.0,20428000.0,3636364.0,3846154.0
