date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-07-01_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY,1988-06-30_FY
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0
,otherInvestingActivites,-102000.0,0.0,0.0,0.0,230000.0,0.0,8450000.0,0.0,568000.0,383000.0,0.0,-1213000.0,0.0,-158000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,900000.0,14500000.0,-11200000.0,2000000.0,0.0,0.0,-100000.0,0.0,0.0
,netCashUsedForInvestingActivites,-19647000.0,-17931000.0,-31046000.0,1777000.0,-17683000.0,-30526000.0,1502000.0,-3411000.0,3205000.0,-12320000.0,-12775000.0,16043000.0,-1325000.0,-7955000.0,-23000000.0,-18420000.0,-21941000.0,-20768000.0,-11785000.0,-12972000.0,-13329000.0,-8115000.0,-6000000.0,-4800000.0,-3400000.0,-4500000.0,-23100000.0,-55100000.0,-9400000.0,-15500000.0,-8200000.0,-7700000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-56208000.0,-28526000.0,-21636000.0,-57243000.0,-24702000.0,-4979000.0,-75031000.0,-105088000.0,-124009000.0,-885000.0,-313220000.0,-259051000.0,-165923000.0,0.0,-4262000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48000.0,0.0,0.0,236000.0,0.0,3126000.0,722000.0,3588000.0,14000.0,563000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-4411000.0,-5489000.0,-2324000.0,-4663000.0,-1518000.0,-15408000.0,-672000.0,-540000.0,-84000.0,10000.0,-33000.0,-26000.0,-34000.0,0.0,-40000.0,0.0,0.0,-446000.0,-3193000.0,-1628000.0,-3654000.0,-8112000.0,-2000000.0,0.0,-800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-8188000.0,-6856000.0,-5500000.0,-17380000.0,-2066000.0,-1087000.0,-907000.0,-916000.0,-914000.0,-910000.0,-891000.0,0.0,0.0,-4233000.0,-5040000.0,-2482000.0,-2431000.0,-1148000.0,-1209000.0,-1221000.0,-855000.0,0.0,0.0,0.0,0.0,-1200000.0,-4900000.0,-4900000.0,-4900000.0,-4600000.0,-4600000.0,-4200000.0,0.0,0.0
,otherFinancingActivites,-1148000.0,-76000.0,0.0,-377000.0,-114000.0,-348000.0,-66000.0,0.0,-644000.0,383000.0,0.0,214305000.0,-28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-15255000.0,-3507000.0,-494000.0,-33733000.0,-1216000.0,6970000.0,-14530000.0,-11032000.0,1438000.0,14710000.0,10870000.0,-42519000.0,-1655000.0,9405000.0,-2330000.0,-4695000.0,4019000.0,-1253000.0,-7589000.0,-7345000.0,1730000.0,-10587000.0,-7400000.0,-2000000.0,-10800000.0,800000.0,9000000.0,20100000.0,-5900000.0,-4800000.0,-4900000.0,-9800000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,18353000.0,-1716000.0,1941000.0,1515000.0,822000.0,-4894000.0,2784000.0,0.0,0.0,-7220000.0,1234000.0,6191000.0,0.0,0.0,-10600000.0,4111000.0,3896000.0,-11051000.0,-11197000.0,-4718000.0,25726000.0,3674000.0,-600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,21662000.0,3309000.0,5025000.0,3084000.0,1569000.0,747000.0,5641000.0,2857000.0,0.0,380000.0,7603000.0,6369000.0,178000.0,0.0,3900000.0,14495000.0,10384000.0,6488000.0,17539000.0,28736000.0,33454000.0,7728000.0,4100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,3309000.0,5025000.0,3084000.0,1569000.0,747000.0,5641000.0,2857000.0,0.0,383000.0,7600000.0,6369000.0,178000.0,0.0,3900000.0,14500000.0,10384000.0,6488000.0,17539000.0,28736000.0,33454000.0,7728000.0,4054000.0,4700000.0,6000000.0,3800000.0,500000.0,3800000.0,20100000.0,12200000.0,11900000.0,9700000.0,9200000.0,0.0,0.0
,operatingCashFlow,53255000.0,19722000.0,33481000.0,33471000.0,19721000.0,18662000.0,15812000.0,17300000.0,-5026000.0,-9600000.0,3139000.0,32667000.0,3158000.0,-5350000.0,14740000.0,27226000.0,21818000.0,10970000.0,8177000.0,15599000.0,37325000.0,22376000.0,12700000.0,5500000.0,16400000.0,7000000.0,10700000.0,18800000.0,23200000.0,20600000.0,13300000.0,17900000.0,0.0,0.0
,capitalExpenditure,-19701000.0,-16730000.0,-31046000.0,-21055000.0,-17922000.0,-30526000.0,-6953000.0,-6208000.0,-9229000.0,-1502000.0,-12775000.0,-2062000.0,-2069000.0,-7432000.0,-23188000.0,-18517000.0,-22966000.0,-31781000.0,-15911000.0,-12972000.0,-13384000.0,-8127000.0,-6100000.0,-4800000.0,-3500000.0,-5500000.0,-38900000.0,-45700000.0,-12200000.0,-15000000.0,-6300000.0,-8700000.0,0.0,0.0
,freeCashFlow,33554000.0,2992000.0,2435000.0,12416000.0,1799000.0,-11864000.0,8859000.0,11092000.0,-14255000.0,-11100000.0,-9636000.0,30605000.0,1089000.0,-12782000.0,-8450000.0,8709000.0,-1148000.0,-20811000.0,-7734000.0,2627000.0,23941000.0,14249000.0,6600000.0,700000.0,12900000.0,1500000.0,-28200000.0,-26900000.0,11000000.0,5600000.0,7000000.0,9200000.0,0.0,0.0
